@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,8-10,14'

@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute field numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
0.242246,0.557107,0.665745,0.734219,0.753792,0.482173,STAR,-0.367559
1.157919,0.955734,0.694933,0.586629,0.473847,-0.636973,GALAXY,0.069745
-0.694413,-1.050443,-1.24204,-1.346432,-1.448676,1.712003,GALAXY,-0.249159
0.104248,0.460216,0.656678,0.754062,0.858674,0.568261,STAR,-0.368535
0.699384,1.353384,1.444899,1.493981,1.349579,1.502932,QSO,1.587905
0.345733,0.347914,0.376462,0.287256,0.243074,0.113224,GALAXY,-0.183159
0.441324,0.744522,0.898874,0.982907,1.036353,-0.114295,STAR,-0.367737
0.628612,-0.121617,-0.453724,-0.562967,-0.687824,0.13782,GALAXY,-0.182758
0.642149,-0.006083,-0.290629,-0.373351,-0.510747,0.86342,GALAXY,-0.093006
0.283617,-0.097001,-0.293632,-0.439801,-0.508005,-1.626986,GALAXY,-0.185137
0.962964,1.036969,1.149308,1.105589,1.090416,-1.626986,STAR,-0.368435
0.665559,0.58607,0.573576,0.480572,0.512578,0.266952,GALAXY,-0.066048
0.314729,0.258835,0.237404,0.274516,0.294186,-1.098159,STAR,-0.36837
0.001581,-0.879099,-1.246456,-1.323678,-1.384197,-0.65542,GALAXY,-0.095216
0.536975,1.696423,1.881168,1.824724,1.78306,0.13782,QSO,4.689634
-1.111855,-0.847223,-0.684433,-0.561859,-0.476137,-1.073562,STAR,-0.368375
1.177242,0.888455,0.774156,0.795094,0.79712,0.967956,STAR,-0.367927
0.700505,1.719721,1.78238,1.784141,1.813389,-0.22498,QSO,3.261696
-0.016609,-0.387046,-0.687936,-0.785842,-0.834865,0.734288,GALAXY,-0.025551
0.944858,0.480506,0.074609,-0.096881,-0.231905,0.051732,GALAXY,-0.070977
-2.503288,-1.120263,-0.377364,-0.014861,0.259259,-0.274173,QSO,10.250754
0.908105,0.620252,0.388938,0.24145,0.127742,0.402234,GALAXY,-0.176311
1.136896,0.65894,0.19252,-0.020075,-0.198633,0.57441,GALAXY,-0.096257
0.280254,0.434686,1.111881,1.451938,1.637407,1.121684,STAR,-0.370841
0.757401,0.754183,0.742821,0.79127,0.807629,0.236207,STAR,-0.367879
-0.470117,-0.729575,-0.696099,-0.588006,-0.515888,0.35304,STAR,-0.367772
-0.773152,0.122172,0.498036,0.654019,0.798935,-0.919834,STAR,-0.367163
1.02373,0.297014,0.19848,0.232605,0.281395,-0.138892,STAR,-0.368187
-3.045252,-1.08116,0.030855,0.575859,0.937072,0.894166,STAR,-0.366775
0.250106,-0.424597,-0.757413,-0.879247,-0.990249,0.051732,GALAXY,-0.118687
0.437274,0.739441,0.840912,0.917908,0.961207,-0.415603,STAR,-0.36745
0.644283,0.065192,-0.249436,-0.368551,-0.469976,0.72199,GALAXY,-0.139202
0.513831,0.596709,0.577277,0.582119,0.620586,-1.756118,STAR,-0.367264
-0.307685,-0.614807,-0.634409,-0.587452,-0.531855,-1.682328,STAR,-0.367512
-0.787991,-0.590967,-0.429225,-0.307746,-0.234472,1.484484,STAR,-0.368122
-1.949415,-1.907239,-1.669873,-1.484518,-1.318848,0.168566,STAR,-0.368234
0.893724,1.001087,0.996334,0.934789,0.928779,-0.51399,GALAXY,-0.278461
-3.32648,-2.900315,-2.080503,-1.693502,-1.42475,0.752735,STAR,-0.367678
0.278976,0.328442,0.271422,0.145108,0.180275,1.435291,GALAXY,-0.170323
0.303,-0.757092,-1.028534,-1.027778,-0.991177,0.199312,STAR,-0.368091
-0.215795,0.250216,0.412175,0.505401,0.566624,0.06403,STAR,-0.366954
0.086167,0.349136,0.499344,0.495721,0.469566,1.576721,GALAXY,-0.270195
-0.846466,-1.225412,-1.164588,-1.020709,-0.898834,-0.495542,STAR,-0.367979
-0.567263,-0.248714,0.000575,0.113765,0.216532,0.002539,STAR,-0.367422
-0.136188,0.022146,0.062266,0.123005,0.181613,0.943359,STAR,-0.368277
-1.240571,-1.708834,-1.767625,-1.777078,-1.813314,0.230057,GALAXY,-0.269041
0.680458,1.397577,1.168779,1.17603,1.076564,0.383786,GALAXY,0.404416
0.0731,-0.224406,-0.23567,-0.203456,-0.133485,-0.015909,STAR,-0.366941
-1.605408,-1.071063,-0.763853,-0.600781,-0.464492,0.014837,STAR,-0.367747
-0.815245,-0.876654,-0.799331,-0.708315,-0.633887,-0.630824,STAR,-0.367627
0.205577,0.349179,0.386734,0.425429,0.457486,-0.532437,STAR,-0.367573
-1.611616,-1.860919,-1.777897,-1.632196,-1.529574,-1.626986,STAR,-0.367837
-0.872612,-0.607271,-0.051935,0.220463,0.39962,-1.749969,STAR,-0.366903
-0.586297,-0.434588,0.115209,0.35236,0.491503,-1.626986,STAR,-0.367912
0.858513,1.036225,1.214577,1.261514,1.362612,1.306159,GALAXY,-0.367953
0.59486,0.247378,-0.089004,-0.245517,-0.410128,-0.360261,GALAXY,-0.089006
1.122576,0.719173,0.395764,0.23017,0.089136,-0.434051,GALAXY,-0.152902
-0.486138,-0.186133,-0.030986,-0.00672,0.00604,1.336905,GALAXY,-0.23735
1.114198,1.103324,0.92841,0.752216,0.705447,1.927223,GALAXY,-0.140494
1.057096,1.114781,1.644226,1.930772,2.070236,1.490633,STAR,-0.36962
-0.152895,1.066527,1.762674,2.121724,2.489573,-1.368722,STAR,-0.367822
0.983902,0.851499,0.716589,0.601663,0.520929,-0.72921,GALAXY,-0.189607
0.663763,0.268221,0.226473,0.15164,0.103816,-0.175786,GALAXY,-0.044695
-0.949519,-0.848733,-0.779163,-0.727165,-0.679072,0.377637,STAR,-0.367388
-0.982005,-0.655164,-0.346114,-0.265457,-0.224348,0.445278,GALAXY,-0.26447
-0.416873,-0.534125,-0.484268,-0.394478,-0.32322,-0.483244,STAR,-0.368455
1.141826,0.296291,-0.100614,-0.253632,-0.404469,-0.268024,GALAXY,-0.202516
1.159004,1.027945,0.777442,0.626184,0.565596,-1.645433,GALAXY,-0.103154
-2.767025,-3.051125,-2.976118,-2.898935,-2.866308,-1.374871,GALAXY,-0.293584
-3.130199,-2.469239,-1.994294,-1.750851,-1.53785,-0.987474,STAR,-0.368212
-0.216976,-0.780231,-0.797825,-0.687293,-0.581922,1.336905,STAR,-0.367993
-0.835641,-0.502675,-0.466614,-0.452786,-0.491603,1.558274,GALAXY,-0.304653
-0.428289,-1.011,-1.228002,-1.276035,-1.355656,-1.319528,GALAXY,-0.219006
0.428112,0.523234,0.45317,0.345309,0.304025,-0.052803,GALAXY,-0.053547
-1.498703,-1.263409,-1.062335,-0.912199,-0.799453,-1.645433,STAR,-0.368313
0.73979,-0.134392,-0.525283,-0.637777,-0.765562,0.316146,GALAXY,-0.149638
-0.867851,-0.604965,-0.412014,-0.282874,-0.1751,0.07018,STAR,-0.365801
0.015022,0.085993,0.186796,0.276776,0.351559,0.918762,STAR,-0.367543
0.06512,-0.335539,-0.584374,-0.713889,-0.822677,-0.483244,GALAXY,-0.169548
0.799543,0.641669,0.75217,0.760964,0.831738,1.712003,GALAXY,-0.30479
-1.673937,-1.151224,-0.82077,-0.642815,-0.499988,0.082478,STAR,-0.367987
0.714693,0.353611,0.133353,-0.022888,-0.136762,2.050206,GALAXY,-0.238686
-3.64463,-3.971927,-3.908228,-3.86332,-3.853936,-0.526288,GALAXY,-0.335485
0.148006,-0.087754,-0.159706,-0.217787,-0.278879,1.619765,GALAXY,-0.217258
-0.061837,-0.681438,-0.722651,-0.649813,-0.574373,0.734288,STAR,-0.36806
0.08466,-0.176035,-0.496998,-0.644758,-0.769299,0.389935,GALAXY,-0.172322
0.649599,0.461789,0.200523,0.089244,0.016975,-0.360261,GALAXY,-0.087596
0.364791,0.918566,0.982973,0.816854,0.912486,0.35919,GALAXY,0.094794
-0.491249,-0.285298,-0.34747,-0.419316,-0.459702,0.709691,GALAXY,-0.041909
-0.303791,-0.520743,-0.493628,-0.42976,-0.362327,1.404545,STAR,-0.367156
-0.473143,-0.680556,-0.617743,-0.50814,-0.409861,0.057881,STAR,-0.36788
0.971583,0.750166,0.474233,0.289304,0.164977,0.777332,GALAXY,-0.139502
0.552525,1.73865,1.773935,1.774751,1.838226,0.777332,QSO,3.153207
0.054934,-0.707329,-1.135927,-1.287649,-1.444145,1.011,GALAXY,-0.058815
-0.569228,-0.502685,-0.469806,-0.498803,-0.514383,1.865732,GALAXY,-0.240022
0.66703,2.133579,2.291591,2.081149,2.091662,-0.028207,QSO,4.027577
0.830366,0.456868,0.11729,-0.071965,-0.213138,-1.74382,GALAXY,-0.14943
0.855234,0.671142,0.436383,0.311539,0.208824,-1.608539,GALAXY,-0.116307
0.284316,0.367024,0.423775,0.405982,0.336905,-0.495542,GALAXY,-0.278396
-0.425239,-0.297521,-0.161617,-0.133121,-0.114132,2.462199,GALAXY,-0.285287
0.841263,1.688802,1.831699,1.697839,1.626623,1.355352,QSO,4.656768
-0.416343,0.074312,0.226228,0.121405,0.236119,-0.864491,GALAXY,-0.06339
0.856102,2.053173,2.312033,2.084297,2.140024,1.496782,QSO,4.249298
-1.96106,-1.410084,-0.991756,-0.815057,-0.646,-0.341814,STAR,-0.36781
-0.78828,-1.033373,-1.030756,-0.963351,-0.912887,-0.145041,STAR,-0.367048
1.036737,0.932202,0.721862,0.59834,0.515052,2.050206,GALAXY,-0.034451
0.64092,0.675138,0.592285,0.491536,0.404477,1.66281,GALAXY,-0.254105
-0.328202,-0.511592,-0.656667,-0.711462,-0.78851,1.638213,GALAXY,-0.044306
0.422905,0.160457,-0.143313,-0.285098,-0.389939,0.119373,GALAXY,-0.071268
0.013744,-0.924664,-1.307045,-1.43771,-1.570228,2.419155,GALAXY,-0.185043
1.058483,0.288734,-0.214353,-0.366819,-0.480384,-0.858342,GALAXY,0.085216
1.019704,1.202574,1.260129,1.297587,1.343601,0.519068,STAR,-0.368723
0.70488,0.702645,0.482971,0.340324,0.25324,-0.206532,GALAXY,-0.045123
0.742285,0.762622,0.645925,0.508636,0.463949,0.832674,GALAXY,-0.151765
0.207988,-0.379563,-0.527043,-0.521812,-0.610906,-1.104308,GALAXY,-0.174106
0.615329,0.656038,0.516226,0.388943,0.371213,0.998701,GALAXY,-0.015762
-1.070882,-1.222563,-1.116333,-0.983124,-0.835534,-0.538586,STAR,-0.36777
-0.414896,-0.185697,-0.181333,-0.243003,-0.281655,1.355352,GALAXY,-0.104398
-0.72397,-0.546369,-0.240077,-0.072299,0.035692,1.355352,STAR,-0.369521
-0.03457,-0.397047,-0.629023,-0.771361,-0.872794,1.607467,GALAXY,-0.229826
-1.589183,-1.179549,-1.037751,-0.965795,-0.995491,0.371488,GALAXY,-0.302461
0.213268,-0.606846,-0.965496,-1.049564,-1.149319,-0.212681,GALAXY,-0.108233
-1.363586,-1.110654,-0.954932,-0.846655,-0.755464,-0.501691,STAR,-0.367341
-1.679566,-2.191757,-2.092159,-1.922751,-1.77822,-1.756118,STAR,-0.367869
-1.714886,-1.361108,-0.525066,-0.118738,0.087038,2.01946,STAR,-0.369332
0.146812,-0.188226,-0.494117,-0.601379,-0.690859,0.408383,GALAXY,-0.058862
-3.155971,-2.843048,-2.663287,-2.600722,-2.474141,-0.962878,GALAXY,-0.326242
0.402244,0.558468,0.601955,0.649456,0.684004,1.632064,STAR,-0.369196
-0.275922,-0.244664,-0.280375,-0.398364,-0.415537,0.371488,GALAXY,-0.176328
-0.607175,-0.918148,-1.128978,-1.244938,-1.44794,1.742749,GALAXY,-0.269269
1.039389,0.973792,0.707823,0.592027,0.536236,0.205461,GALAXY,-0.051026
-1.415347,-0.99121,-0.656987,-0.490724,-0.359075,-0.501691,STAR,-0.367953
-0.036559,-0.03764,-0.037445,0.010372,0.063137,-1.706925,STAR,-0.367437
0.40451,1.598044,1.672671,1.77556,1.923312,0.002539,QSO,2.775463
0.131515,0.311543,0.339261,0.269162,0.194127,-0.132742,GALAXY,-0.11825
-1.344745,-0.92072,-0.710703,-0.585623,-0.50222,-0.200383,STAR,-0.365977
0.207458,-0.355202,-0.397561,-0.427853,-0.420068,-0.071251,GALAXY,-0.071381
-0.115852,-0.76314,-0.848612,-0.790765,-0.707821,0.039434,STAR,-0.367956
-1.24086,-0.773025,-0.542183,-0.419078,-0.316072,-0.507841,STAR,-0.368185
1.077914,1.147156,1.195134,1.221696,1.245139,-0.94443,STAR,-0.367918
-0.442561,-0.28432,-0.245293,-0.340857,-0.383887,-0.415603,GALAXY,-0.248459
0.925137,1.038468,0.923825,0.737287,0.65762,1.773494,GALAXY,-0.168854
1.089535,0.236909,-0.105858,-0.224452,-0.338251,1.435291,GALAXY,-0.227271
0.494375,0.572263,0.55595,0.564983,0.626422,-0.268024,STAR,-0.367448
0.553743,1.356859,1.563102,1.712882,1.706342,-0.175786,QSO,2.024572
0.927138,0.957828,0.785332,0.616935,0.577458,1.15243,GALAXY,-0.013524
-0.037945,0.168566,0.20316,0.143499,0.146844,0.93721,GALAXY,-0.172049
0.551031,0.560232,0.44383,0.364097,0.381094,-0.65542,GALAXY,-0.157358
1.15863,0.314519,-0.175929,-0.330271,-0.467485,0.482173,GALAXY,-0.08372
0.862816,0.064459,-0.220511,-0.257052,-0.246502,1.398396,STAR,-0.367755
1.181859,1.061532,0.594404,0.360905,0.205538,-1.276484,GALAXY,0.140502
0.984565,1.101963,1.185021,1.23753,1.275527,-0.999773,STAR,-0.366272
0.719309,0.169353,-0.115048,-0.23261,-0.335291,0.875718,GALAXY,-0.12153
0.521546,0.446133,0.306891,0.176126,0.122969,-0.126593,GALAXY,-0.117322
-0.989744,-0.925429,-0.834536,-0.769462,-0.695883,0.752735,STAR,-0.368112
0.243428,0.48614,0.6552,0.744391,0.801635,-0.00361,STAR,-0.36701
0.673009,0.807422,0.878894,0.871557,0.829682,-0.243427,GALAXY,-0.276465
-0.969686,-1.373299,-1.275908,-1.126634,-0.992899,2.843446,STAR,-0.36801
0.924474,0.834323,0.621812,0.473029,0.381437,0.045583,GALAXY,-0.118694
0.597621,0.012113,-0.118936,-0.303887,-0.340533,-0.237278,GALAXY,-0.072164
0.660906,0.369161,-0.040081,-0.196889,-0.34692,2.345365,GALAXY,-0.055515
0.72747,2.05548,2.167062,2.228739,2.355807,-0.188085,QSO,2.678642
0.42481,-0.053965,-0.271515,-0.364217,-0.452362,-0.673868,GALAXY,-0.219126
0.25811,0.440596,0.528467,0.543232,0.50951,0.783481,GALAXY,-0.313961
-1.09657,-1.46682,-1.584737,-1.633998,-1.659527,1.73045,GALAXY,-0.220193
-1.709088,-0.504173,-0.00884,0.052133,0.162778,0.974105,QSO,3.710147
0.956708,0.968616,0.972965,0.961965,0.983728,-0.999773,STAR,-0.366913
0.545462,-0.404679,-0.755144,-0.872715,-0.966716,-0.464797,GALAXY,-0.159471
0.790671,0.880069,0.715111,0.630615,0.532583,-0.809149,GALAXY,-0.019231
0.439962,0.286151,0.108383,0.005387,-0.05028,0.611305,GALAXY,-0.146828
-0.289133,-0.297361,-0.256516,-0.300932,-0.308657,0.303847,GALAXY,-0.204297
0.819119,-0.038937,-0.559866,-0.742603,-0.917728,-0.237278,GALAXY,-0.367953
-0.131113,-0.308234,-0.256394,-0.180747,-0.083569,0.531366,STAR,-0.368037
-0.797598,-0.964075,-1.049841,-1.119337,-1.169391,-0.347963,GALAXY,-0.190427
-1.506779,-2.077457,-2.197943,-2.210185,-2.242465,-1.270335,GALAXY,-0.245385
0.68305,0.466987,0.22894,0.062059,-0.042514,-1.159651,GALAXY,-0.185693
-0.093431,0.284674,0.485748,0.595421,0.633419,-0.095847,STAR,-0.367739
0.790502,0.659812,0.515059,0.371139,0.26506,-0.00361,GALAXY,-0.15278
0.468217,0.667337,0.560084,0.439549,0.369533,0.402234,GALAXY,0.008296
-0.998351,-1.175861,-1.148685,-1.083615,-1.022627,-0.919834,STAR,-0.368187
0.35663,0.521746,0.567654,0.467455,0.413564,-0.132742,GALAXY,-0.208101
0.803208,0.202451,-0.146816,-0.336478,-0.467736,-0.692315,GALAXY,-0.156418
-1.98019,-2.008541,-1.767662,-1.57081,-1.431538,0.820376,STAR,-0.367929
0.452571,0.400515,0.348828,0.237045,0.192414,0.371488,GALAXY,-0.181186
-0.37883,-0.702174,-0.8008,-0.857004,-0.934071,-0.630824,GALAXY,-0.295269
-1.741092,-1.800496,-1.596384,-1.438123,-1.278136,0.051732,STAR,-0.368391
0.807198,0.762399,0.577352,0.405507,0.409877,-1.061264,GALAXY,-0.107519
-1.133107,-0.600926,-0.258842,-0.097514,0.033435,-0.280322,STAR,-0.36747
0.298986,1.407536,0.852756,0.66493,2.110898,2.148592,QSO,2.437757
0.185519,0.159872,0.460778,0.589785,0.678027,-0.138892,STAR,-0.36681
0.523667,0.799217,0.905267,0.965402,1.023295,0.469874,STAR,-0.367342
0.641812,0.160382,-0.027417,-0.112917,-0.184154,1.65666,GALAXY,-0.254723
0.740224,0.345565,0.206446,0.202537,0.220979,-0.821447,STAR,-0.367711
-2.620951,-2.633133,-2.365408,-2.242891,-2.120679,0.020986,STAR,-0.36726
0.197995,0.210124,0.149482,0.186008,0.186679,0.476024,STAR,-0.366671
-1.358824,-0.927916,-0.762554,-0.688313,-0.650916,-0.157339,GALAXY,-0.294198
1.076733,0.847418,0.606936,0.440182,0.344913,-1.147352,GALAXY,-0.002224
0.950958,0.37878,-0.062622,-0.18509,-0.303307,-0.649271,GALAXY,-0.098476
-1.652975,-1.147567,-0.623119,-0.372666,-0.19167,0.525217,STAR,-0.368652
0.853426,0.310639,0.024029,-0.079086,-0.168755,1.988715,GALAXY,-0.283521
-3.327722,-2.866803,-1.82263,-1.326773,-1.051677,-0.286471,STAR,-0.366354
1.055216,0.992371,0.672873,0.490015,0.361206,-0.434051,GALAXY,0.042862
1.102264,0.40263,-0.064524,-0.220882,-0.369608,-0.15119,GALAXY,-0.117935
0.516145,1.420663,1.36257,1.406888,1.418698,2.253128,QSO,2.760751
0.610615,0.905301,0.991475,0.889238,0.931245,-0.138892,GALAXY,-0.11196
1.151856,0.913443,0.771623,0.73494,0.740926,-0.882939,STAR,-0.369679
0.356763,0.553568,0.569914,0.505304,0.484087,-0.489393,GALAXY,-0.073057
1.059748,1.796438,2.09766,2.208905,2.342983,0.580559,STAR,-0.36796
1.128301,0.189356,-0.246893,-0.393432,-0.540282,0.389935,GALAXY,-0.174655
0.987687,1.233429,1.353964,1.396496,1.459209,0.943359,STAR,-0.366485
0.703386,0.560912,0.526518,0.54943,0.597354,1.453738,STAR,-0.368813
0.886093,0.505696,0.308764,0.262656,0.23402,1.466037,STAR,-0.368534
0.697226,0.583572,0.466541,0.381927,0.31032,-0.384858,GALAXY,-0.248873
0.386826,1.542053,1.783124,1.935977,2.034347,0.955657,QSO,2.982064
-3.303649,-1.466395,-0.417861,0.11336,0.432223,1.44144,STAR,-0.367431
0.502186,0.502561,0.482905,0.384107,0.379573,0.131671,GALAXY,-0.172541
0.4183,0.508343,0.491737,0.427566,0.398023,0.72199,GALAXY,-0.162261
0.725903,0.29645,-0.0132,-0.167005,-0.303716,0.543664,GALAXY,-0.237981
0.973632,0.928716,0.788816,0.643583,0.587064,-1.700776,GALAXY,-0.162424
0.743177,0.821069,0.717841,0.645069,0.600255,0.266952,GALAXY,-0.05969
-2.044452,-1.871846,-1.729803,-1.657376,-1.668037,-0.378708,GALAXY,-0.281442
-1.290054,-1.053249,-0.826796,-0.677253,-0.556191,1.466037,STAR,-0.368171
0.045339,-0.718011,-1.036659,-1.129368,-1.240533,-0.36641,GALAXY,-0.15865
-0.303743,1.018805,1.389517,1.517834,1.043685,-1.719223,QSO,0.545219
0.223635,0.575569,0.799163,0.907226,1.000682,0.86342,STAR,-0.366459
-0.118384,-0.626488,-0.792693,-0.845477,-0.919283,0.180864,GALAXY,-0.288008
1.107676,1.01028,0.779372,0.629481,0.556333,-0.538586,GALAXY,0.001094
0.639642,0.217766,-0.146825,-0.319325,-0.487097,0.801928,GALAXY,-0.077678
-0.068081,0.800014,1.266569,1.28607,1.307679,-0.716912,QSO,1.001009
-0.976135,-1.413953,-1.428731,-1.372254,-1.30472,0.549813,STAR,-0.367273
0.977092,0.370394,0.082839,-0.035302,-0.132975,-0.397156,GALAXY,-0.250307
-0.696149,-1.158058,-1.224028,-1.186621,-1.111776,0.881867,STAR,-0.367191
0.999754,0.9494,0.797883,0.829339,0.832524,1.343054,STAR,-0.367663
0.020471,-0.115782,-0.220134,-0.29535,-0.377667,0.279251,GALAXY,-0.180186
-1.21375,-0.693055,-0.335663,-0.259109,-0.192481,-0.716912,GALAXY,-0.27609
1.081109,0.774612,0.382554,0.160968,0.026204,-0.354112,GALAXY,-0.158569
0.51893,0.502486,0.288625,0.15142,0.076221,0.131671,GALAXY,0.012366
-0.391764,0.945042,1.110582,1.16468,0.794345,-0.698464,QSO,0.400349
0.513144,-0.258375,-0.751896,-0.864046,-0.994019,0.918762,GALAXY,-0.008449
0.098486,0.510639,0.64811,0.718596,0.779322,0.236207,STAR,-0.369024
-0.291641,-0.337463,-0.307162,-0.248585,-0.15818,-0.495542,STAR,-0.368262
0.413093,-0.314718,-0.738978,-0.821739,-0.844613,-0.218831,GALAXY,-0.124773
-1.242186,-1.136684,-1.001464,-0.890378,-0.792999,0.543664,STAR,-0.367228
1.0083,0.51726,0.158511,0.004534,-0.117744,-1.651583,GALAXY,0.009851
0.772132,0.99878,1.077195,1.205712,1.046435,0.150119,QSO,6.23415
0.533721,0.714283,0.843482,0.918621,0.96807,0.236207,STAR,-0.369142
1.046621,0.981243,0.858698,0.775515,0.74182,0.150119,GALAXY,-0.268531
0.979973,0.731481,0.388382,0.211364,0.049561,-1.09201,GALAXY,-0.036006
0.054476,0.478912,0.477011,0.407292,0.369098,-0.108146,GALAXY,-0.246142
-0.427505,-0.596026,-0.672118,-0.742586,-0.796268,-0.040505,GALAXY,-0.199749
0.140472,0.370702,0.478338,0.417385,0.412377,-0.157339,GALAXY,-0.148023
-0.869237,-0.704491,-0.6397,-0.609678,-0.665947,-0.661569,GALAXY,-0.313012
-0.104003,1.095883,1.337958,1.321079,1.194646,2.45605,QSO,4.907812
0.364309,0.331557,0.284359,0.229915,0.13759,0.340742,GALAXY,-0.256721
1.090101,0.913815,0.835187,0.766476,0.698349,1.570572,GALAXY,-0.198835
-1.127308,-1.126555,-0.98381,-0.858753,-0.735526,-0.421752,STAR,-0.369471
-0.791462,-0.748866,-0.77019,-0.809668,-0.860011,2.056355,GALAXY,-0.237135
-2.0614,-2.512795,-2.573529,-2.566284,-2.607454,-1.073562,GALAXY,-0.257989
1.022115,1.956686,1.84328,1.966063,2.054035,-0.759956,QSO,2.554896
-1.627468,-1.106254,-0.72992,-0.541717,-0.407395,0.014837,STAR,-0.367113
-0.733324,0.171117,0.679285,0.952135,1.198425,0.838823,STAR,-0.368428
0.723191,-0.116047,-0.407202,-0.502012,-0.589513,-0.470946,GALAXY,-0.2362
0.091386,1.434565,2.028644,2.334497,2.532091,-0.913685,STAR,-0.367637
0.257206,0.161445,0.142957,0.187951,0.229397,0.580559,STAR,-0.366973
1.173795,1.039732,0.96562,0.850747,0.83163,-1.786864,GALAXY,-0.230612
0.945003,1.521794,1.488776,1.32981,1.448617,-0.901386,GALAXY,0.036327
0.895761,-0.550982,-1.048598,-1.088328,-1.117928,0.476024,STAR,-0.368069
0.958034,0.108961,-0.318197,-0.451468,-0.625352,-0.175786,GALAXY,-0.065949
0.36672,0.373901,0.379984,0.343339,0.299929,1.957969,GALAXY,-0.305898
0.034574,-0.305195,-0.447849,-0.583329,-0.624808,-0.606227,GALAXY,-0.194407
0.670236,0.659036,0.921264,1.057199,1.166248,-1.571644,STAR,-0.368061
-0.235733,0.912263,1.248209,1.272891,1.310455,1.582871,QSO,4.615867
-0.535331,-0.427009,-0.03495,0.142681,0.253156,-0.065102,STAR,-0.368684
1.034904,0.097769,-0.409679,-0.523746,-0.686445,-0.895237,GALAXY,-0.053574
0.779653,-0.224226,-0.683143,-0.80674,-0.925151,-0.009759,GALAXY,-0.068219
-0.265856,-0.182933,0.203951,0.383404,0.488476,1.429142,STAR,-0.367103
-1.633495,-1.653735,-1.59082,-1.493828,-1.422,-0.22498,STAR,-0.365396
-0.032207,0.212325,0.381772,0.583824,1.473638,1.576721,GALAXY,-0.354974
1.148866,0.610059,0.071559,-0.094015,-0.295624,1.87803,GALAXY,-0.140829
-0.261095,-0.017127,0.1732,0.284284,0.364601,-1.061264,STAR,-0.369242
-0.438897,-0.933624,-1.202853,-1.306719,-1.446143,0.027136,GALAXY,-0.264093
-1.803437,-1.442151,-1.135861,-0.952791,-0.802045,0.002539,STAR,-0.367779
0.577743,0.248696,-0.009471,-0.123828,-0.230442,0.765034,GALAXY,-0.122692
-0.478375,-0.554883,-0.534689,-0.488077,-0.442915,0.795779,STAR,-0.368426
0.617438,1.732167,1.74792,1.80227,1.886111,0.78963,QSO,2.849346
-1.453644,-1.384193,-1.384309,-1.41136,-1.432433,2.339216,GALAXY,-0.159594
1.060604,0.867931,0.747698,0.634185,0.573646,0.955657,GALAXY,-0.265152
-1.734775,-1.915965,-1.819872,-1.681852,-1.566039,0.008688,STAR,-0.367826
0.94264,0.253447,-0.015318,-0.117559,-0.228837,-0.987474,GALAXY,-0.226103
0.884128,0.631327,0.45334,0.34028,0.244587,-0.194234,GALAXY,-0.118038
0.23816,0.312085,0.237235,0.106942,0.086093,-0.815298,GALAXY,-0.143849
-2.741904,-2.808675,-2.500944,-2.249986,-2.065605,0.844973,STAR,-0.367914
-0.368776,0.030755,0.258438,0.379061,0.460989,-1.5286,STAR,-0.368274
0.131214,0.043276,0.064582,0.129748,0.183352,0.076329,STAR,-0.366584
-2.970141,-2.354949,-1.908613,-1.653956,-1.476665,0.008688,STAR,-0.366456
0.105092,0.295781,0.709989,0.902391,1.038895,0.187013,STAR,-0.3686
0.345022,-0.427923,-0.873676,-0.9822,-1.119851,0.316146,GALAXY,-0.086553
0.919484,0.022274,-0.536704,-0.722637,-0.875185,1.724301,GALAXY,-0.125828
-0.907461,-0.613861,-0.480747,-0.456769,-0.460621,-1.719223,GALAXY,-0.287857
1.13815,1.103334,0.86075,0.692923,0.609259,0.125522,GALAXY,-0.100939
0.463829,0.530344,0.404859,0.251938,0.230049,-0.550885,GALAXY,-0.068074
1.109087,0.370957,-0.079918,-0.230843,-0.377985,0.266952,GALAXY,-0.118365
0.793323,0.018809,-0.168236,-0.162653,-0.123245,-0.987474,STAR,-0.367661
0.276457,0.109758,0.052869,0.069128,0.118078,0.918762,STAR,-0.368389
0.958878,0.793881,0.687636,0.680843,0.70808,0.482173,STAR,-0.368091
1.151964,0.951206,0.774994,0.586787,0.509066,-0.009759,GALAXY,-0.15653
1.18333,0.876561,0.580017,0.426001,0.318287,0.734288,GALAXY,-0.055028
0.214341,1.280365,1.614492,1.559305,1.577233,-0.268024,QSO,4.319615
1.043451,0.31842,-0.075427,-0.2003,-0.317786,0.297698,GALAXY,-0.117617
0.23364,0.35342,0.352387,0.242039,0.230074,-0.347963,GALAXY,-0.158919
0.793082,0.010327,-0.500181,-0.653277,-0.761282,-0.858342,GALAXY,-0.061722
-0.733589,-0.57936,-0.48296,-0.397951,-0.336587,-0.421752,STAR,-0.365406
1.102722,0.181119,-0.302502,-0.443871,-0.579381,-1.184247,GALAXY,-0.089218
0.351989,0.320046,0.153333,0.038418,-0.052412,0.814227,GALAXY,-0.140598
0.205011,-0.135572,-0.319092,-0.424002,-0.566975,0.260803,GALAXY,-0.240043
0.095738,-0.580498,-0.856653,-0.94138,-1.04636,-1.073562,GALAXY,-0.226668
0.768937,0.618466,0.523326,0.523969,0.523303,-0.071251,STAR,-0.367735
