@relation 'output-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-10,13,15-19'

@attribute Rainfall numeric
@attribute Sunshine numeric
@attribute Humidity3pm numeric
@attribute Pressure9am numeric
@attribute Cloud3pm numeric
@attribute RainTomorrow {No,Yes}

@data
0,12.1,62,1015,1,No
9.4,6.4,95,1003.6,7,Yes
2.4,4.5,60,1017.5,3,Yes
3.6,11.9,62,1021.5,1,No
0.2,10.4,42,1030.6,1,No
0,10.7,42,1020.9,1,No
0,13.6,22,1014.5,3,No
4.8,4.8,80,1011.9,7,No
1,0.2,95,1027.1,8,Yes
0.2,0,77,1026.7,8,Yes
0.2,10.2,29,1018.6,1,No
0,11.6,36,1017.9,1,No
2,9.2,57,1012.4,5,No
20,6.3,91,1009.1,7,Yes
0,9.7,32,1013.9,5,Yes
0,11.2,30,1010.6,3,No
0,8.5,45,1031.9,1,No
0,6.9,69,1011.9,4,No
0,10.1,58,1015.3,4,No
0,11,33,1018.7,2,No
0,1.1,93,1022.5,7,Yes
0,1,64,1024.3,7,No
0.4,0.3,60,1038,8,No
0,9.9,70,1018,6,Yes
0,10.3,50,1023.2,0,No
0,13.2,35,1016.2,0,No
4.2,8.7,65,1021.7,2,Yes
0,11.7,37,1024.3,3,No
0,9.9,38,1023,5,No
0,10.4,44,1017.1,4,No
0.4,3.1,67,1016.8,7,No
0,9.9,53,1025.4,3,No
0,11.4,12,1007.4,5,No
0,10.9,48,1019.2,2,No
0,13.3,23,1017.7,0,No
0.2,9.4,48,1024.6,1,No
47.2,7.2,39,1014.6,3,Yes
0,8,40,1018.2,3,No
0,13.1,21,1020.5,0,No
0,10.9,23,1024.2,1,No
0,7.8,36,1025.9,6,No
0,9.9,62,1016.8,2,No
0,3.7,8,1020.4,7,No
0,9.5,51,1034,1,No
5.2,0.2,86,1010.6,8,Yes
1.2,0,88,1028.7,7,Yes
29.2,0.4,85,1011.9,6,Yes
0,10.7,25,1016.4,0,No
0,9.9,34,1020.2,3,No
0.2,3.8,49,1020.4,6,Yes
0.8,8.2,45,1025.6,4,No
0,11.1,60,1016.5,3,No
0,6.9,51,1004.1,6,No
0,13.2,23,1013.2,0,No
0,12.8,28,1011.8,1,No
0,10.6,39,1016.2,1,No
0,11.2,28,1024.9,1,No
19.4,5.2,71,1004.7,5,Yes
0.6,4.6,65,1011.5,7,Yes
7.2,6.5,46,1020.8,5,No
0,4.3,42,1029.2,5,Yes
0.2,10.6,30,1017.5,2,No
0,12.5,45,1019.5,3,Yes
0,8.4,36,1015.2,3,Yes
0,5.2,33,1018.5,3,No
0,7.5,57,1022,6,Yes
3.2,3.3,87,1011.6,7,Yes
0,11,61,1018,4,No
0,11.4,21,1023.4,1,No
0,10.7,58,1017.6,1,No
0,11.3,16,1013.9,1,No
0.2,9.9,30,1017,0,No
0,9.6,37,1013.6,7,No
0,9.5,47,1032.9,0,No
0,1.6,72,1013.4,8,Yes
0,11.4,31,1024.7,1,No
0,8.4,50,1030.2,3,No
0,10.4,36,1013.1,3,No
0,11.6,33,1011.6,7,No
0,13,22,1012.2,0,No
0,6.8,31,1011.2,5,Yes
0,8.8,46,1024.9,3,Yes
7.4,7.4,71,1003.5,7,Yes
0,9.8,37,1018.3,1,No
1.2,6.1,72,1012.5,7,Yes
4.6,1.8,59,1014.6,7,No
2.6,2,81,1022,7,No
0,0.6,73,1016.2,8,Yes
19.4,0.2,79,1006.3,7,Yes
7.8,3.8,60,1015.6,5,Yes
0,7.1,53,1017.2,3,No
0,12.8,18,1016,0,No
0,10.4,31,1023.2,0,No
2.4,4.9,69,1019.3,5,No
0.6,8.3,60,1019.4,2,No
0,12,43,1010.7,2,No
3,5.2,60,1024.2,7,Yes
2.6,0.1,69,1025,8,Yes
0,9.2,35,1025.4,5,No
0,10,48,1024.9,2,No
0,10.7,40,1033.8,0,No
0,10.2,31,1013.3,2,No
0,9.3,16,1016.1,3,No
0,3.8,64,1012.3,7,No
0,0,77,1002.8,7,Yes
4.4,5.3,64,1020.1,5,No
0.6,10.9,60,1010.2,1,No
0,8.4,57,1008,6,Yes
6.4,9.8,42,1013,6,No
0,10,73,1015.7,7,No
0,12.2,41,1026.6,1,No
0,9.5,67,1023.6,4,No
3.8,8.8,69,1014.6,7,Yes
0.2,5.5,70,1014.2,4,Yes
0.6,0,75,1019.7,8,No
0,10.4,49,1019.4,1,No
0,10.1,21,1005.3,0,No
0.6,0.7,82,1005.2,8,No
1.2,5.6,67,1014.3,6,Yes
0,1.5,91,1016.7,8,Yes
0,8.5,61,1022.2,3,No
0.6,7.8,66,1012.8,7,No
0,10.7,77,1014.1,1,No
0.2,9.6,44,1007.7,7,No
0,9.4,35,1013.6,7,No
0,0.7,44,1005.1,7,Yes
0,9.7,23,1015.8,1,No
0,2.3,49,1015.2,7,No
0,9.8,28,1023.2,2,No
1.8,2.1,68,1020.6,6,Yes
3.4,1.5,98,1017.4,6,Yes
0,2.7,70,1021.6,7,No
0,0.5,34,1003.6,7,No
0,9.5,60,1017.8,2,No
11.4,4.7,84,1027.2,8,Yes
0,10.4,29,1014.5,6,No
2.6,9.8,30,1007.8,2,No
0,4.4,65,1018.3,7,No
19.6,8.2,49,1007.5,3,Yes
0,8.3,31,1010.1,3,No
0,8.8,65,1023.5,3,No
0,11.3,16,1016,3,No
0,8.1,41,1022.6,5,No
0,10.6,37,1019.1,1,No
1.2,0.2,84,1021.2,7,Yes
0,11.8,16,1021.3,0,No
0,8.3,55,1010.1,7,No
0.4,8.6,38,1015.5,6,No
1.2,9.3,64,1006.2,3,No
0,12.2,14,1008.2,1,No
0,12.2,74,1016.9,6,No
0,13.2,19,1008.8,1,No
0,5.2,54,1013.8,7,No
0,5.3,55,1017.8,7,No
0.2,4.9,60,1031.4,3,No
7.6,7.3,66,1010.1,4,No
0,10.1,44,1019.7,1,No
0,9.8,31,1018.5,1,No
0,3.3,58,1023.1,7,No
0,8.8,28,1014.8,4,Yes
0,12.7,26,1019.2,2,No
6.4,12.4,39,1013.9,3,No
0,11.1,23,1014,6,No
27.8,8.5,48,1017.3,2,No
0.2,6,64,1021.6,7,No
0,13.5,20,1008.9,1,No
0.8,7.7,53,1026.8,6,No
7.4,6.8,26,1018,7,No
0,8.2,48,1025.7,5,No
16,3.4,66,1004.4,5,No
26.2,5.8,61,1009.2,6,Yes
0.4,2,76,1020,8,Yes
0,1.8,60,1019.6,6,No
0,11.1,30,1013.1,1,No
0,10.1,48,1014.6,2,No
6.6,8.4,82,1013,7,Yes
0,12.1,39,1016.6,1,No
2.2,0.9,74,1009.7,7,No
1.2,4.9,71,1025.5,8,Yes
0,9.8,55,1022.6,2,No
0.2,2.6,68,1016.8,6,Yes
0,12.4,33,1024.7,3,No
0,10.6,37,1014,2,No
0,12.3,11,1009.9,4,No
0,8,63,1013,1,No
0,8,39,1030.8,3,No
0,9.6,54,1011.2,2,No
0,9.8,19,1019.2,0,No
0,11.3,50,1013.7,2,No
0.2,5,62,1023.9,6,Yes
0.2,6.9,43,1019.1,5,No
0,4.1,34,1020.3,7,No
2.8,0,72,1016.6,7,No
0,8.6,35,1009,7,Yes
2.8,11,36,1019.1,3,No
0,9.2,55,1020.8,4,No
0,8.6,31,1015.8,6,No
0.6,5.1,70,1009.1,7,No
0,9.6,65,1017.1,7,No
1.4,1.6,67,1016.4,7,No
0,11,16,1024.6,0,No
0,2.8,47,1008.3,5,No
0,2.3,47,1035.4,6,No
0,13.2,29,1019.3,6,No
0,5.6,48,1006.1,7,No
0.8,5.9,79,1008.1,4,Yes
0,7.8,48,1009.2,1,No
0,11.3,24,1017.9,2,No
0,9.1,54,1022.3,3,No
0,3.2,68,1022.1,7,No
0.4,11.1,35,1031.1,3,No
3.2,3.6,58,1011.3,6,No
0,4.9,54,1016.3,6,Yes
0,11.4,50,1022.4,1,No
0,7.6,57,1020.9,2,No
5.4,5,65,1008.8,7,No
5.6,2.8,61,1000.5,7,Yes
90.4,5.4,70,1008.3,6,Yes
1,2.7,72,1009.6,7,Yes
6.2,2.9,92,1031.4,7,Yes
0,9.7,20,1004.5,4,No
0,12.9,40,1010.8,1,No
0,7.8,56,1021.3,7,No
4.2,3.5,64,1020.7,8,Yes
0,7.6,44,1021.7,7,Yes
0.4,7.1,60,1012.4,1,No
0,1.4,71,1005.2,7,No
0,10.2,55,1015.8,4,Yes
0,9.7,72,1009.3,7,Yes
0,9.2,25,1026.9,3,No
0.4,5.4,78,1017.1,7,Yes
27.6,7.5,43,1006.6,7,Yes
0,6.1,50,1022.5,4,No
0,9,23,1009.1,7,No
0,9.2,49,1021,1,No
0.6,7.8,63,1017.6,7,No
3.2,2.3,60,1024.8,7,Yes
0,10.5,49,1024.6,2,No
0,10.2,28,1018.4,1,No
0,10.7,26,1027.4,1,No
4.2,12.7,64,1008.6,1,No
0,7.6,34,1022.8,2,No
0,9.7,78,1021.8,3,No
0,3.7,62,1027.1,7,No
2.6,7.6,55,1021.3,7,No
4.4,2,56,1023.8,6,Yes
0,6.7,53,1013.1,3,No
0.4,9.7,45,1012.5,3,No
0,13,48,1018.7,0,No
0,11,50,1016.4,1,No
0.4,8.5,49,1007,8,No
0,13.3,37,1013.4,1,No
0,11,18,1019.8,0,No
0,11.4,35,1019.1,2,No
2.8,8.6,68,1017.5,5,Yes
0,9.3,56,1016.1,7,No
0,9.3,49,1023.2,5,No
0,8.2,38,1018.9,6,No
0,12,30,1020.3,1,No
0,12.9,50,1012.5,0,No
0,9.2,55,1033.6,1,No
0,9.9,21,1026.3,2,No
0,5,66,1019.7,7,No
0,6.1,42,1010.6,7,No
0,9.1,18,1011.3,5,No
0.2,1.3,58,1030.4,8,No
1.6,9,39,1007.7,1,No
0,11.2,45,1008.4,1,No
0.8,11.1,63,1010.7,3,Yes
0,10,33,1012.2,1,No
1.6,5.7,57,1017.3,5,No
0,9.2,53,1028.2,2,Yes
0,9.1,37,1020.4,1,Yes
0,10.8,47,1026.2,2,No
0,11.3,52,1021.5,0,No
0,9.7,45,1027.4,1,No
0,12.8,21,1010.4,1,No
0,10.8,56,1018.8,1,No
0,9.7,49,1018.2,4,Yes
1.6,8.9,52,1025.5,6,No
0,9.2,42,1018.7,1,No
0,5.7,60,1021.2,5,No
0,10.8,48,1012,1,No
0.4,6.4,40,1017,7,No
6.2,3.6,79,1004.8,8,Yes
0.2,12,66,1012.4,1,No
0,10.3,26,1022.2,1,No
0,10.6,17,1014.6,0,No
0,10.3,36,1016.4,3,No
0,6.1,60,1002.5,7,No
0.6,3.4,60,1020.5,7,No
0.4,7.8,45,1007.3,6,No
2,5.7,55,1017.5,5,No
3,6.1,84,1018.7,7,Yes
25.4,8.7,48,1011.6,4,No
0,9.6,47,1009.3,7,No
0,8.9,49,1015.9,6,No
0,4.8,52,1015.1,6,No
3,7.4,45,1011.8,3,No
0,10.7,56,1020.8,2,No
0,13.1,58,1019.2,0,No
0,0.7,55,1025.5,8,Yes
0,7.8,74,1010,7,Yes
0,3.8,57,1025.5,3,No
0,12.9,8,1015.3,1,No
0,9,50,1008.2,7,No
0,6.3,55,1026.8,7,No
0,8.8,62,1009.9,2,No
0,9.6,84,1016.3,7,Yes
0,0.3,73,1013.1,7,Yes
2,6.6,61,1024.5,7,No
0.4,10.2,49,1021.4,3,No
0,10.7,35,1033.8,0,No
0,9,13,1010.6,2,No
3,8.6,68,1003.1,4,Yes
0.2,6.4,38,1026.2,6,No
0,8.8,39,1023.1,4,No
0,11.8,33,1015,1,No
0.6,8.9,63,1001.9,4,No
0,11.6,12,1016.5,1,No
0,7.3,48,1014,6,No
2,3.6,58,1022.3,3,No
6.6,11.8,42,1007.4,6,No
10.2,5.8,86,1003.7,7,Yes
0,10.5,53,1017.8,2,No
0,7.8,50,1018.7,7,Yes
4,4.6,52,1012.6,5,Yes
0.8,11.3,72,1011.4,3,Yes
0,8.4,33,1024.1,4,No
8.6,9.5,29,1003,5,No
0.2,5.1,63,1021.8,5,No
0.6,1.2,82,1020.5,8,Yes
0,10.5,34,1036.7,0,No
2.2,7.7,67,1013,5,No
0,4.2,33,1024.2,7,Yes
0,5.1,48,1021.8,7,No
0,8.9,34,1020.4,5,No
0.2,5.6,52,1005.3,6,No
1.4,10.6,40,1010.8,1,No
0,10.7,28,1002,1,No
1.4,8.4,51,1025,1,No
0,8.1,57,1020,6,No
0,12.1,64,1010.1,2,No
0.2,4.1,42,995.4,7,Yes
0,10.3,34,1018.9,0,No
0,13.4,17,1012.3,1,No
14.6,11.2,28,1013.4,1,No
0,8.6,65,1025.9,5,Yes
0,4.8,60,1013.6,5,Yes
0,10.9,54,1010.8,2,No
0,2,57,1017.9,7,Yes
0,0.5,67,1023.3,7,No
0,12.6,46,1019.1,2,No
0,9.5,54,1021.9,2,No
0,12.6,11,1014.9,4,No
0,7.1,53,1029.5,6,No
0,8.4,32,1019.9,1,No
0,4.8,40,1019.3,7,Yes
2.2,2.3,90,1029.3,7,No
0,10.7,39,1011.3,4,No
0,11.3,38,1002,5,No
6,8.5,48,1018.8,8,No
0,8.2,62,1024.2,4,Yes
0.4,10.5,56,1020.6,4,No
0,12.4,45,1019.5,1,No
0,0.9,72,1017.6,7,No
0,0.8,77,1016.4,7,No
0.2,0.1,100,1017.5,8,Yes
0.2,8.6,26,1012.1,2,No
0,3.3,56,1019.4,7,Yes
0,11.2,39,1022.2,6,No
0,8.7,26,1023.1,5,No
0,10.5,23,1014.9,1,No
5.4,4.9,64,1012.7,7,No
0,4.1,60,1002,7,No
0,7,72,1020.9,6,Yes
0,11.1,35,1018.9,2,No
0,13,26,1023.4,0,No
0.2,10.9,65,1011.9,5,No
0.2,8.4,48,1011.6,3,No
0,3.2,68,1009.3,7,Yes
0,0.3,87,1014.2,8,Yes
0.2,9.4,50,1020.4,3,Yes
3.6,5,60,1016.5,7,No
0,0,97,1006.7,8,Yes
0,10.2,52,1017.3,3,Yes
1.6,9.8,62,1011.3,4,No
4,7,62,1011.2,6,No
1,5.8,56,1014.4,7,Yes
0,9.2,57,1015.3,7,No
8.4,4.6,74,1009.5,7,Yes
0,6.5,62,1026.6,2,No
10.8,0,94,1018.9,8,Yes
0,12.8,35,1012.2,2,No
1,3.3,48,1014.3,7,No
8.4,7.8,37,993.6,6,No
0,8.2,55,1030.6,1,No
0,5.5,55,1027.9,7,No
0.6,5.8,46,1022,6,No
0,13,16,1013.5,4,No
0,6.6,37,1029.3,5,No
3,6.5,70,1029.8,5,No
0,10.6,17,1017.9,2,No
0,10.6,19,1024.2,0,No
4.8,6.8,54,1008,6,Yes
0,9.9,28,1020.6,2,No
0,7.8,22,1015,2,No
1.4,8.1,25,1011.2,7,No
0,12.3,46,1013.4,0,No
1,2.7,80,1011.6,7,Yes
0,5,91,1023.8,5,No
0,4.9,36,1019.2,1,No
0,13.7,18,1017.8,1,No
0,7.1,53,1016.4,4,No
0,10.8,63,1013.5,2,No
0.2,11.2,24,1024.8,2,No
3,6.6,71,1014.9,7,Yes
0.2,8.4,58,1017.7,7,No
0,3.9,57,1022.8,5,No
0,9,42,1009.4,7,No
0,10.8,24,1024,0,No
1.2,0.1,91,1016.7,8,Yes
0,10.3,39,1013.8,3,No
0,8.1,56,1019.2,7,No
3.8,11.9,11,1004.5,1,No
0.4,6,40,1006,6,No
0,5.4,58,1022.7,7,No
0,9.1,41,1020.1,0,No
5.8,1.2,73,1006.6,8,Yes
8.6,7.6,62,1022.7,7,No
34.6,0.1,92,1008.6,7,Yes
2.4,11.1,63,1017.6,1,No
1.2,7.2,67,1011.5,7,Yes
0,6.3,67,1036.4,5,No
1,6.2,68,1015.4,6,No
0,13,43,1018.2,1,No
0,7.7,27,1015.1,6,No
0,9.1,49,1017,2,No
0.4,9,55,1024.6,3,No
0,11.9,59,1003.4,6,Yes
0,2.6,84,1012.7,7,No
0,8.4,48,1023.5,1,No
21.4,7.6,45,1009.9,4,No
0,9,33,1029.8,3,No
0,13.1,50,1014.1,1,No
0,5.6,19,1012.4,2,No
0,10,34,1017.6,2,No
0,11,58,1012.4,1,No
0,9.8,44,1019.8,6,No
0,6.9,52,1017.8,6,No
0.6,10.3,50,1030.5,1,No
0,10.3,34,1020.2,5,Yes
2.6,0,65,1013.5,8,No
2.2,8.2,58,1007.7,4,No
0,11.2,10,1016.2,2,No
0,7.6,46,1018.9,7,No
0,4.5,72,1005.5,6,Yes
0,1.2,90,1017.1,8,Yes
0,10.6,54,1028.4,0,No
0,10.9,48,1018,1,No
0,1.2,45,1015.4,8,Yes
0.4,4.6,60,1019.1,6,Yes
4.2,9.8,52,1012.2,6,No
1.6,7,64,1020.6,7,No
0,11.2,43,1014.3,1,No
0,1.3,75,1015,7,No
0,9.2,61,1007.8,7,Yes
0,9.2,32,1022.6,7,No
0,1.1,76,1015.8,7,No
0,6,65,1027.2,7,No
0,9.2,51,1022,3,No
0,9.6,28,1022.2,5,No
0,10.9,43,1011.2,4,No
8.2,4.6,66,1020.5,7,Yes
0,11.1,11,1019.6,1,No
0,9.4,53,1026.8,1,No
0,3,23,1016.3,7,Yes
0,12.7,16,1015.8,1,No
0,11.5,15,1010.7,6,No
0,9.3,57,1012.5,1,Yes
0,8.8,26,1013,4,No
0,3.6,10,1009,7,No
0.8,0.1,75,1025,8,No
0.2,9.7,48,1014.8,0,No
5,7.1,56,1015.7,5,No
0,10.1,54,1014,1,No
11.6,7.7,84,1000.4,7,No
0.4,9.3,59,1020.1,2,No
0.6,1.9,66,995.9,1,Yes
0,9.5,35,1026.5,0,No
0,10.8,62,1008.3,3,No
2.6,13,42,1025.6,1,No
2.8,12.7,33,1023.5,1,No
0,10.3,25,1011.4,1,No
33,0,93,1013.3,8,Yes
0,7.6,60,1015.1,6,No
0.2,9.9,56,1014.7,7,No
0.4,0,80,1016.2,8,Yes
0,9.2,37,1023.3,5,No
0,5.9,85,1022.1,8,No
0,13.4,65,1013.3,6,No
0,8.4,26,1021.1,6,Yes
0,0.5,79,1013.3,7,No
0,12.3,45,1011.9,1,No
0,12.9,21,1021.7,1,No
0,9.6,42,1025.5,1,No
1.8,3.4,66,1029,6,No
0.2,9,52,1017.3,2,No
0,8,52,1008,6,No
0,3.8,39,1018.9,7,No
15.6,6,51,1017.8,5,No
0,8.8,46,1007.3,7,No
0.4,8.3,58,1013.1,1,No
0,9.9,36,1029.9,1,No
0.8,2.3,61,1012.5,7,No
0,10.9,24,1015.9,5,No
0.2,2.3,99,1026.8,7,Yes
0.2,7.3,32,1001.7,7,Yes
0,0.7,62,1021.6,7,No
0,11.2,10,1014.3,0,No
0.6,1.1,93,1013.1,8,Yes
0.4,7.5,67,1018.2,6,No
0.6,7.7,70,1004.1,7,Yes
14,3.9,73,1006.1,3,Yes
0,6.8,59,1020.4,2,No
0,12.6,14,1012.9,2,No
1.6,9.3,58,1022.9,8,No
0,11,33,1020.6,2,No
0,10.6,43,1015.8,1,No
7.8,3.2,52,1011.2,7,No
2.4,8.5,73,1025.6,2,No
0,8.7,33,1012.3,1,Yes
2,0,93,1009.8,8,Yes
1.2,3.2,57,1020.8,7,Yes
5.2,2.8,94,1006.8,8,Yes
0,11.4,48,1013.3,1,No
0,13.1,22,1007.4,1,No
0,3.6,45,1012.3,7,No
0,12,22,1016.9,2,No
0,11.9,41,1014,2,No
3,4.7,74,1026.6,7,Yes
0,12.2,41,1015.4,3,No
44.6,4.8,47,1010,7,No
0,10.6,57,1005.5,2,Yes
1,11.9,61,1017.4,2,No
0.4,2.7,73,1022.8,6,No
0,10.7,41,1014,6,No
0,10.1,38,1018.8,1,No
0,11.3,13,1010.9,1,No
0,10.8,69,1011,2,No
0,7.8,54,1026,1,Yes
1.4,10.7,41,1008.3,2,No
0.4,9.2,40,1019.7,2,No
0,6.6,48,1030.6,7,No
2.2,3.2,70,1012.8,6,Yes
0,9.6,33,1031.6,1,No
5.4,5.8,74,1005.5,7,Yes
0,8.7,42,1020,5,No
0,9.7,59,1019.4,4,Yes
1,11.4,67,1014.2,5,No
1.4,8.3,47,1016.6,1,No
0,11.4,18,1014.5,3,No
0.4,8.7,30,1013.1,5,No
0,10.5,24,1026.5,1,No
0,9.2,44,1026.9,1,No
0,12.2,17,1025.7,0,No
1,6.9,41,1012.1,7,No
0.2,0.9,60,1023.8,7,No
0,8.4,19,1013.8,6,No
0,12.4,49,1019,1,No
0,10.4,49,1021.4,2,No
3.2,4.9,61,1011.7,8,Yes
0,8.6,46,1026.8,2,No
0,13,23,1015.2,4,No
0.2,6.5,48,1028.4,1,No
12.2,5.1,85,997.8,3,Yes
0,10.5,41,1023.2,3,No
0,10.5,50,1012.4,2,No
1.8,5.5,56,1022.7,7,No
0,6.8,44,1019.4,2,No
0,10.1,49,1023.1,3,No
1.6,1.1,71,1000.6,8,Yes
25,7.5,48,982.9,4,Yes
0,10.5,68,1015.7,3,No
0,1.3,37,1028.2,7,No
0.4,13.8,37,1023.8,1,No
0.2,9.1,69,1014.7,6,No
0,10.2,29,1021,1,No
0,5.7,59,1019.5,7,Yes
0,5.7,41,1022.2,7,No
0,8.7,24,1014,4,No
0,11.2,39,1011.8,7,No
9.4,0.1,76,1020.8,8,Yes
1.4,6.4,48,1017,7,No
0,11.3,62,1009.7,2,No
0,10.9,23,1027.7,1,No
3.4,6.1,40,999.9,4,No
0,9.1,45,1020.7,1,No
1,0.1,82,1017.2,8,Yes
10.8,9.1,55,1010.3,2,No
0,12,20,1023.6,1,No
0,8,69,1013.1,6,Yes
0,9.9,50,1027.6,1,No
1.4,13.4,23,1018.6,1,No
0,12.3,38,1011.8,1,No
0.4,6.3,67,1018,3,No
0,9.9,55,1016.7,4,No
0,11.2,18,1024.6,0,No
2.6,4.8,72,1003.3,7,Yes
4.6,1.9,64,1017.8,7,No
0,11.2,30,1013.7,1,No
5.6,8,67,1029.7,4,No
0,6.7,65,1010.2,2,Yes
0,10.4,33,1028.9,1,No
0,7.2,33,1027.3,7,No
0,8.4,14,1015.1,7,No
0,8.2,34,1018.7,4,No
0,0,80,1036.2,7,No
2.8,6.6,62,1019.1,7,No
0,12.9,30,1021,2,No
0,13,3,1020.5,1,No
0,5,68,1009.2,7,No
0,0.1,62,1021.6,7,Yes
0,10,51,1019.3,5,No
2,9.5,43,1015.1,1,No
0.2,10,40,1011.8,2,No
6.4,0,59,1007.9,8,Yes
1.2,5.6,49,1008.2,8,Yes
5,6.4,77,1023.1,6,No
0,12.7,9,1018.5,1,No
0,8.5,70,1021.5,5,Yes
0,10.5,52,1004.1,1,No
0,5.6,46,1026.8,6,No
0,10.8,31,1011.6,2,No
0,10.9,37,1020.4,0,No
0,6,54,1016,5,No
0.2,10.4,24,1017.8,1,No
0,13.3,33,1011.3,1,No
0,10.5,35,1019.9,1,No
0,9.9,53,1023.3,3,No
0,7.1,74,1011,7,No
24.6,8.9,44,1013.1,3,Yes
0,8.9,56,1020.5,6,No
0,7,63,1011,7,No
0,7.2,36,1023.4,3,Yes
20.8,6.9,66,1017.5,7,Yes
0,8.9,62,1011.8,4,No
0.2,10.6,52,1018,6,No
0,5.4,45,1017.1,7,No
0.2,0.4,74,1002.2,8,Yes
0,8.8,51,1032.8,3,No
0,10.3,52,1017,4,No
5.4,3.3,60,1014.4,4,Yes
0.4,10.5,31,1009.6,4,No
0.6,9.3,26,1017.1,3,No
0,7.1,51,996.9,5,No
0.6,8.3,49,1020,7,No
0,7.4,46,1012.9,7,No
3.6,5.2,61,1018.7,6,No
0,7.9,43,1020.1,5,No
0,12.5,62,1009.6,1,No
0,10.8,65,1017.2,1,No
0,11.2,13,1020.5,4,No
0.2,6.8,48,1025.9,2,No
2,3.1,66,1005.5,6,Yes
0,8.2,43,1021.9,4,No
0.8,10.7,20,1009.1,5,No
0.8,11.9,60,1012.5,2,No
0,6.3,52,1016.9,5,No
1,3.9,45,1019.5,5,No
0,9.1,43,999.5,6,No
0,3.1,60,1015.3,6,Yes
0,7,56,1015,4,No
0,11.6,8,1020.8,0,No
7.4,5.6,65,1017.4,7,No
1.8,4.2,54,1002.7,7,Yes
5.6,0,66,1011.9,8,No
0,4,89,1004.9,7,Yes
0,10,53,1013.5,5,No
4.8,0.5,84,1017.4,7,Yes
0,10,55,1019.3,5,No
0.2,6.7,38,1013.7,5,No
0,0.8,45,1020.9,8,Yes
0,1.1,24,1014.5,7,Yes
0,7.4,56,1018.1,3,Yes
40.4,0,88,1007.2,8,Yes
0,0.5,86,1005.9,7,Yes
3.2,5.6,61,1018.7,7,No
0,9.7,53,1016.4,5,No
0,1.2,82,1020.1,7,No
0.4,9,77,1009.9,5,Yes
0,10,27,1021.6,0,No
0,12.1,44,1016,2,No
0,13.3,19,1023.8,0,No
0,10.3,56,1023.1,3,No
0,8,58,1033,1,No
0.4,1.1,71,1006.1,7,No
0,13.4,9,1018.6,0,No
0,12.1,23,1014.1,7,No
0,8.2,44,1015.6,6,No
0,11.5,25,1020.4,0,No
0,9.7,38,1016.6,1,No
0,0,75,1021.1,8,Yes
9,8.9,61,1019.7,5,Yes
0.6,7.5,46,1019.8,7,No
0,12.7,44,1017.5,0,No
5.8,10,66,1010.9,7,No
0,11.6,34,1017,7,No
12.8,11,42,1008.1,3,No
0,12.9,43,1008.4,1,No
5,7.5,59,1019.4,7,No
0,12.1,16,1018.4,0,No
0,10,14,1018.9,5,No
0.2,2.3,59,1022.3,8,No
0,10.6,20,1012.1,5,No
0,2.4,73,1014.8,7,Yes
0,13.5,16,1012.9,3,No
0,2.3,24,1016.2,7,No
0,6.5,82,1022.4,7,No
0,12.4,19,1013.6,2,No
0.2,8,46,1013.1,6,No
0,3.9,34,994.4,8,Yes
0,11.1,32,1032.2,1,No
0.4,0.7,89,1017.2,7,No
2.2,1.7,78,1011.1,7,Yes
0,6,50,1020.5,7,No
0,10.6,28,1015.8,1,No
0,8,46,1025,7,No
0,10,44,1010.1,7,Yes
0,7,54,1014.6,5,No
0,5.2,61,1017,3,No
0.2,8.1,60,1018.7,1,No
0.4,9.5,56,1017.6,4,No
0,0,94,1002.8,8,Yes
0,11,36,1025.3,1,No
1.4,11.9,30,1016.8,1,No
0.6,0.4,92,1021.5,6,Yes
0,9.3,33,1017,6,No
0.2,6.7,67,1012.3,7,Yes
0,10.2,28,1010.9,1,No
1.8,5.3,48,1006.7,5,Yes
0.2,10.6,37,1017.4,7,Yes
0,10.2,33,1013.1,4,No
0,8.9,59,1014.9,3,No
1,9.6,67,1017.9,1,No
0,7.4,51,1022,6,No
0,10.2,82,1020.9,7,No
0.4,9.6,53,1022.8,6,No
0,2.5,22,1016,7,No
0,7.2,42,1015.6,7,No
9.8,0.2,93,1016.4,8,Yes
0,11.6,36,1018.6,7,No
0,11.2,47,1017.4,1,No
4,5,57,1015.7,7,No
0.2,11.5,36,1020.9,0,No
0,0,81,1020.3,5,No
0,8.7,34,1025.6,1,No
56.8,0,90,1020.6,8,Yes
0,12.6,18,1025.6,0,No
0,8.2,46,1017.6,4,No
0.2,0,80,1016.3,8,No
0,11.6,32,1014.5,1,No
0,10.3,27,1027.9,0,No
0,6.1,43,1024.9,7,No
3.8,4.5,43,996.1,5,No
0,10.5,47,1017,5,No
8.8,11.1,48,1023.5,2,No
6.4,0.7,88,1009.8,7,Yes
0,11.5,52,1019.9,0,No
0.6,3.9,60,1024.6,7,Yes
0,10.1,41,1015.6,5,No
31.8,0.2,71,1012.2,8,Yes
1,5.6,62,1005.8,7,Yes
0,13.4,36,1017.3,0,No
0,11.3,13,1018.3,1,No
4.6,3.8,86,1012.7,8,Yes
0,7.1,30,999,7,No
0,7.8,76,1020.6,1,No
0,12.4,45,1020,1,No
0,3.8,85,1000.3,8,Yes
