@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,5-11,14'

@attribute u numeric
@attribute g numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
-0.8929,-0.825743,GALAXY,-0.217855
0.283786,-0.997512,STAR,-0.367939
-0.636287,-0.449446,STAR,-0.368858
0.899112,0.758817,GALAXY,-0.044098
-2.891667,-2.39926,STAR,-0.367852
1.099045,0.19805,GALAXY,-0.0441
0.140906,-0.48788,STAR,-0.368099
1.166236,0.627022,GALAXY,-0.093317
0.911685,0.420433,STAR,-0.367916
-1.197573,-1.210255,STAR,-0.366861
-0.364967,0.172637,GALAXY,-0.064766
0.75094,0.33314,STAR,-0.367857
-0.121698,-0.555,GALAXY,-0.196539
0.513554,0.151444,STAR,-0.367332
1.108195,0.204109,GALAXY,-0.208335
0.34067,1.272149,STAR,-0.368084
-1.153756,-0.787777,STAR,-0.367951
0.764272,0.903197,GALAXY,-0.048512
-0.138792,-0.400597,STAR,-0.368197
-0.174569,-0.904692,GALAXY,-0.179896
-1.940869,-1.379208,STAR,-0.366115
-1.841565,-1.537543,STAR,-0.368912
0.956418,1.146965,GALAXY,-0.048332
-1.327459,-1.448156,STAR,-0.368043
0.180637,-0.227117,GALAXY,-0.015944
0.656651,0.580267,STAR,-0.368645
1.007866,1.023173,GALAXY,-0.024252
-1.954225,-1.859548,GALAXY,-0.293178
0.684062,0.190036,STAR,-0.367292
-2.424706,-2.437353,STAR,-0.368009
-1.954755,-1.942143,STAR,-0.368217
1.113728,0.947497,GALAXY,-0.038682
-1.184012,-0.895382,STAR,-0.367863
-0.448914,-0.619717,GALAXY,-0.194266
0.538518,-0.091825,GALAXY,-0.198702
1.096418,0.463618,STAR,-0.365747
0.956864,2.099982,QSO,2.651846
0.790382,0.026345,GALAXY,-0.137415
-0.299223,0.06735,STAR,-0.367156
1.137246,1.350843,STAR,-0.36492
-0.433689,-0.956805,STAR,-0.368476
0.44846,0.305718,STAR,-0.369362
0.563917,-0.328121,GALAXY,-0.222111
-0.26846,-0.565086,STAR,-0.367892
-0.339171,0.073621,GALAXY,-0.169746
0.98571,0.15036,GALAXY,-0.130867
-0.588033,-0.909071,STAR,-0.367786
0.751157,0.793817,GALAXY,-0.091225
-1.0031,-1.655978,GALAXY,-0.226374
-1.32629,-2.19096,GALAXY,-0.146008
-0.775044,-1.649346,GALAXY,-0.227206
0.515,0.539984,STAR,-0.367795
-1.164761,-0.964765,STAR,-0.36805
-1.381185,-1.080501,STAR,-0.368523
0.667693,0.179673,GALAXY,-0.204008
0.270152,0.217501,STAR,-0.367341
1.004383,1.315057,STAR,-0.368737
-0.771006,0.557022,STAR,-0.367866
-0.078158,-0.084576,GALAXY,-0.285049
0.243741,0.63409,GALAXY,-0.156223
0.626165,0.640414,GALAXY,-0.09011
-0.595242,-0.99764,GALAXY,-0.161955
-0.563117,-0.628114,STAR,-0.367165
-0.594783,-1.117637,STAR,-0.366847
0.353978,0.632964,STAR,-0.36904
0.456898,0.008765,GALAXY,-0.255011
-2.352501,-1.802366,STAR,-0.3663
1.025864,0.736072,GALAXY,-0.228173
-1.704712,-1.177774,STAR,-0.367121
0.774808,0.406117,QSO,6.956702
0.317779,-0.238649,GALAXY,-0.113244
0.386429,-0.429762,GALAXY,-0.181367
0.836646,0.994624,STAR,-0.368261
0.076668,1.283585,QSO,4.019935
-0.067418,-0.016988,STAR,-0.36833
-0.861245,-0.899431,STAR,-0.367639
0.165834,-0.029594,GALAXY,-0.146965
-0.327165,-0.334891,STAR,-0.368037
0.37071,1.494681,QSO,4.194272
0.446773,0.492113,GALAXY,-0.078246
-0.043297,-0.514643,GALAXY,-0.266838
-1.124717,-1.284571,STAR,-0.368036
-0.120843,-0.048757,GALAXY,-0.2861
0.607481,0.778268,GALAXY,-0.089426
-1.072389,-0.88368,GALAXY,-0.264011
-0.351093,-0.14112,GALAXY,-0.262535
0.207156,0.063056,GALAXY,-0.075934
1.076034,1.225277,STAR,-0.368385
0.138627,0.146746,GALAXY,-0.107631
-1.750603,-1.318093,STAR,-0.367237
0.622911,0.411112,GALAXY,-0.146297
0.79712,0.599452,STAR,-0.368458
1.117947,0.442828,GALAXY,-0.24803
0.120244,0.314009,STAR,-0.368353
-0.702598,0.428766,STAR,-0.36918
0.251106,0.480602,STAR,-0.369061
1.03447,0.255434,GALAXY,-0.064116
-0.237348,-0.670235,GALAXY,-0.166243
-0.895467,-0.765053,STAR,-0.365594
0.731352,0.457836,GALAXY,-0.261606
0.6489,0.766481,GALAXY,-0.242117
0.593631,-0.222716,GALAXY,-0.168566
0.711643,0.086609,GALAXY,-0.267136
0.529092,0.09119,GALAXY,-0.039023
0.803268,0.299394,GALAXY,-0.053893
0.202539,0.960708,QSO,4.642465
0.869724,0.967234,GALAXY,-0.227469
0.941748,0.95938,STAR,-0.36799
1.134317,2.103425,QSO,3.45653
0.338054,0.344385,GALAXY,-0.112521
0.509166,0.84509,STAR,-0.36703
-0.974616,-0.477708,GALAXY,-0.283388
-0.784471,-0.542458,STAR,-0.368366
0.916241,0.537274,GALAXY,-0.061776
-1.18001,-1.669232,GALAXY,-0.290487
-0.215132,-0.740671,GALAXY,-0.197135
-2.036146,-1.809562,STAR,-0.369261
-0.758795,-1.59616,STAR,-0.368089
-0.377817,-0.201608,GALAXY,-0.248037
0.951151,0.914591,STAR,-0.367789
-1.387393,-1.628726,GALAXY,-0.263479
-0.600461,-0.769974,GALAXY,-0.148732
-1.094207,-1.005686,GALAXY,-0.200188
1.098913,0.917237,STAR,-0.366554
0.103187,-0.028977,GALAXY,-0.235756
-1.051017,-0.626265,STAR,-0.364988
-0.103352,-0.198313,GALAXY,-0.169157
-0.26711,-0.227701,GALAXY,-0.259081
1.020065,0.078393,GALAXY,-0.067258
-1.072341,-1.244341,STAR,-0.367499
0.467711,1.485955,QSO,1.06082
0.032657,-0.039075,STAR,-0.366275
0.509311,1.732911,QSO,4.625193
0.665571,0.654051,STAR,-0.367113
0.80334,0.716569,GALAXY,0.09438
-0.093998,0.042203,GALAXY,-0.228266
0.413322,0.345129,GALAXY,-0.126153
1.081784,-0.077582,STAR,-0.368003
0.575067,0.607774,STAR,-0.36762
-1.276987,-2.172583,STAR,-0.368128
0.922256,1.977572,QSO,3.278374
0.948631,0.707524,GALAXY,-0.159105
-1.980973,-1.682167,STAR,-0.367967
0.279036,-0.141747,STAR,-0.368116
0.490602,0.633548,GALAXY,-0.137501
0.68757,0.03794,STAR,-0.367863
1.102071,1.095108,STAR,-0.367761
-0.711132,-0.907849,GALAXY,-0.168848
-1.664185,-1.454544,STAR,-0.36559
-1.855259,-1.298611,STAR,-0.367578
1.106579,1.237138,STAR,-0.366833
0.109058,0.187698,STAR,-0.366959
0.674527,0.126753,GALAXY,-0.014135
0.793371,0.949857,GALAXY,-0.145965
-0.933282,-0.464975,STAR,-0.370043
0.018976,-0.948812,GALAXY,-0.069348
0.739934,0.106198,GALAXY,-0.209997
0.852968,-0.035259,GALAXY,-0.172644
-0.493925,-0.803657,GALAXY,-0.19863
0.325313,0.301818,GALAXY,-0.186201
-1.332534,-0.85545,STAR,-0.367778
0.240294,0.416926,GALAXY,-0.278859
-1.636725,-1.714148,GALAXY,-0.276257
-0.026349,-0.574843,GALAXY,-0.201331
-1.12497,0.628893,STAR,-0.366572
0.864974,0.744703,GALAXY,-0.008339
0.247068,-0.035642,STAR,-0.368041
1.182679,0.270963,GALAXY,-0.042684
-1.341092,-1.663928,STAR,-0.367729
0.475534,0.399091,STAR,-0.368198
1.03224,1.364841,GALAXY,0.015587
0.577321,-0.199716,GALAXY,-0.1764
0.118545,1.109265,QSO,0.297687
0.939169,0.707683,GALAXY,-0.007049
0.998621,0.084133,GALAXY,-0.195711
0.137591,-0.685827,GALAXY,-0.152359
0.69672,0.758137,GALAXY,-0.110938
1.07296,-0.175228,STAR,-0.368065
-1.322022,-1.028909,GALAXY,-0.313539
-0.030435,-0.080431,STAR,-0.36517
-0.621677,-0.970239,STAR,-0.368136
1.026816,0.398623,GALAXY,-0.219006
-0.926724,-0.766903,GALAXY,-0.259284
-0.155764,-0.229636,GALAXY,-0.266276
1.079264,0.69259,GALAXY,0.027026
0.913951,1.053178,STAR,-0.364216
0.013672,1.92986,GALAXY,0.140467
-1.984795,-1.995287,STAR,-0.368271
0.442566,-0.318544,GALAXY,-0.180607
0.762862,-0.076317,GALAXY,-0.175784
0.005149,0.62935,GALAXY,-0.188529
-2.847645,-2.655187,GALAXY,-0.302947
0.198935,1.4754,QSO,4.818211
0.583348,0.487309,GALAXY,-0.202574
-0.472239,-0.906531,GALAXY,-0.162345
0.17954,0.548902,GALAXY,-0.179108
0.712318,0.018086,GALAXY,-0.048926
-1.022725,-0.837551,GALAXY,-0.301677
0.665559,1.693861,QSO,0.944057
-0.188431,0.072016,STAR,-0.366332
0.442071,0.466774,GALAXY,-0.200124
-0.095697,0.154834,STAR,-0.367459
-1.623827,-1.080246,STAR,-0.367211
0.39477,-0.438828,GALAXY,-0.340973
0.334559,-0.1981,GALAXY,-0.143883
0.916711,1.795205,QSO,4.068612
0.354304,0.66165,STAR,-0.370371
-0.690001,0.559945,QSO,0.284896
-0.68489,-0.315823,STAR,-0.369303
0.208651,1.174684,STAR,-0.368128
-2.797619,-2.714272,STAR,-0.367504
0.795493,0.556522,STAR,-0.368187
0.050703,-0.036428,STAR,-0.368724
0.857368,2.168398,QSO,4.71147
-0.491586,-1.028644,STAR,-0.366641
0.334221,0.315433,GALAXY,-0.09908
-2.448513,-2.238576,STAR,-0.36784
0.610314,0.59604,STAR,-0.368815
-1.795385,-2.186124,GALAXY,-0.243168
0.998789,-0.250606,STAR,-0.368223
0.16493,0.217851,GALAXY,-0.060799
0.721551,0.90189,STAR,-0.366147
0.714681,0.18249,GALAXY,-0.214999
-0.572772,-0.502101,STAR,-0.364846
0.064686,-0.707839,GALAXY,-0.109127
-1.700384,-1.714882,GALAXY,-0.2938
1.024767,1.781218,QSO,2.166934
-1.296081,-1.254247,STAR,-0.365426
0.831885,0.65167,STAR,-0.368145
0.796771,1.899377,QSO,2.423438
0.775929,0.370022,STAR,-0.368556
-0.40201,-0.140801,STAR,-0.36785
-1.471328,-1.3319,GALAXY,-0.179503
0.697732,0.630572,GALAXY,-0.195191
1.104807,0.125871,GALAXY,-0.067742
-2.082097,-1.690191,GALAXY,-0.291345
-0.16683,1.013639,QSO,4.089125
0.091459,0.282867,STAR,-0.368098
-0.02882,-0.933475,GALAXY,-0.184587
1.150662,1.12879,STAR,-0.36644
-2.913775,-2.369128,STAR,-0.367284
0.265234,0.242691,STAR,-0.368635
0.381571,1.473838,QSO,3.257698
1.045765,0.191567,GALAXY,-0.066728
0.352628,1.380848,QSO,5.220662
0.612363,0.779373,GALAXY,-0.016983
1.116922,0.568501,GALAXY,-0.238765
-1.194186,-0.931679,STAR,-0.370771
-0.322765,0.717982,QSO,1.196744
1.004732,0.779628,STAR,-0.367577
0.071075,0.438927,STAR,-0.36748
1.071019,0.987811,GALAXY,-0.079553
-0.23167,-0.178522,GALAXY,-0.039316
0.155805,0.085004,GALAXY,0.087596
0.9542,0.71119,GALAXY,0.045494
0.364948,0.229437,STAR,-0.367166
0.470447,1.542552,QSO,4.119598
0.818951,1.626455,QSO,1.539311
-0.022539,-0.339376,STAR,-0.367657
-1.395482,-1.10483,STAR,-0.366597
-0.85441,-0.676092,GALAXY,-0.17295
0.961168,0.791054,GALAXY,-0.181653
-1.139483,-1.513703,STAR,-0.367983
0.924065,0.498522,GALAXY,-0.127638
0.47903,0.278137,GALAXY,-0.30955
0.471737,0.296535,GALAXY,0.039526
1.079674,0.944372,STAR,-0.367646
0.104634,0.224048,GALAXY,-0.202446
0.591895,0.500424,GALAXY,-0.157891
0.452739,0.364718,GALAXY,-0.229715
0.811911,0.60382,GALAXY,-0.102081
0.721226,0.133641,GALAXY,-0.062656
0.954478,1.090378,GALAXY,-0.111632
1.145744,1.474178,GALAXY,0.007231
0.036117,-0.747962,GALAXY,-0.203518
0.451643,0.27701,STAR,-0.367206
-2.844294,-2.697298,STAR,-0.368223
0.748372,0.167132,GALAXY,-0.038582
0.530285,-0.112072,GALAXY,-0.186098
0.695815,-0.317439,GALAXY,-0.217077
0.757727,0.816892,GALAXY,-0.088423
0.046773,0.218308,GALAXY,-0.234306
0.316345,0.484588,STAR,-0.366986
-0.455688,-0.129376,STAR,-0.370715
0.446363,1.435075,STAR,-0.367996
1.074443,0.802565,GALAXY,-0.162107
-2.708309,-2.215342,STAR,-0.367805
-0.091997,-0.132841,GALAXY,-0.143096
0.392263,0.52639,GALAXY,-0.134027
-0.393379,-0.212003,STAR,-0.368055
0.778388,-0.086935,GALAXY,-0.145374
-3.619907,-2.889028,STAR,-0.368076
1.050466,0.165314,GALAXY,-0.156437
-0.303864,-0.321552,STAR,-0.368622
0.580998,-0.184124,GALAXY,-0.119421
-0.959801,-1.257914,QSO,-0.134105
-1.084323,-0.776256,STAR,-0.368539
0.028848,-0.138846,STAR,-0.367978
0.869,1.013012,GALAXY,-0.017244
0.808885,-0.126134,GALAXY,-0.127739
0.652745,0.660906,GALAXY,0.041985
-2.369148,-2.244751,STAR,-0.36756
0.059225,0.235399,STAR,-0.368064
-0.421454,0.502359,STAR,-0.368164
0.798048,0.195457,STAR,-0.368185
-0.490803,-0.374238,GALAXY,-0.287466
-0.398876,-0.547028,GALAXY,-0.314937
0.494074,0.189356,STAR,-0.364798
1.170829,1.345072,STAR,-0.367405
0.86407,0.800822,GALAXY,-0.065085
0.089554,-0.033537,STAR,-0.367604
-1.388659,-1.193983,STAR,-0.366263
0.624598,-0.152918,GALAXY,-0.126288
0.086998,0.423505,STAR,-0.369006
0.610314,0.559732,GALAXY,-0.21937
-1.403004,-0.939714,GALAXY,-0.165902
0.411755,-0.187408,STAR,-0.367868
-0.377118,-0.079655,STAR,-0.369364
0.295358,0.237971,STAR,-0.365936
1.103903,1.474529,GALAXY,0.038572
1.083447,0.078106,GALAXY,-0.094595
0.188448,0.292348,GALAXY,-0.048364
0.614003,0.895555,STAR,-0.369528
0.785548,0.504006,STAR,-0.369097
0.227082,-0.018179,GALAXY,-0.242398
1.10265,0.742099,GALAXY,-0.249417
-1.581878,-1.544462,GALAXY,-0.143598
0.314343,0.319589,GALAXY,-0.296163
0.344986,0.283579,GALAXY,-0.258434
1.044692,1.031081,GALAXY,-0.098907
-0.22897,1.132042,QSO,4.336134
1.1804,0.861118,GALAXY,-0.252232
0.438877,0.328953,GALAXY,-0.267913
1.054999,2.194715,QSO,4.208273
-1.320142,-0.887772,STAR,-0.368797
0.770926,0.624248,GALAXY,-0.166912
0.848785,0.210294,GALAXY,-0.311943
0.710498,-0.00468,GALAXY,-0.147544
0.004993,0.180364,STAR,-0.368387
0.837876,0.814894,STAR,-0.367401
1.001755,0.853912,GALAXY,-0.245007
0.810826,1.029263,STAR,-0.366954
-2.943971,-2.930458,STAR,-0.368129
-0.88633,-1.244363,STAR,-0.368041
1.166381,0.425748,STAR,-0.367716
0.836092,1.225138,GALAXY,-0.220574
0.406101,0.338763,GALAXY,-0.191988
0.587411,0.816276,STAR,-0.365505
-0.126472,-1.039761,GALAXY,-0.162785
0.096967,-0.634162,GALAXY,-0.188569
1.056277,0.732841,GALAXY,-0.151058
0.627226,0.735052,GALAXY,-0.069705
0.127417,-0.01381,STAR,-0.365387
0.631783,0.636811,GALAXY,-0.138918
0.549801,0.375729,GALAXY,-0.083284
0.231458,0.094081,GALAXY,-0.179166
-0.003795,1.30227,QSO,2.880534
0.399291,-0.092197,GALAXY,-0.11429
0.949596,1.142735,STAR,-0.369226
0.33844,0.024325,GALAXY,-0.120755
0.004872,1.160336,QSO,4.098682
0.32653,-0.120012,STAR,-0.367372
-0.249101,0.30169,GALAXY,-0.259424
0.743683,-0.035461,GALAXY,-0.168211
-0.391415,-0.181541,GALAXY,-0.305266
-0.483474,-0.720923,STAR,-0.368281
0.734377,1.775426,STAR,-0.367525
0.77001,0.706376,STAR,-0.367617
-2.043837,-1.493923,STAR,-0.365751
0.635254,0.864912,GALAXY,-0.162887
0.181215,0.527017,STAR,-0.368219
-0.475144,-0.105174,STAR,-0.367359
0.988845,2.085059,QSO,3.178144
1.173469,1.078421,GALAXY,0.019236
1.114704,2.084783,QSO,4.660164
0.271695,1.698464,STAR,-0.368241
0.188134,-0.691142,GALAXY,-0.191155
-0.47148,-0.097883,STAR,-0.367146
-1.271587,-1.049582,STAR,-0.367686
0.125621,0.495365,STAR,-0.36832
0.790695,1.050563,GALAXY,-0.27767
-1.278181,-0.77953,STAR,-0.366629
-1.486998,-0.092314,QSO,2.080562
0.087203,0.392905,STAR,-0.369364
-0.298186,0.006012,STAR,-0.368391
-2.295833,-1.852533,STAR,-0.367635
-1.774157,-1.583607,GALAXY,-0.35821
1.122937,0.939919,STAR,-0.369106
-2.195095,-2.070739,STAR,-0.36782
-0.806072,-0.759611,STAR,-0.367638
0.772047,0.498139,GALAXY,-0.15172
0.458562,0.043786,STAR,-0.367751
1.172902,1.358655,STAR,-0.367561
0.55578,0.584178,STAR,-0.367921
1.11726,0.84915,GALAXY,0.113335
0.415009,1.398513,QSO,5.168372
0.982625,0.678933,GALAXY,0.053952
0.031127,0.168949,GALAXY,-0.313238
0.979322,0.956117,GALAXY,-0.140178
0.394818,-0.253943,GALAXY,-0.229074
-0.915092,-0.741022,STAR,-0.368188
0.687269,-0.288136,STAR,-0.368207
-1.230385,-1.311982,GALAXY,-0.26806
1.062641,0.666401,GALAXY,-0.125505
0.272768,1.447936,QSO,3.090144
-2.234585,-2.588609,GALAXY,-0.301789
0.808246,0.558117,STAR,-0.368312
0.890228,0.043265,GALAXY,-0.078885
-0.219905,-0.944964,GALAXY,-0.148754
0.771095,1.999042,QSO,3.086555
0.000279,-0.125305,GALAXY,-0.293381
0.3615,0.204842,GALAXY,-0.161333
0.048473,-0.743403,GALAXY,-0.16786
-0.094902,-0.183093,STAR,-0.368004
-0.165142,0.136606,STAR,-0.367393
0.839154,0.562581,GALAXY,-0.158102
-0.374105,-0.302102,GALAXY,-0.174633
0.424605,0.800577,STAR,-0.365346
0.659122,0.917301,STAR,-0.366766
-0.671509,-1.342093,GALAXY,-0.244486
1.099962,0.812364,GALAXY,0.035966
-0.193301,-0.078603,STAR,-0.368054
1.069573,0.76528,GALAXY,0.075482
-3.196233,-2.743192,STAR,-0.367357
1.116283,1.239593,STAR,-0.367402
0.850883,0.578832,GALAXY,-0.262458
0.506381,0.056477,STAR,-0.367751
0.799929,0.77256,GALAXY,-0.132173
1.177326,0.660205,STAR,-0.367593
-1.489023,-1.591058,STAR,-0.368027
0.491084,0.816053,STAR,-0.367247
0.764839,0.809665,GALAXY,-0.205751
-0.89695,-1.573521,STAR,-0.368229
0.123957,0.142409,STAR,-0.366424
0.225491,0.464893,STAR,-0.369239
0.254482,0.109184,GALAXY,-0.081543
-1.615293,-2.094473,GALAXY,-0.1975
1.026165,0.639096,GALAXY,-0.189092
-1.672045,-1.554496,GALAXY,-0.294989
-0.594928,-1.228345,STAR,-0.36813
-2.42203,-2.525114,STAR,-0.367923
-3.143724,-2.714495,STAR,-0.366238
1.009916,0.971603,GALAXY,-0.260191
1.052082,0.073504,STAR,-0.367772
0.645368,0.729982,STAR,-0.363995
0.823242,1.922409,QSO,3.124365
0.2205,0.29865,GALAXY,-0.177278
-0.49325,-1.116436,GALAXY,-0.156933
1.012242,0.013059,GALAXY,-0.157869
1.105543,0.197689,GALAXY,-0.079443
0.525813,-0.088222,GALAXY,-0.061059
0.139411,0.120876,GALAXY,-0.092957
0.812116,0.848746,GALAXY,-0.086969
-0.601823,-0.808875,STAR,-0.367784
-0.128967,-0.260948,GALAXY,-0.233082
0.464565,-0.099669,GALAXY,-0.238608
1.16403,1.148984,STAR,-0.370294
0.526355,0.687457,STAR,-0.367359
0.839588,-0.090911,GALAXY,-0.146577
1.037761,0.704324,STAR,-0.365772
0.390744,-0.370412,GALAXY,-0.153029
0.928452,0.141878,GALAXY,-0.08179
0.887323,1.686017,QSO,0.494761
-0.556583,-0.296383,GALAXY,-0.313969
0.706303,0.609559,GALAXY,-0.242987
0.948402,-0.131618,GALAXY,0.004504
-1.343877,-1.324354,GALAXY,-0.248488
-1.756027,-1.720026,STAR,-0.368024
0.122571,0.089851,GALAXY,-0.198825
-0.216096,-0.362781,GALAXY,-0.149011
-0.170892,-1.361405,STAR,-0.367847
0.887443,0.764525,GALAXY,-0.029461
-0.55275,-0.962374,STAR,-0.367866
0.584228,0.7029,GALAXY,-0.304369
-0.526399,-0.624978,STAR,-0.368149
0.404233,0.530121,STAR,-0.365825
0.975669,2.031225,STAR,-0.368198
1.006299,0.269124,GALAXY,-0.121083
-1.096582,-0.805527,STAR,-0.367507
-0.196592,0.170416,STAR,-0.367642
0.73046,-0.242411,GALAXY,-0.061876
0.297504,0.580331,STAR,-0.367481
1.016787,0.944383,GALAXY,-0.116365
-0.555305,-0.427913,STAR,-0.367204
-0.19881,0.179004,GALAXY,0.011458
-0.500434,-0.795632,GALAXY,-0.118768
-1.930309,-1.514585,STAR,-0.367833
0.930923,0.580511,STAR,-0.368042
-3.165735,-2.529535,STAR,-0.367713
0.803087,1.122423,STAR,-0.36833
0.043675,-0.251562,GALAXY,0.031056
0.843927,-0.062543,GALAXY,-0.01364
0.075004,-0.535252,GALAXY,-0.227004
-1.867795,-1.454129,STAR,-0.367435
1.024152,0.858185,STAR,-0.36766
0.154599,-0.547708,STAR,-0.36792
0.983697,0.699807,GALAXY,-0.126554
-0.474855,-0.665367,GALAXY,-0.15821
-1.310077,-1.020024,GALAXY,-0.31092
0.330617,0.604245,STAR,-0.367055
-0.414245,-0.662338,STAR,-0.36849
-1.179829,-1.118604,GALAXY,-0.253277
0.909226,1.038669,STAR,-0.368676
0.546968,-0.262032,GALAXY,-0.159942
0.964676,1.780602,QSO,3.106193
-2.119333,-1.687609,STAR,-0.369097
-0.443513,1.287614,STAR,-0.368054
0.533757,0.018097,STAR,-0.368124
-1.443361,-1.127341,STAR,-0.368813
-1.558866,-1.238007,GALAXY,-0.339894
-0.440922,-0.41552,GALAXY,-0.121087
-0.464705,-1.171418,GALAXY,-0.195896
-0.857122,0.327709,QSO,3.708521
-0.667616,-0.58983,GALAXY,-0.190402
0.420374,-0.397929,GALAXY,-0.147107
0.463191,1.659138,QSO,5.071562
0.613629,0.180099,STAR,-0.367769
-0.464874,-0.656599,GALAXY,-0.282383
0.432994,-0.166735,STAR,-0.367418
0.847001,1.893425,QSO,2.558697
-0.218531,0.180343,STAR,-0.367476
-1.215076,-1.551211,GALAXY,-0.2485
0.889288,1.911206,QSO,1.762101
-1.832512,-1.241036,STAR,-0.368113
0.94739,0.830199,GALAXY,0.080841
0.764164,0.834663,STAR,-0.367871
0.999416,1.221099,STAR,-0.366978
0.408705,0.455476,STAR,-0.36838
0.69555,0.966735,STAR,-0.368183
-0.279249,0.131164,STAR,-0.366959
0.306761,-0.437819,GALAXY,-0.24333
1.065402,0.215279,GALAXY,-0.12136
1.170564,1.48318,GALAXY,-0.36928
0.563736,0.873841,STAR,-0.370139
0.430945,-0.278134,GALAXY,-0.170127
-1.419494,-1.291405,STAR,-0.368238
-0.879676,-0.781453,GALAXY,-0.211293
-0.580354,-0.531446,STAR,-0.367296
0.942194,0.423537,GALAXY,-0.101682
0.048581,-0.138867,GALAXY,-0.252589
-0.583742,-0.270492,GALAXY,-0.277211
-0.162129,1.090665,QSO,3.155144
-0.93151,-0.858086,STAR,-0.367894
0.235026,0.426949,GALAXY,-0.186762
0.922208,0.874861,GALAXY,-0.049583
0.027064,-0.62263,GALAXY,-0.153512
0.865878,-0.022239,GALAXY,-0.086749
0.937071,0.1387,STAR,-0.367799
-1.385886,0.14817,QSO,9.70873
0.7216,1.829642,QSO,0.632031
0.745745,0.290934,STAR,-0.368439
-0.399503,-0.922283,GALAXY,-0.093595
0.626141,0.156949,GALAXY,-0.095809
0.963193,2.09133,QSO,2.568739
0.005451,0.329856,STAR,-0.367905
-0.450746,-0.847574,STAR,-0.368407
-0.456158,-0.017403,GALAXY,-0.172571
-2.850815,-2.32706,GALAXY,-0.298111
0.591027,0.736115,STAR,-0.3679
0.827051,0.676084,GALAXY,-0.191754
-0.903278,-0.453294,STAR,-0.367619
-1.317249,-1.423115,STAR,-0.368106
0.490723,1.537886,QSO,3.479155
-1.188062,-1.251441,GALAXY,1.845381
1.122467,2.106157,QSO,6.190355
0.806426,0.272557,GALAXY,-0.192211
0.808222,0.570138,STAR,-0.367796
-1.197597,-1.659581,GALAXY,-0.270595
-0.143891,-0.395995,GALAXY,-0.284004
0.188231,-0.557487,GALAXY,-0.166244
-1.493242,-1.321293,STAR,-0.368242
0.473774,-0.067039,GALAXY,-0.191641
0.392142,0.634962,STAR,-0.367004
0.695598,0.323107,STAR,-0.367592
0.407078,0.086492,STAR,-0.36709
-1.038914,-0.138197,GALAXY,-0.043116
-0.660371,-0.706989,GALAXY,-0.286256
0.874931,0.951355,GALAXY,-0.091226
0.570474,-0.438924,GALAXY,-0.093096
0.210363,-0.621822,GALAXY,-0.09461
0.506116,0.757468,STAR,-0.36779
-2.677329,-2.247536,STAR,-0.369052
1.059278,0.713614,GALAXY,-0.144489
1.097358,2.226888,QSO,3.450694
-0.323609,-0.52592,GALAXY,-0.146456
0.226937,-0.094833,GALAXY,-0.270888
0.377135,-0.067411,GALAXY,-0.198023
-2.766435,-2.356448,STAR,-0.36775
0.398314,0.378982,GALAXY,-0.088006
-0.995542,0.269911,QSO,4.206579
-0.583115,-0.374876,STAR,-0.367625
-1.732762,-1.475334,STAR,-0.368191
-1.406572,-1.353954,STAR,-0.368769
-0.623111,-0.171848,STAR,-0.369468
0.222923,0.51624,STAR,-0.369763
-0.958102,-0.583729,STAR,-0.366328
0.277385,0.041342,GALAXY,-0.193517
0.003136,0.224303,GALAXY,-0.312261
0.41079,0.509703,GALAXY,-0.153395
-1.07627,-0.879651,GALAXY,-0.368064
0.442734,0.541897,GALAXY,-0.233552
0.116749,-0.418804,GALAXY,-0.093275
0.716115,-0.210791,GALAXY,-0.130738
-1.147668,-0.764979,GALAXY,-0.232492
-2.835603,-2.179874,STAR,-0.366924
0.893808,0.525338,GALAXY,-0.267667
0.261485,-0.200758,GALAXY,-0.307895
-0.925856,-0.585674,GALAXY,-0.193054
0.264137,-0.202054,GALAXY,-0.131973
0.298263,1.210928,STAR,-0.368987
0.499113,0.156365,STAR,-0.367639
0.127923,0.468517,STAR,-0.36664
1.080313,0.026026,STAR,-0.36758
0.10696,-0.01398,STAR,-0.367725
0.542785,0.464935,STAR,-0.368021
0.873352,1.147943,STAR,-0.366512
0.347143,0.103636,STAR,-0.366457
1.087763,0.865827,GALAXY,-0.190637
-2.341242,-1.89322,STAR,-0.36713
0.679566,-0.489336,STAR,-0.367872
1.126493,0.305208,GALAXY,-0.128837
0.303929,0.658738,STAR,-0.367493
-1.600466,-1.237932,STAR,-0.367136
0.08155,0.072143,STAR,-0.368379
-0.375069,-0.071152,STAR,-0.368731
-1.754557,-1.201635,STAR,-0.367422
-1.386561,-1.966324,GALAXY,-0.268374
-0.053314,0.372243,STAR,-0.367485
-3.127065,-2.416829,STAR,-0.366719
0.098522,-0.106184,STAR,-0.368148
0.546534,0.681281,STAR,-0.366949
-0.960356,-1.213518,GALAXY,-0.300851
-0.515924,-0.949131,GALAXY,-0.251001
0.747565,-0.167054,GALAXY,-0.10002
-0.161249,-0.090082,STAR,-0.367337
0.890891,0.694291,GALAXY,-0.169975
-0.176606,-0.15262,STAR,-0.367676
-0.016621,-0.747569,GALAXY,-0.159974
-0.035787,0.08155,STAR,-0.369706
-0.661203,-0.782027,GALAXY,-0.235757
