@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R9,11'

@attribute ra numeric
@attribute dec numeric
@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute run {id1045,id1302,id756,id752,id1350,id1404,id1345,id1140,id1412,id1334,id1239,id1035,id1231,id745,id1336,id1331,id1402,id308,id1356,id1119,id1411,id727,id1332}
@attribute camcol numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
-0.059238,-0.594342,-0.861245,-0.899431,-0.778542,-0.661401,-0.541135,id756,-0.385544,STAR,-0.367639,1.01227
-0.19953,-0.593319,0.165834,-0.029594,-0.222912,-0.358379,-0.452529,id756,-0.385544,GALAXY,-0.146965,-0.682918
0.193424,-0.549331,-0.327165,-0.334891,-0.219673,-0.122861,-0.048591,id752,1.411708,STAR,-0.368037,-0.622068
-0.255379,-0.556541,0.37071,1.494681,1.854108,1.811519,1.820236,id756,0.812624,QSO,4.194272,-0.682256
0.246407,-0.650508,0.446773,0.492113,0.342255,0.257214,0.199904,id1231,1.411708,GALAXY,-0.078246,-0.626698
-0.235214,-0.560459,-0.043297,-0.514643,-0.651375,-0.687425,-0.75268,id756,0.812624,GALAXY,-0.266838,-0.682256
0.494004,-0.582822,-1.124717,-1.284571,-1.113801,-0.969338,-0.834765,id752,0.21354,STAR,-0.368036,2.504405
-3.397474,-0.011257,-0.120843,-0.048757,-0.079269,-0.147549,-0.225895,id1035,-0.385544,GALAXY,-0.2861,-0.70739
1.28728,1.578274,0.607481,0.778268,0.731861,0.575481,0.563614,id1345,1.411708,GALAXY,-0.089426,-0.329726
-0.26663,-0.576313,-1.072389,-0.88368,-0.821712,-0.830874,-0.86364,id756,0.21354,GALAXY,-0.264011,-0.681595
0.489501,-0.609514,-0.351093,-0.14112,0.024293,-0.011045,-0.027441,id1334,-0.984627,GALAXY,-0.262535,-0.631989
0.236418,-0.584797,0.207156,0.063056,-0.140564,-0.253957,-0.356065,id752,0.21354,GALAXY,-0.075934,-0.628682
-1.00288,1.356698,1.076034,1.225277,1.238775,1.307883,1.334514,id1345,-0.385544,STAR,-0.368385,2.678355
-0.150073,-0.594108,0.138627,0.146746,-0.012155,-0.198595,-0.267083,id756,-0.385544,GALAXY,-0.107631,-0.688209
-0.05307,-0.589405,-1.750603,-1.318093,-0.948897,-0.765867,-0.617585,id756,-0.385544,STAR,-0.367237,1.01227
0.223453,2.128307,0.622911,0.411112,0.210485,0.070456,-0.02709,id1350,1.411708,GALAXY,-0.146297,-0.678288
0.521741,2.074877,0.79712,0.599452,0.540518,0.559488,0.587281,id1412,0.21354,STAR,-0.368458,1.079733
-3.034636,-0.078287,1.117947,0.442828,-0.004443,-0.22905,-0.437431,id1035,-0.984627,GALAXY,-0.24803,-0.688209
1.057934,1.763529,0.120244,0.314009,-0.242769,0.471024,0.412912,id1345,0.812624,STAR,-0.368353,-0.585029
1.398005,-0.571942,-0.702598,0.428766,0.7678,0.895559,0.999202,id745,0.21354,STAR,-0.36918,-0.827105
1.183427,-0.619646,0.251106,0.480602,0.53968,0.586277,0.607403,id752,-0.984627,STAR,-0.369061,1.593647
1.390628,-0.559925,1.03447,0.255434,-0.213148,-0.464313,-0.655263,id745,0.812624,GALAXY,-0.064116,-0.82512
1.349234,-0.567115,-0.237348,-0.670235,-0.909314,-1.034495,-1.128136,id752,0.812624,GALAXY,-0.166243,-0.825782
-0.092882,-0.641693,-0.895467,-0.765053,-0.704074,-0.643281,-0.582951,id1231,1.411708,STAR,-0.365594,1.290061
-1.135154,1.175022,0.731352,0.457836,0.338913,0.23395,0.158013,id1331,0.812624,GALAXY,-0.261606,-0.703421
0.228324,-0.631756,0.6489,0.766481,0.90441,0.872252,0.892197,id752,-1.583711,GALAXY,-0.242117,-0.628682
-0.133418,-0.575676,0.593631,-0.222716,-0.557201,-0.666562,-0.770169,id756,0.21354,GALAXY,-0.168566,-0.632651
-0.861626,1.567111,0.711643,0.086609,-0.177539,-0.273651,-0.377241,id1345,0.21354,GALAXY,-0.267136,-0.688209
0.061721,-0.646748,0.529092,0.09119,-0.279688,-0.409688,-0.542188,id1231,1.411708,GALAXY,-0.039023,-0.377347
0.1681,-0.625995,0.803268,0.299394,-0.131967,-0.277581,-0.402053,id756,-1.583711,GALAXY,-0.053893,-0.606856
-0.412846,-0.536737,0.202539,0.960708,0.965376,0.839783,0.75436,id756,1.411708,QSO,4.642465,-0.413063
-0.237772,-0.588616,0.869724,0.967234,0.966515,0.923755,0.843342,id756,-0.385544,GALAXY,-0.227469,-0.682256
-1.131099,1.193271,0.941748,0.95938,1.445455,1.683297,1.896168,id1331,0.812624,STAR,-0.36799,-0.703421
-0.25535,-0.555609,1.134317,2.103425,2.229138,2.202961,2.399546,id756,0.812624,QSO,3.45653,-0.682256
0.052532,-0.723589,0.338054,0.344385,0.299462,0.186632,0.166197,id1140,-1.583711,GALAXY,-0.112521,-0.377347
-0.062298,-0.622076,0.509166,0.84509,0.929418,0.973385,0.996059,id756,-1.583711,STAR,-0.36703,1.290061
-0.522651,-0.573503,-0.974616,-0.477708,-0.288406,-0.261052,-0.272994,id756,0.21354,GALAXY,-0.283388,-0.681595
-0.215138,-0.624751,-0.784471,-0.542458,-0.319082,-0.202217,-0.095615,id756,-1.583711,STAR,-0.368366,-0.682918
1.340578,-0.619251,0.916241,0.537274,0.089947,-0.123318,-0.303399,id752,-0.984627,GALAXY,-0.061776,-0.825782
0.675377,-0.571449,-1.18001,-1.669232,-1.766363,-1.793061,-1.833854,id1404,0.21354,GALAXY,-0.290487,1.762306
-0.345623,1.910924,-0.215132,-0.740671,-0.918607,-0.977154,-1.050172,id1302,0.21354,GALAXY,-0.197135,-0.373379
0.455498,-0.582628,-2.036146,-1.809562,-1.013384,-0.635737,-0.404201,id752,0.21354,STAR,-0.369261,2.504405
-3.096338,-0.063805,-0.758795,-1.59616,-1.685267,-1.603815,-1.507412,id1035,-0.984627,STAR,-0.368089,0.211305
1.332102,1.52498,-0.377817,-0.201608,-0.113664,-0.160833,-0.197179,id1345,1.411708,GALAXY,-0.248037,-0.589659
1.026233,-0.612218,0.951151,0.914591,0.928683,0.956628,0.993534,id752,-0.984627,STAR,-0.367789,1.342312
1.263207,1.60311,-1.387393,-1.628726,-1.6435,-1.643643,-1.669843,id1345,1.411708,GALAXY,-0.263479,-0.329726
0.139479,-0.722176,-0.600461,-0.769974,-0.88585,-0.98824,-1.055155,id1140,-1.583711,GALAXY,-0.148732,-0.379332
0.224181,-0.656999,-1.094207,-1.005686,-1.001276,-1.024868,-1.034029,id1140,0.812624,GALAXY,-0.200188,-0.626698
-0.041776,-0.606638,1.098913,0.917237,0.797478,0.780051,0.790591,id756,-0.984627,STAR,-0.366554,1.01227
-0.672659,-0.568758,0.103187,-0.028977,-0.046286,-0.125015,-0.123964,id1239,0.812624,GALAXY,-0.235756,-0.414386
-0.742243,-0.564565,-1.051017,-0.626265,-0.375914,-0.253447,-0.130158,id1239,0.812624,STAR,-0.364988,-0.622068
-0.036335,-0.626425,-0.103352,-0.198313,-0.355954,-0.460638,-0.531162,id756,-1.583711,GALAXY,-0.169157,-0.84827
-0.176531,-0.578157,-0.26711,-0.227701,-0.08182,-0.090709,-0.099302,id756,0.21354,GALAXY,-0.259081,-0.688209
0.316674,2.105938,1.020065,0.078393,-0.385038,-0.497704,-0.622208,id1412,0.21354,GALAXY,-0.067258,-0.630005
0.190606,-0.584378,-1.072341,-1.244341,-1.107191,-0.934284,-0.819575,id752,0.21354,STAR,-0.367499,0.793344
0.05431,-0.606646,0.467711,1.485955,1.834034,1.826105,1.822384,id756,-0.984627,QSO,1.06082,-0.659768
-0.282479,-0.574664,0.032657,-0.039075,-0.062782,-0.021701,0.005622,id756,0.21354,STAR,-0.366275,0.841627
0.050323,-0.625846,0.509311,1.732911,2.004559,1.96827,1.934799,id756,-1.583711,QSO,4.625193,-0.659768
0.952176,-0.617321,0.665571,0.654051,0.617067,0.689468,0.667543,id752,-0.984627,STAR,-0.367113,1.114788
0.931404,-0.616658,0.80334,0.716569,0.410904,0.209702,0.104661,id752,-0.984627,GALAXY,0.09438,-0.844963
1.310639,1.433322,-0.093998,0.042203,0.059733,0.024553,0.012669,id1345,-1.583711,GALAXY,-0.228266,-0.37404
-0.591038,1.81521,0.413322,0.345129,0.214035,0.082351,0.016573,id1345,0.812624,GALAXY,-0.126153,-0.678288
0.946923,-0.611706,1.081784,-0.077582,-0.37341,-0.392131,-0.375017,id752,-0.984627,STAR,-0.368003,1.114788
0.415228,-0.573334,0.575067,0.607774,0.645379,0.683129,0.746,id745,0.21354,STAR,-0.36762,-0.827766
0.458969,-0.579722,-1.276987,-2.172583,-2.274077,-1.804289,-2.041763,id752,0.21354,STAR,-0.368128,-0.631328
1.518638,-0.567204,0.922256,1.977572,2.001179,1.965738,1.99764,id752,0.812624,QSO,3.278374,-0.839671
0.17478,-0.727298,0.948631,0.707524,0.540123,0.356395,0.326647,id1140,-1.583711,GALAXY,-0.159105,-0.415048
0.903774,-0.568543,-1.980973,-1.682167,-1.423252,-1.246354,-1.109978,id752,0.812624,STAR,-0.367967,-0.844963
-0.701146,1.734918,0.279036,-0.141747,-0.781103,-0.208424,-0.309601,id1345,0.812624,STAR,-0.368116,-0.680934
0.198934,-0.54902,0.490602,0.633548,0.612585,0.506667,0.494713,id752,1.411708,GALAXY,-0.137501,-0.622068
0.127535,-0.611328,0.68757,0.03794,-0.145027,-0.114166,-0.080033,id756,-0.984627,STAR,-0.367863,-0.87671
1.410798,-0.61902,1.102071,1.095108,1.11061,1.051502,1.089421,id752,-0.984627,STAR,-0.367761,-0.827105
0.051897,-0.591271,-0.711132,-0.907849,-0.970628,-1.026635,-1.067619,id756,-0.385544,GALAXY,-0.168848,-0.659768
0.208086,-0.726005,-1.664185,-1.454544,-0.603102,-0.207193,-0.002019,id1140,-1.583711,STAR,-0.36559,-0.415048
-0.118919,-0.607713,-1.855259,-1.298611,-1.000127,-0.84662,-0.693049,id756,-0.984627,STAR,-0.367578,-0.632651
-0.934494,1.48138,1.106579,1.237138,1.252879,1.258595,1.322,id1345,0.21354,STAR,-0.366833,-0.703421
-0.061246,-0.651294,0.109058,0.187698,0.221586,0.256519,0.304544,id1140,0.812624,STAR,-0.366959,-0.427614
0.054372,-0.622292,0.674527,0.126753,-0.345728,-0.488253,-0.618446,id756,-1.583711,GALAXY,-0.014135,-0.659768
0.534363,-0.54115,0.793371,0.949857,0.926085,0.822877,0.806626,id1404,1.411708,GALAXY,-0.145965,-0.649186
1.175671,1.691158,-0.933282,-0.464975,-0.16382,-0.019776,0.09126,id1345,1.411708,STAR,-0.370043,2.307967
0.237259,-0.601992,0.018976,-0.948812,-1.341412,-1.417049,-1.519918,id752,-0.385544,GALAXY,-0.069348,-0.628682
-0.440647,-0.590083,0.739934,0.106198,-0.269943,-0.485193,-0.666758,id756,-0.385544,GALAXY,-0.209997,-0.661091
-0.239792,-0.620443,0.852968,-0.035259,-0.406797,-0.531096,-0.651351,id756,-1.583711,GALAXY,-0.172644,-0.682918
0.429213,2.060518,-0.493925,-0.803657,-0.92469,-0.981963,-1.030326,id1412,-0.984627,GALAXY,-0.19863,-0.630005
1.659536,1.813564,0.325313,0.301818,0.168294,0.067238,-0.01338,id1336,-1.583711,GALAXY,-0.186201,-0.823798
-0.259291,-0.586775,-1.332534,-0.85545,-0.49745,-0.320257,-0.20059,id756,-0.385544,STAR,-0.367778,0.83832
-1.261038,0.983825,0.240294,0.416926,0.58222,0.613119,0.592138,id1350,-0.385544,GALAXY,-0.278859,-0.698792
1.065374,-0.615134,-1.636725,-1.714148,-1.642634,-1.644021,-1.667268,id752,-0.984627,GALAXY,-0.276257,-0.84364
1.688743,1.794276,-0.026349,-0.574843,-0.845194,-0.971861,-1.094362,id1336,-0.984627,GALAXY,-0.201331,-0.818506
-0.604056,1.800633,-1.12497,0.628893,1.472468,1.873897,2.315755,id1345,0.812624,STAR,-0.366572,2.032822
1.131091,1.848627,0.864974,0.744703,0.462379,0.284495,0.189889,id1412,1.411708,GALAXY,-0.008339,-0.393883
-3.424366,-0.010335,0.247068,-0.035642,-0.089381,-0.059295,-0.004435,id1035,-0.385544,STAR,-0.368041,0.1994
0.082126,-0.605964,1.182679,0.270963,-0.269415,-0.405662,-0.563088,id756,-0.984627,GALAXY,-0.042684,-0.668367
-0.276318,-0.603967,-1.341092,-1.663928,-1.596799,-1.49069,-1.394563,id756,-0.984627,STAR,-0.367729,0.83832
1.780632,0.448529,0.475534,0.399091,0.388175,0.40876,0.461817,id1345,-1.583711,STAR,-0.368198,0.637913
1.238932,1.625574,1.03224,1.364841,1.353691,1.239666,1.280167,id1345,1.411708,GALAXY,0.015587,-0.574447
1.453867,-0.555903,0.577321,-0.199716,-0.568999,-0.674492,-0.769542,id745,0.812624,GALAXY,-0.1764,-0.82512
0.190305,-0.627498,0.118545,1.109265,1.025569,0.940073,0.722576,id756,-1.583711,QSO,0.297687,-0.622068
-1.163015,1.202039,0.939169,0.707683,0.367169,0.201965,0.095699,id1350,-0.385544,GALAXY,-0.007049,-0.699453
0.503,2.047406,0.998621,0.084133,-0.264105,-0.383172,-0.493083,id1412,-0.984627,GALAXY,-0.195711,-0.630005
0.545076,-0.585291,0.137591,-0.685827,-1.001822,-1.111767,-1.229314,id752,0.21354,GALAXY,-0.152359,-0.649186
0.264755,1.986668,0.69672,0.758137,0.628064,0.497708,0.455121,id1302,-0.385544,GALAXY,-0.110938,-0.412402
1.227481,1.530715,1.07296,-0.175228,-0.512609,-0.525091,-0.486938,id1345,-1.583711,STAR,-0.368065,1.346281
0.187205,-0.623004,-1.322022,-1.028909,-0.929708,-0.890246,-0.951443,id756,-1.583711,GALAXY,-0.313539,-0.622068
-0.02967,-0.611208,-0.030435,-0.080431,0.38101,0.62308,0.754101,id756,-0.984627,STAR,-0.36517,1.01227
-0.121504,2.101487,-0.621677,-0.970239,-0.851484,-0.722391,-0.599536,id1350,1.411708,STAR,-0.368136,1.030128
0.011016,-0.719116,1.026816,0.398623,0.111462,0.027551,-0.075727,id1140,-1.583711,GALAXY,-0.219006,-0.435551
0.229669,-0.632672,-0.926724,-0.766903,-0.684546,-0.683372,-0.69167,id752,-1.583711,GALAXY,-0.259284,-0.628682
1.228877,1.635902,-0.155764,-0.229636,-0.039111,0.001158,0.074231,id1345,1.411708,GALAXY,-0.266276,-0.574447
-0.195612,-0.541574,1.079264,0.69259,0.175469,-0.060183,-0.209418,id756,1.411708,GALAXY,0.027026,-0.688209
0.508876,-0.607874,0.913951,1.053178,1.163083,1.243341,1.249612,id1334,-0.984627,STAR,-0.364216,1.574466
0.240087,-0.622555,0.013672,1.92986,2.779382,3.217214,4.116275,id756,-1.583711,GALAXY,0.140467,0.801942
-0.050899,2.115814,-1.984795,-1.995287,-1.768661,-1.578793,-1.41257,id1350,1.411708,STAR,-0.368271,1.030128
0.275469,-0.598917,0.442566,-0.318544,-0.635877,-0.738489,-0.870185,id752,-0.385544,GALAXY,-0.180607,-0.661091
-0.081668,-0.644688,0.762862,-0.076317,-0.431193,-0.560338,-0.681688,id1231,1.411708,GALAXY,-0.175784,-0.37404
1.167737,1.674968,0.005149,0.62935,1.319334,0.972849,1.179699,id1345,0.812624,GALAXY,-0.188529,2.307967
0.228812,-0.724376,-2.847645,-2.655187,-2.505859,-2.441579,-2.400482,id1140,-1.583711,GALAXY,-0.302947,-0.626698
-0.222012,-0.555761,0.198935,1.4754,1.712564,1.714421,1.582291,id756,0.812624,QSO,4.818211,-0.682918
0.466064,-0.585253,0.583348,0.487309,0.508261,0.381188,0.352537,id752,0.21354,GALAXY,-0.202574,-0.631328
0.229136,-0.599209,-0.472239,-0.906531,-1.14087,-1.255735,-1.396385,id752,-0.385544,GALAXY,-0.162345,-0.628682
1.214065,1.538968,0.17954,0.548902,0.770926,0.719027,0.761014,id1345,-1.583711,GALAXY,-0.179108,-0.372056
0.176259,-0.65233,0.712318,0.018086,-0.495313,-0.632607,-0.76583,id1231,1.411708,GALAXY,-0.048926,-0.379332
-0.069787,-0.58906,-1.022725,-0.837551,-0.776084,-0.756283,-0.809418,id756,-0.385544,GALAXY,-0.301677,-0.877372
0.217269,-0.648346,0.665559,1.693861,2.031506,1.895227,1.793694,id1231,1.411708,QSO,0.944057,-0.626698
0.154671,-0.623429,-0.188431,0.072016,0.176843,0.240861,0.309158,id756,-1.583711,STAR,-0.366332,1.310565
-0.356963,-0.588652,0.442071,0.466774,0.448877,0.346786,0.276772,id756,-0.385544,GALAXY,-0.200124,-0.650509
1.475928,-0.556451,-0.095697,0.154834,0.208131,0.234284,0.27658,id745,0.812624,STAR,-0.367459,-0.622068
0.205241,-0.631076,-1.623827,-1.080246,-0.723545,-0.525311,-0.383477,id752,-1.583711,STAR,-0.367211,0.793344
-0.47177,1.879699,0.39477,-0.438828,-0.146204,-0.012144,0.110237,id1345,0.812624,GALAXY,-0.340973,-0.377347
-0.915487,-0.552701,0.334559,-0.1981,-0.482225,-0.63295,-0.745908,id1239,1.411708,GALAXY,-0.143883,-0.680272
1.192326,1.561314,0.916711,1.795205,2.071334,1.911747,1.979223,id1345,-1.583711,QSO,4.068612,-0.329726
-0.184426,2.094695,0.354304,0.66165,0.810302,0.872604,0.912603,id1350,1.411708,STAR,-0.370371,1.27088
0.980172,-0.618363,-0.690001,0.559945,0.621963,0.649219,0.573537,id752,-0.984627,QSO,0.284896,-0.845624
1.774664,0.462031,-0.68489,-0.315823,0.031242,0.210907,0.34457,id1345,-1.583711,STAR,-0.369303,0.626669
0.470347,-0.572859,0.208651,1.174684,1.424826,0.868639,0.432365,id745,0.21354,STAR,-0.368128,1.758999
-0.043061,-0.608876,-2.797619,-2.714272,-2.444366,-2.242381,-2.069935,id756,-0.984627,STAR,-0.367504,1.01227
0.530414,2.076282,0.795493,0.556522,0.507347,0.539012,0.60696,id1412,0.21354,STAR,-0.368187,1.079733
0.296289,-0.630559,0.050703,-0.036428,-0.007842,0.041328,0.104811,id752,-1.583711,STAR,-0.368724,1.075765
-0.075731,-0.6457,0.857368,2.168398,2.393204,2.256346,2.138661,id1231,1.411708,QSO,4.71147,-0.37404
-0.070084,-0.590929,-0.491586,-1.028644,-1.103095,-1.076415,-0.995942,id756,-0.385544,STAR,-0.366641,1.290061
0.315346,2.07238,0.334221,0.315433,0.274153,0.18024,0.147346,id1412,-0.984627,GALAXY,-0.09908,-0.678288
0.489205,-0.603943,-2.448513,-2.238576,-1.887795,-1.677368,-1.499846,id1334,-0.984627,STAR,-0.36784,1.131985
0.630064,2.050507,0.610314,0.59604,1.175389,1.426688,1.588686,id1412,0.21354,STAR,-0.368815,1.108174
-0.167337,-0.591597,-1.795385,-2.186124,-2.217141,-2.212981,-2.206092,id756,-0.385544,GALAXY,-0.243168,-0.632651
-0.102149,1.979845,0.998789,-0.250606,-0.533935,-0.514699,-0.467192,id1302,0.21354,STAR,-0.368223,1.323793
-0.302767,-0.543721,0.16493,0.217851,-0.012305,-0.135293,-0.236278,id756,1.411708,GALAXY,-0.060799,-0.681595
0.42538,-0.573893,0.721551,0.90189,1.193872,1.329862,1.411475,id745,0.21354,STAR,-0.366147,-0.827766
-0.334497,-0.542497,0.714681,0.18249,-0.104455,-0.284175,-0.424541,id756,1.411708,GALAXY,-0.214999,-0.679611
-0.260663,-0.606752,-0.572772,-0.502101,0.052248,0.36655,0.564969,id756,-0.984627,STAR,-0.364846,0.83832
0.313272,1.98595,0.064686,-0.707839,-1.052534,-1.136833,-1.23739,id1302,-0.385544,GALAXY,-0.109127,-0.413063
1.148361,-0.568228,-1.700384,-1.714882,-1.744481,-1.731782,-1.789355,id752,0.812624,GALAXY,-0.2938,-0.838349
0.369764,-0.657555,1.024767,1.781218,1.982574,2.244943,2.142582,id1140,0.812624,QSO,2.166934,1.521554
-0.257099,-0.609908,-1.296081,-1.254247,-1.14699,-1.040403,-0.947004,id756,-0.984627,STAR,-0.365426,0.841627
0.55192,2.067196,0.831885,0.65167,0.61427,0.631696,0.656592,id1412,0.21354,STAR,-0.368145,1.079733
-1.200613,1.121536,0.796771,1.899377,1.94896,2.13078,2.162537,id1350,-0.385544,QSO,2.423438,-0.69813
0.945295,-0.568415,0.775929,0.370022,0.274567,0.278358,0.316181,id752,0.812624,STAR,-0.368556,1.132646
-0.258493,-0.571604,-0.40201,-0.140801,0.030498,0.128922,0.205605,id756,0.21354,STAR,-0.36785,0.841627
1.072121,1.771257,-1.471328,-1.3319,-1.235035,-1.232058,-1.184832,id1345,1.411708,GALAXY,-0.179503,-0.585029
-0.295857,-0.556773,0.697732,0.630572,0.534897,0.422036,0.359225,id756,0.812624,GALAXY,-0.195191,-0.681595
-0.765998,1.655228,1.104807,0.125871,-0.332481,-0.473869,-0.616147,id1345,0.21354,GALAXY,-0.067742,-0.682918
1.702502,1.702706,-2.082097,-1.690191,-1.419702,-1.33582,-1.285024,id1336,-1.583711,GALAXY,-0.291345,-0.762287
-0.866961,1.553501,-0.16683,1.013639,1.416013,1.393358,1.507211,id1345,0.21354,QSO,4.089125,2.710764
-0.649376,-0.565883,0.091459,0.282867,-0.270329,0.308567,0.230593,id1239,0.812624,STAR,-0.368098,-0.414386
-0.426057,-0.537643,-0.02882,-0.933475,-1.202391,-1.291025,-1.364827,id756,1.411708,GALAXY,-0.184587,-0.62273
0.242299,-0.549429,1.150662,1.12879,1.528199,1.713515,1.829699,id752,1.411708,STAR,-0.36644,-0.628682
0.977611,-0.61568,-2.913775,-2.369128,-1.947207,-1.724168,-1.511951,id752,-0.984627,STAR,-0.367284,1.132646
0.168375,-0.599593,0.265234,0.242691,0.209845,0.26517,0.295908,id752,-0.385544,STAR,-0.368635,1.310565
-0.279756,-0.576181,0.381571,1.473838,1.704316,1.782286,1.910355,id756,0.21354,QSO,3.257698,-0.681595
-3.010386,-0.081115,1.045765,0.191567,-0.307181,-0.496983,-0.653541,id1035,-0.984627,GALAXY,-0.066728,-0.688209
-0.233328,-0.611309,0.352628,1.380848,1.794734,1.720004,1.563698,id756,-0.984627,QSO,5.220662,1.73585
0.64291,2.05322,0.612363,0.779373,0.517789,0.344465,0.277776,id1412,0.21354,GALAXY,-0.016983,-0.629344
1.388437,1.445461,1.116922,0.568501,0.21863,0.093367,-0.010203,id1345,1.411708,GALAXY,-0.238765,-0.37404
0.627908,2.080638,-1.194186,-0.931679,-0.728216,-0.616255,-0.516766,id1350,1.411708,STAR,-0.370771,1.108174
-0.483274,-0.574572,-0.322765,0.717982,1.254922,1.160354,1.136019,id756,0.21354,QSO,1.196744,-0.682256
-0.234358,-0.591409,1.004732,0.779628,0.684802,0.67497,0.714801,id756,-0.385544,STAR,-0.367577,-0.682256
-0.298819,-0.62338,0.071075,0.438927,0.647724,0.741859,0.805656,id756,-1.583711,STAR,-0.36748,0.83832
-0.445314,-0.554341,1.071019,0.987811,0.753244,0.594551,0.490274,id756,0.812624,GALAXY,-0.079553,-0.699453
-1.047913,1.28395,-0.23167,-0.178522,-1.083746,-1.271789,-1.311165,id1331,-0.385544,GALAXY,-0.039316,-0.709374
0.742968,2.043046,0.155805,0.085004,-0.142513,-0.232443,-0.282273,id1350,1.411708,GALAXY,0.087596,-0.632651
0.247989,-0.628941,0.9542,0.71119,0.372809,0.216947,0.094311,id752,-1.583711,GALAXY,0.045494,-0.628682
-0.259478,-0.578073,0.364948,0.229437,0.182775,0.214362,0.250372,id756,0.21354,STAR,-0.367166,0.83832
-0.215587,-0.626039,0.470447,1.542552,1.812793,1.683438,1.789948,id756,-1.583711,QSO,4.119598,-0.682918
0.123022,1.987955,0.818951,1.626455,1.907937,2.130402,2.013431,id1302,-0.385544,QSO,1.539311,-0.413063
-0.712713,-0.569445,-0.022539,-0.339376,-0.353731,-0.292316,-0.21292,id1239,0.812624,STAR,-0.367657,2.518956
-0.025389,-0.591409,-1.395482,-1.10483,-0.515246,-0.229955,-0.021639,id756,-0.385544,STAR,-0.366597,-0.84827
1.697661,1.765974,-0.85441,-0.676092,-0.580815,-0.628326,-0.631663,id1336,-0.984627,GALAXY,-0.17295,-0.818506
-1.178214,1.167316,0.961168,0.791054,0.586193,0.445976,0.400096,id1350,-0.385544,GALAXY,-0.181653,-0.699453
0.569311,2.030742,-1.139483,-1.513703,-1.438439,-1.301646,-1.164626,id1412,-0.984627,STAR,-0.367983,1.079733
1.466483,-0.568159,0.924065,0.498522,0.213394,0.047412,-0.046777,id752,0.812624,GALAXY,-0.127638,-0.82512
-1.128774,1.292453,0.47903,0.278137,0.249089,0.242241,0.598784,id1350,0.21354,GALAXY,-0.30955,-0.698792
-0.73764,-0.568377,0.471737,0.296535,-0.039431,-0.179534,-0.283067,id1239,0.812624,GALAXY,0.039526,-0.622068
-0.997009,1.539647,1.079674,0.944372,0.827156,0.827396,0.862269,id1350,0.812624,STAR,-0.367646,0.540025
-0.33392,-0.589317,0.104634,0.224048,0.204986,0.113984,0.085993,id756,-0.385544,GALAXY,-0.202446,-0.679611
-1.130763,1.185787,0.591895,0.500424,0.342839,0.184988,0.113355,id1331,0.812624,GALAXY,-0.157891,-0.703421
1.277653,-0.568041,0.452739,0.364718,0.228789,0.113316,0.082014,id752,0.812624,GALAXY,-0.229715,-0.826443
1.118257,-0.567904,0.811911,0.60382,0.308199,0.12486,-0.01185,id752,0.812624,GALAXY,-0.102081,-0.827766
-0.380026,-0.591996,0.721226,0.133641,-0.240171,-0.397037,-0.519174,id756,-0.385544,GALAXY,-0.062656,-0.661091
-0.403547,-0.55483,0.954478,1.090378,0.927968,0.742958,0.648508,id756,0.812624,GALAXY,-0.111632,-0.661091
-0.106926,-0.591726,1.145744,1.474178,1.407981,1.187354,1.237591,id756,-0.385544,GALAXY,0.007231,-0.878694
-0.442383,-0.58796,0.036117,-0.747962,-1.165369,-1.281776,-1.306927,id756,-0.385544,GALAXY,-0.203518,-0.699453
-0.720963,-0.568484,0.451643,0.27701,0.281714,0.337167,0.394713,id1239,0.812624,STAR,-0.367206,2.518956
0.271077,-0.547258,-2.844294,-2.697298,-2.370436,-2.152747,-1.966048,id752,1.411708,STAR,-0.368223,1.075765
0.046597,-0.718651,0.748372,0.167132,-0.252769,-0.387471,-0.527199,id1140,-1.583711,GALAXY,-0.038582,-0.585029
1.199015,-0.615153,0.530285,-0.112072,-0.265103,-0.302084,-0.449762,id752,-0.984627,GALAXY,-0.186098,-0.629344
1.355391,-0.619221,0.695815,-0.317439,-0.790565,-0.956238,-1.124056,id752,-0.984627,GALAXY,-0.217077,-0.825782
0.49808,-0.591849,0.757727,0.816892,0.581137,0.435382,0.334338,id1334,-0.385544,GALAXY,-0.088423,-0.631989
0.060571,-0.607759,0.046773,0.218308,0.289048,0.279941,0.263405,id756,-0.984627,GALAXY,-0.234306,-0.659768
-0.042464,-0.60775,0.316345,0.484588,0.463179,0.479649,0.51027,id756,-0.984627,STAR,-0.366986,1.01227
1.78025,0.45779,-0.455688,-0.129376,0.089712,0.205913,0.296894,id1345,-1.583711,STAR,-0.370715,0.637913
-0.134471,-0.577013,0.446363,1.435075,2.044942,2.345645,2.648167,id756,0.21354,STAR,-0.367996,1.751062
0.425152,-0.571222,1.074443,0.802565,0.58206,0.386789,0.284764,id745,0.21354,GALAXY,-0.162107,-0.827766
-1.10068,-0.55052,-2.708309,-2.215342,-1.680107,-1.398955,-1.174658,id308,0.812624,STAR,-0.367805,0.579048
-0.913607,1.502084,-0.091997,-0.132841,-0.281618,-0.366415,-0.408272,id1345,0.21354,GALAXY,-0.143096,-0.703421
1.516258,-0.567924,0.392263,0.52639,0.411243,0.285031,0.201651,id752,0.812624,GALAXY,-0.134027,-0.839671
