@relation 'online_shoppers_intention-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.NumericToNominal-R12,13,14,15-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0'

@attribute Administrative numeric
@attribute Administrative_Duration numeric
@attribute Informational numeric
@attribute Informational_Duration numeric
@attribute ProductRelated numeric
@attribute ProductRelated_Duration numeric
@attribute BounceRates numeric
@attribute ExitRates numeric
@attribute PageValues numeric
@attribute SpecialDay numeric
@attribute Month {Feb,Mar,May,Oct,June,Jul,Aug,Nov,Sep,Dec}
@attribute OperatingSystems {1,2,3,4,5,6,7,8}
@attribute Browser {1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Region {1,2,3,4,5,6,7,8,9}
@attribute TrafficType {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}
@attribute VisitorType {Returning_Visitor,New_Visitor,Other}
@attribute Weekend {FALSE,TRUE}

@data
0,0,0,0,75,2532.960656,0.004267,0.030749,0,0,Aug,1,6,1,1,Returning_Visitor,FALSE
0,0,0,0,3,28,0,0.066667,0,0,May,4,1,1,3,Returning_Visitor,FALSE
4,41,0,0,50,2428.35,0.020513,0.041868,9.442927,0,Nov,2,5,3,3,Returning_Visitor,TRUE
0,0,0,0,13,436.6,0.002564,0.082692,0,0.6,May,1,6,1,4,Returning_Visitor,FALSE
0,0,0,0,15,1233.25,0.02,0.042222,0,0.8,May,1,1,1,1,Returning_Visitor,FALSE
0,0,0,0,8,427.75,0,0.0125,0,0,Dec,4,2,1,2,New_Visitor,FALSE
0,0,0,0,9,153.2,0.02,0.06,27.889246,0,Aug,2,2,7,13,Returning_Visitor,FALSE
0,0,0,0,8,142,0,0.05,0,0,Mar,2,7,2,3,Returning_Visitor,FALSE
0,0,1,0,10,1584.25,0.02,0.05,0,0,Dec,2,2,1,8,Returning_Visitor,FALSE
5,52.466667,1,34.8,6,106.3,0,0.02,0,0,Oct,2,2,3,2,New_Visitor,TRUE
0,0,0,0,9,258.291667,0,0.022222,0,0,Nov,2,5,3,2,Returning_Visitor,FALSE
0,0,0,0,19,422.833333,0.010526,0.045614,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE
2,11,1,0,35,1557.166667,0.005556,0.024074,0,0,May,2,4,3,3,Returning_Visitor,FALSE
0,0,0,0,4,36,0.1,0.15,0,0.6,May,2,5,1,3,Returning_Visitor,FALSE
4,985.5,4,308,6,328,0,0.015385,0,0,Mar,2,2,3,2,New_Visitor,FALSE
0,0,0,0,12,1287,0,0.016667,0,0.4,May,4,2,2,13,Returning_Visitor,FALSE
0,0,0,0,5,626,0,0.04,0,0,May,1,1,1,4,Returning_Visitor,FALSE
6,416,2,121,94,2881.684524,0.006122,0.02534,0,0,Nov,3,2,2,13,Returning_Visitor,FALSE
0,0,0,0,14,628,0.014286,0.042857,0,0,May,2,2,4,3,Returning_Visitor,FALSE
2,84,0,0,25,506.766667,0.017391,0.038406,0,0,May,3,2,4,3,Returning_Visitor,FALSE
2,18,0,0,49,1550.916667,0.016,0.041333,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE
4,92,0,0,19,473,0,0.004545,0,0,May,3,2,3,1,Returning_Visitor,FALSE
3,56,0,0,19,2117.654762,0,0.014444,6.708901,0,Dec,2,2,3,2,Returning_Visitor,FALSE
3,50.373333,4,63.1,91,3827.498846,0.057801,0.0724,0,0,Sep,3,2,6,13,Returning_Visitor,FALSE
4,60.2,0,0,13,409.837121,0,0.005882,20.101267,0,Oct,1,1,4,2,New_Visitor,FALSE
3,48.35,2,358.6,35,676.266667,0.005128,0.013675,0,0,Oct,2,2,2,2,New_Visitor,FALSE
2,40,2,162,17,481.666667,0.024561,0.036842,32.645211,0,Mar,2,7,3,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE
0,0,0,0,15,593.75,0,0.014286,92.939499,0,Nov,1,8,3,11,Returning_Visitor,TRUE
0,0,0,0,8,102.75,0,0.066667,0,0,Dec,2,2,9,6,Returning_Visitor,FALSE
0,0,0,0,5,94.5,0,0.04,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
1,12.5,0,0,3,55.5,0,0.08,0,0,Nov,1,1,1,8,Returning_Visitor,TRUE
0,0,0,0,15,789.666667,0,0.014286,14.554286,0,May,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,15,455.5,0,0.014286,0,0,May,2,10,3,2,New_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.4,May,1,1,1,3,Returning_Visitor,FALSE
6,137.916667,0,0,92,3163.14329,0.001075,0.009515,32.222462,0,Nov,2,2,1,1,Returning_Visitor,FALSE
11,344.1,2,477.6,57,1475.608427,0.016418,0.030869,10.45977,0,Oct,1,1,3,1,Returning_Visitor,FALSE
13,245.4,0,0,61,3773.3,0.005714,0.025022,22.372762,0,Oct,2,2,9,3,Returning_Visitor,FALSE
3,19.333333,0,0,28,710.908333,0.006452,0.012903,0,0,May,2,2,8,3,New_Visitor,FALSE
0,0,0,0,12,375,0.016667,0.058333,0,0,Feb,3,2,4,1,Returning_Visitor,FALSE
0,0,0,0,3,53,0.066667,0.088889,0,0,Nov,1,1,3,2,Returning_Visitor,TRUE
1,33,0,0,57,2816.55307,0,0.005859,0,0,May,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,3,71,0.1,0.1,0,0,May,3,2,6,13,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,9,Returning_Visitor,TRUE
0,0,0,0,22,266.166667,0.009091,0.018182,0,0,Nov,2,4,1,2,Returning_Visitor,FALSE
1,54.4,0,0,6,270.9,0,0.014286,0,0,Oct,1,1,7,3,New_Visitor,FALSE
5,446.25,0,0,18,815.25,0,0.0025,0,0,Dec,8,13,9,20,Other,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,3,2,2,11,Returning_Visitor,TRUE
0,0,2,11.4,43,763.661429,0.004545,0.021212,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Jul,3,2,9,13,Returning_Visitor,FALSE
0,0,0,0,10,214.25,0,0.025,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE
7,159.333333,0,0,24,520.666667,0,0.006667,0,0,Mar,2,10,4,3,New_Visitor,TRUE
0,0,0,0,8,833.75,0.0125,0.0375,0,0,Dec,2,5,1,3,Returning_Visitor,FALSE
0,0,1,14,104,7181.877778,0.008844,0.023738,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,26,470.816667,0.005128,0.042308,0,0,Nov,3,2,4,11,Returning_Visitor,TRUE
7,155.9,0,0,25,1400.958333,0,0.029012,14.119098,0,Dec,2,4,7,1,Returning_Visitor,FALSE
0,0,0,0,22,246.645833,0.009091,0.047727,0,0,Nov,3,2,7,10,Returning_Visitor,TRUE
0,0,1,0,0,0,0.2,0.2,0,0,Nov,1,1,1,15,Returning_Visitor,FALSE
0,0,2,71,16,244,0,0.023529,0,0,May,2,2,1,4,Returning_Visitor,FALSE
0,0,0,0,11,192.45,0.036364,0.040909,27.315105,0,Oct,3,2,1,1,Returning_Visitor,TRUE
0,0,0,0,15,327.5,0,0.013333,0,0,May,2,2,4,2,Returning_Visitor,FALSE
6,53.380952,0,0,5,54.380952,0,0.003571,0,0,Mar,2,2,6,2,New_Visitor,TRUE
0,0,0,0,26,694.3,0.023077,0.03641,0,0,Mar,3,2,2,3,Returning_Visitor,TRUE
1,35,1,49.5,11,1464,0,0.020513,32.946,0.2,May,2,2,4,4,Returning_Visitor,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,May,2,2,1,3,Returning_Visitor,FALSE
1,17,0,0,15,247,0,0.014286,0,0,Nov,4,1,1,3,New_Visitor,FALSE
0,0,0,0,8,541.5,0.05,0.083333,0,0,May,2,2,4,1,Returning_Visitor,FALSE
0,0,1,25,43,2053.933333,0.012879,0.039015,0,0,May,2,5,6,3,Returning_Visitor,TRUE
2,28.666667,0,0,12,224.166667,0,0.023333,44.734667,0,Mar,3,2,6,2,Returning_Visitor,FALSE
1,8,0,0,27,787.535714,0,0.005143,0,0,Nov,3,2,1,20,Returning_Visitor,FALSE
9,344,0,0,22,1860.25,0,0.013095,12.944387,0,Dec,2,2,7,1,Returning_Visitor,FALSE
0,0,0,0,7,49.866667,0.085714,0.092857,0,0,Sep,1,1,9,3,Returning_Visitor,FALSE
5,66.5,0,0,29,1141.175,0.010417,0.025903,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE
0,0,0,0,5,226,0.086667,0.133333,0,0,May,1,1,1,1,Returning_Visitor,FALSE
0,0,0,0,9,303.666667,0.005556,0.046296,0,0,Feb,2,4,5,2,Returning_Visitor,FALSE
0,0,0,0,15,450.2,0,0.021905,0,0,May,2,2,7,2,Returning_Visitor,FALSE
1,65,0,0,13,531,0.033333,0.05,0,0,May,2,6,3,3,Returning_Visitor,FALSE
4,1172,0,0,19,1542.791667,0.009524,0.042857,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE
2,141,0,0,10,606.666667,0.008333,0.026389,36.672294,0,Aug,2,5,7,4,Returning_Visitor,FALSE
0,0,0,0,6,1183.2,0.033333,0.066667,0,0,Oct,2,6,2,1,Returning_Visitor,FALSE
10,312,0,0,18,782.5,0,0.002105,0,0,May,3,2,1,18,Returning_Visitor,TRUE
1,255,0,0,35,1178,0.035294,0.064706,0,1,May,3,2,3,4,Returning_Visitor,TRUE
0,0,0,0,13,350.833333,0,0.030769,0,0.6,May,3,2,9,13,Returning_Visitor,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE
0,0,0,0,3,135,0,0.066667,0,0,Feb,2,4,3,3,Returning_Visitor,FALSE
0,0,0,0,20,2403.25,0.01,0.03,0,0,Dec,2,2,3,2,New_Visitor,FALSE
0,0,0,0,3,75,0.066667,0.133333,0,0,Dec,3,2,1,20,Returning_Visitor,FALSE
7,280,0,0,21,612.75,0,0.008696,43.810435,0,May,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,14,862.791667,0.014286,0.02,0,0,Nov,1,1,1,10,Returning_Visitor,FALSE
7,350.6,9,406.916667,68,2435.74375,0.002564,0.015559,0,0,Dec,1,1,1,2,Returning_Visitor,FALSE
10,363.333333,0,0,59,2012.900794,0.001538,0.011431,54.657149,0,May,1,5,1,4,Returning_Visitor,FALSE
1,10,0,0,12,220.266667,0,0.02,60.622383,0,Nov,1,1,1,8,New_Visitor,TRUE
5,113.7,0,0,6,181.266667,0.018182,0.018182,0,0,Nov,1,1,8,3,Returning_Visitor,FALSE
2,58,0,0,7,101.8,0,0.011111,0,0,Mar,3,2,8,2,New_Visitor,FALSE
5,112.333333,0,0,55,2831.561111,0,0.028577,8.903558,0,May,2,2,3,1,Returning_Visitor,FALSE
0,0,0,0,40,952.966667,0.001667,0.016667,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE
2,32,2,1150,58,5072.395938,0.007667,0.038803,2.48339,0.2,May,2,2,3,6,Returning_Visitor,FALSE
0,0,0,0,10,443.5,0,0.027778,38.209407,0,May,2,5,3,4,Returning_Visitor,TRUE
1,139,3,871.4,137,7672.152381,0.001773,0.011631,37.720319,0,Oct,2,2,4,2,Returning_Visitor,FALSE
0,0,0,0,2,5,0,0.1,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE
1,29.2,0,0,7,75.6,0,0.025,0,0,Aug,1,1,4,2,New_Visitor,TRUE
0,0,0,0,7,123.5,0,0.057143,0,0,May,1,1,1,3,Returning_Visitor,FALSE
0,0,0,0,9,120,0.022222,0.066667,0,0,May,1,1,1,4,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,1,13,9,20,Returning_Visitor,FALSE
9,189.109848,3,39,73,3059.013889,0.012346,0.024897,16.742099,0,Nov,2,2,3,2,Returning_Visitor,TRUE
9,292.3,0,0,117,1953.537512,0.002893,0.007295,2.767055,0,Aug,1,1,1,4,Returning_Visitor,TRUE
3,90.511111,0,0,24,669.916667,0,0.002778,0,0,May,2,2,4,3,New_Visitor,FALSE
9,132.05,4,137,56,1775.89,0,0.025521,4.365181,0,June,4,2,1,1,Returning_Visitor,FALSE
0,0,0,0,38,1787.395833,0.004825,0.031871,0,0,Nov,2,2,4,2,New_Visitor,FALSE
0,0,0,0,27,263.266667,0,0.038519,0,0,June,2,2,1,3,Returning_Visitor,FALSE
0,0,0,0,2,11.5,0,0.1,0,0,Dec,3,2,1,2,Returning_Visitor,TRUE
0,0,0,0,1,0,0.2,0.2,0,0.6,May,3,2,3,13,Returning_Visitor,FALSE
0,0,0,0,22,848.840714,0,0.009524,0,0,June,2,4,3,2,Returning_Visitor,FALSE
5,114.666667,0,0,14,222.666667,0.08,0.097778,0,0.8,May,3,2,3,13,Returning_Visitor,FALSE
1,54.9,0,0,4,111.133333,0,0,0,0,Aug,3,2,3,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Feb,2,2,4,3,Returning_Visitor,FALSE
0,0,0,0,28,2076.966667,0.003846,0.017949,0,0,Dec,2,2,8,2,Returning_Visitor,FALSE
0,0,0,0,15,1269.5,0.014286,0.061905,0,0.6,May,2,4,9,3,Returning_Visitor,FALSE
0,0,0,0,13,1001.3,0,0.057143,0,0,June,2,2,9,1,Returning_Visitor,FALSE
1,4,0,0,26,242.109524,0,0.004274,0,0,June,4,1,2,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,3,3,3,Returning_Visitor,FALSE
4,92.25,1,0,47,1506.220833,0,0.025596,8.011553,0.4,May,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,11,321.958333,0,0.022222,0,0,May,3,2,6,5,Returning_Visitor,FALSE
3,14.5,5,1007.5,26,672.875,0,0.032353,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE
5,626,1,66,77,2660.15,0,0.008228,41.92519,0,May,1,1,3,2,Returning_Visitor,FALSE
0,0,0,0,10,570.5,0,0.02,0,0.6,May,2,4,1,3,Returning_Visitor,FALSE
0,0,0,0,4,121.75,0,0.05,0,0,Dec,1,8,9,2,Returning_Visitor,FALSE
3,180,0,0,12,1436.5,0,0.013333,27.759049,0,Mar,2,2,2,2,Returning_Visitor,TRUE
0,0,0,0,4,117,0.15,0.175,0,0.6,May,3,2,3,3,Returning_Visitor,FALSE
2,131.5,0,0,26,1960.475,0.007407,0.024074,33.692332,0,Nov,1,1,1,2,Returning_Visitor,FALSE
5,417.5,3,151.25,45,1739.25,0.014667,0.0178,0,0,Dec,3,2,1,1,Returning_Visitor,FALSE
1,54,1,237,16,744.5,0.013333,0.033778,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE
9,559.166667,0,0,126,4558.372222,0,0.006202,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,18,4293.4,0.041176,0.064706,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE
0,0,0,0,14,115.666667,0.057143,0.07619,0,0,May,3,2,1,13,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,5,1,1,Returning_Visitor,FALSE
12,1098.5,1,0,115,6367.506345,0.016,0.03093,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE
0,0,0,0,54,4749.25,0.004938,0.029938,8.285119,0,Oct,2,2,8,1,Returning_Visitor,TRUE
5,179.875,0,0,47,1011.319444,0.019608,0.046744,3.32266,0,Nov,3,2,2,1,Returning_Visitor,FALSE
8,224,0,0,16,315.25,0,0.011111,0,0,May,3,2,1,5,New_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,24,648.067857,0.016667,0.035648,0,0.4,May,2,2,3,1,Returning_Visitor,FALSE
0,0,2,62.333333,34,1122.272727,0.047222,0.071019,0,0.8,May,2,2,4,6,Returning_Visitor,FALSE
0,0,2,17.2,93,5496.25,0.003191,0.014078,0.139201,0,Jul,2,2,1,1,Returning_Visitor,FALSE
10,779.45,0,0,39,1002.491667,0.01875,0.033796,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE
0,0,0,0,11,219.5,0.018182,0.046061,0,0.6,May,1,1,3,3,Returning_Visitor,FALSE
5,96.625,0,0,27,1883.725,0,0.019048,0,0,Nov,2,2,9,13,Returning_Visitor,FALSE
4,431,0,0,6,619,0,0.025,0,0,May,1,8,2,11,Returning_Visitor,FALSE
0,0,0,0,5,182.625,0,0.008,0,0,Dec,3,2,8,13,Returning_Visitor,FALSE
0,0,0,0,20,1606.333333,0.01,0.034762,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE
2,96,2,18,53,2130.025,0,0.010062,0,0,May,2,2,3,4,Returning_Visitor,FALSE
3,875,0,0,34,780.791667,0,0.015676,0,0,Dec,4,2,3,2,Returning_Visitor,TRUE
1,5,0,0,65,2498.833658,0.003175,0.010053,0,0,Dec,3,2,3,6,Returning_Visitor,TRUE
0,0,0,0,9,104.833333,0.022222,0.072222,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE
0,0,0,0,3,81.75,0,0.033333,0,0,Dec,3,2,3,6,Returning_Visitor,FALSE
0,0,0,0,4,52,0,0.025,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE
6,264.416667,0,0,22,1275.092424,0,0.013513,65.746053,0,Dec,3,2,5,2,Returning_Visitor,FALSE
0,0,0,0,8,388.5,0,0.014286,0,0,May,3,2,6,4,Returning_Visitor,FALSE
0,0,6,451.5,28,674.434524,0.005882,0.017647,0,0,May,3,2,4,1,Returning_Visitor,TRUE
8,17.348485,0,0,19,291.258974,0,0.04359,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE
11,280.336667,0,0,20,337.853333,0,0.016296,0,0,Sep,2,2,2,5,New_Visitor,FALSE
0,0,0,0,40,1085.333333,0.0075,0.045,0,0,Dec,2,2,6,1,Returning_Visitor,FALSE
2,60.5,0,0,26,1145.17,0,0.003704,0,0,Nov,1,1,2,2,New_Visitor,TRUE
0,0,0,0,21,580.083333,0.009524,0.02381,0,0,Nov,2,2,3,11,Returning_Visitor,TRUE
2,7,0,0,20,454.916667,0.009091,0.025758,0,0,Nov,2,2,1,10,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,3,2,3,1,Returning_Visitor,TRUE
1,53.4,0,0,3,292,0,0,0,0,Nov,2,2,1,4,Returning_Visitor,FALSE
7,106.828571,0,0,181,6842.002513,0,0.007219,11.29607,0,May,4,1,3,4,Returning_Visitor,TRUE
0,0,0,0,2,59.5,0,0.1,0,0,Dec,1,1,7,2,Returning_Visitor,TRUE
0,0,2,6,1,25,0,0.066667,0,1,May,3,2,1,2,Returning_Visitor,TRUE
2,109,0,0,9,652.5,0,0.036364,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,42,922.3,0.019048,0.034921,0,0,Aug,3,2,8,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,3,15,Returning_Visitor,FALSE
10,204.095238,1,170,138,4042.949908,0.004027,0.014462,18.215795,0,Dec,2,2,1,6,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,8,4,Returning_Visitor,FALSE
1,5,0,0,13,545.571429,0.013333,0.020784,26.120154,0,Mar,2,2,3,2,Returning_Visitor,TRUE
2,58,0,0,50,952.434524,0,0.011538,2.179731,0,Mar,4,2,2,11,Returning_Visitor,TRUE
0,0,0,0,2,124.5,0,0.1,0,0,Dec,1,1,1,2,Returning_Visitor,FALSE
3,117,0,0,20,543.8,0.009524,0.019048,0,0,Mar,1,1,1,2,New_Visitor,FALSE
0,0,0,0,6,529.5,0,0.04,44.443614,0,Dec,2,2,2,1,Returning_Visitor,FALSE
6,91.984848,3,58.952381,54,2407.322811,0.003448,0.010419,0,0,May,3,2,3,4,Returning_Visitor,FALSE
2,16,0,0,10,399,0.015385,0.046154,0,0,Nov,1,1,1,8,Returning_Visitor,FALSE
0,0,0,0,3,70,0,0.033333,0,0.8,May,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,4,1,3,Returning_Visitor,FALSE
0,0,0,0,10,146.916667,0.06,0.085,0,0,Nov,3,2,4,13,Returning_Visitor,TRUE
2,95.5,0,0,13,334.5,0,0.002667,0,0,Mar,3,2,1,8,New_Visitor,FALSE
0,0,0,0,19,392,0.021053,0.052632,0,0,Mar,2,2,5,1,Returning_Visitor,TRUE
0,0,0,0,3,136.5,0,0.066667,0,0,Dec,1,1,4,3,Other,FALSE
0,0,0,0,16,1432.5,0,0.03125,22.319125,0,May,1,1,4,4,Returning_Visitor,TRUE
14,2137.112745,0,0,53,4223.409838,0.008772,0.017126,8.886649,0,Nov,3,2,2,2,Returning_Visitor,FALSE
0,0,0,0,10,103,0.02,0.036667,0,0,May,2,2,1,6,Returning_Visitor,FALSE
4,37.666667,0,0,43,686.878968,0.004762,0.012582,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE
0,0,0,0,49,938.041667,0.00375,0.010665,0,0,Dec,1,1,7,2,Returning_Visitor,FALSE
5,87,0,0,86,2973.008333,0.002222,0.015741,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
4,255.5,0,0,14,770.5,0,0.002667,0,0,Nov,3,2,7,8,Returning_Visitor,TRUE
1,20.2,0,0,6,1561.2,0.028571,0.057143,0,0,Nov,4,2,3,1,Returning_Visitor,TRUE
3,421,0,0,4,110.5,0,0.011111,0,0,Mar,3,2,8,2,New_Visitor,TRUE
0,0,0,0,10,249.5,0,0.02,0,0,Dec,2,2,3,8,Returning_Visitor,FALSE
5,173.263213,0,0,49,1465.555338,0.02385,0.023755,20.667246,0,Nov,3,2,3,1,Returning_Visitor,FALSE
0,0,0,0,2,9,0,0.1,0,0,Dec,2,2,1,3,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Jul,3,2,4,1,Returning_Visitor,FALSE
2,31,0,0,88,5321.441032,0.016854,0.019314,25.747007,0,Nov,3,2,1,2,Returning_Visitor,FALSE
2,18.333333,0,0,36,1387.606061,0.005263,0.025439,0,0,Mar,2,2,8,1,Returning_Visitor,TRUE
0,0,0,0,3,823.5,0,0.066667,0,0,Dec,2,2,3,8,Returning_Visitor,FALSE
6,101.333333,0,0,10,266.5,0.028571,0.028571,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE
0,0,0,0,9,608.75,0,0.025,42.422531,0,Dec,2,2,9,2,Returning_Visitor,FALSE
0,0,1,0,26,653.4,0.041333,0.067143,0,0,Jul,2,2,2,1,Returning_Visitor,TRUE
3,155.7,0,0,18,595,0,0.010526,0,0,Nov,1,1,1,2,New_Visitor,FALSE
0,0,0,0,23,383,0.031818,0.047576,0,0,May,1,1,1,4,Returning_Visitor,TRUE
1,17,4,32,11,948,0.013333,0.016667,25.484,0.6,May,2,2,1,6,Returning_Visitor,FALSE
0,0,2,12,0,0,0,0.1,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
7,98.172619,0,0,47,1889.953409,0.014815,0.028251,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
4,598.375,0,0,126,4446.303175,0.001538,0.015568,3.333836,0,Dec,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,38,1338.778571,0.011111,0.024533,0,0,Nov,1,1,1,3,Returning_Visitor,TRUE
0,0,0,0,3,0,0.2,0.2,0,0.2,May,2,2,3,1,Returning_Visitor,FALSE
0,0,0,0,20,1511,0,0.025,0,0.6,May,2,2,3,6,Returning_Visitor,FALSE
5,200.833333,0,0,44,1909.080556,0.004762,0.018254,0,0,Dec,1,8,1,10,Returning_Visitor,FALSE
4,65.5,0,0,23,783.75,0.007692,0.030769,0,0,Nov,2,5,3,1,Returning_Visitor,TRUE
1,24.2,0,0,0,0,0,0.066667,0,0,Nov,1,1,1,3,Returning_Visitor,TRUE
4,115.7,0,0,16,655.383333,0,0.012037,0,0,Nov,1,1,2,3,Returning_Visitor,FALSE
0,0,0,0,16,385.5,0,0.0125,0,0,Dec,2,2,4,1,Returning_Visitor,FALSE
1,29,0,0,41,803.507738,0,0.008425,0,0,Dec,1,2,1,8,Returning_Visitor,TRUE
0,0,0,0,8,402,0,0.038095,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,12,528.583333,0,0.02,0,0,Dec,8,13,9,20,Other,FALSE
0,0,0,0,21,584.133333,0,0.007143,0,0,May,2,2,4,4,Returning_Visitor,TRUE
7,132.057143,3,207.6,29,1243.976108,0,0.00782,39.889664,0,Jul,3,2,4,4,Returning_Visitor,TRUE
0,0,0,0,5,103.5,0,0.04,0,0,Dec,1,1,4,2,Returning_Visitor,TRUE
7,61.08,0,0,39,1324.85,0,0.016279,0,0,Oct,2,2,1,4,Returning_Visitor,FALSE
0,0,0,0,33,2199.5,0,0.008081,0,0,Dec,2,2,6,2,New_Visitor,FALSE
3,23,0,0,6,83,0,0.014286,0,0,Mar,2,2,6,2,New_Visitor,FALSE
2,389.5,0,0,8,117.625,0,0.013,0,0,Nov,1,1,8,2,Returning_Visitor,FALSE
0,0,0,0,35,2381.097222,0.005714,0.021959,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,28,534.583333,0,0.021429,0,1,May,2,4,4,1,Returning_Visitor,TRUE
0,0,0,0,18,559,0.047059,0.098039,0,0,Nov,1,1,4,1,Returning_Visitor,TRUE
0,0,0,0,7,130,0.057143,0.085714,0,0,Nov,2,5,9,10,Returning_Visitor,TRUE
0,0,0,0,15,290.1,0,0.026667,0,0,Dec,2,5,6,3,Returning_Visitor,FALSE
4,55,0,0,2,13,0,0.028571,0,0,Dec,2,10,4,2,New_Visitor,FALSE
0,0,0,0,6,140,0,0.033333,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE
0,0,0,0,20,457.583333,0.022222,0.044444,0,0,May,2,2,9,4,Returning_Visitor,TRUE
1,25,0,0,28,2258.833333,0.007143,0.046429,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE
0,0,0,0,9,125.266667,0.044444,0.103704,0,0,Oct,2,2,3,4,Returning_Visitor,TRUE
0,0,0,0,9,265.6,0.022222,0.048148,0,0,May,2,4,3,4,Returning_Visitor,FALSE
2,27,2,6,6,129.2,0.02963,0.077778,0,0,May,2,2,4,3,Returning_Visitor,FALSE
2,145,0,0,7,196.5,0,0.0125,0,0,May,3,2,4,1,Returning_Visitor,FALSE
0,0,0,0,18,535.399524,0,0.02963,0,0,June,1,1,1,2,Returning_Visitor,FALSE
0,0,3,36,23,660.404762,0.016,0.025,30.3236,0.6,May,1,1,1,4,Returning_Visitor,FALSE
0,0,0,0,8,758.166667,0.025,0.05,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE
4,178,2,209,17,2777.666667,0,0.009091,0,0,Mar,3,2,7,1,Returning_Visitor,FALSE
0,0,0,0,34,740.307143,0,0.014052,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE
1,5,0,0,5,95.1,0.066667,0.077778,0,0,Oct,1,1,4,4,Returning_Visitor,FALSE
0,0,0,0,25,317.5,0.0125,0.031944,0,0,May,2,2,5,6,Returning_Visitor,FALSE
