@relation 'table-weka.filters.unsupervised.attribute.Remove-R1,13,16,18-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0'

@attribute ra numeric
@attribute dec numeric
@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute run numeric
@attribute rerun numeric
@attribute camcol numeric
@attribute field numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
126.728836,47.950836,18.40924,17.30031,16.93843,16.81084,16.7766,1331,301,3,155,STAR,0.000032,51873
238.204824,0.326011,18.64482,17.35973,16.86066,16.67095,16.59032,745,301,4,531,STAR,0.000024,51691
161.815502,0.727783,17.09138,15.50087,14.88537,14.63494,14.50717,756,301,5,307,STAR,0.00028,54213
189.699587,0.169472,19.48091,18.24233,17.72408,17.4977,17.36199,752,301,4,308,STAR,0.000689,54567
134.682705,54.428909,19.51884,17.69762,16.85454,16.46291,16.18648,1345,301,4,184,GALAXY,0.08657,51900
200.102945,0.274395,18.89493,17.70105,17.10381,16.72384,16.51027,1334,301,4,23,GALAXY,0.115324,51959
178.517735,-3.390277,19.50757,17.37657,16.43638,16.09738,15.87577,1140,301,1,171,STAR,0.000161,52370
20.490123,14.176687,18.47476,18.17984,18.10856,18.07087,18.05818,1035,301,3,98,QSO,0.729222,51821
211.794152,-0.820901,19.32085,19.05002,18.834,18.5837,18.65842,752,301,2,456,QSO,1.509065,51688
144.254774,59.326243,18.64366,17.64913,17.27161,17.10471,17.06915,1345,301,5,232,STAR,-0.000835,51915
162.173438,-0.466463,19.28355,17.29447,16.52981,16.23584,16.07176,756,301,2,310,STAR,0.000029,54213
164.222508,-0.047278,19.33944,18.2786,17.86316,17.62921,17.42533,756,301,3,323,GALAXY,0.054324,51909
136.984067,55.5379,18.28498,16.38853,15.55087,15.15759,14.84994,1345,301,4,196,GALAXY,0.047771,51908
156.011878,62.271303,18.40125,17.28941,16.85091,16.54836,16.46199,1302,301,4,289,GALAXY,0.058559,52375
162.779713,1.095267,19.18994,18.01201,17.46605,17.25548,17.11444,756,301,6,314,STAR,0.000365,54208
226.601798,62.381523,17.53113,16.40888,15.9616,15.70617,15.5067,1412,301,6,289,GALAXY,0.022054,52055
151.969237,0.303307,17.54922,17.2918,17.41629,17.40473,17.77333,756,301,4,241,GALAXY,0.033795,51910
130.425241,51.745587,17.62633,16.37633,15.88022,15.57876,15.42172,1345,301,4,160,GALAXY,0.030612,51877
187.78932,0.196464,17.83093,16.88131,16.57057,16.46572,16.41471,752,301,4,295,STAR,0.000371,54567
149.49876,0.748996,19.54759,18.41264,17.68268,17.19128,16.93256,756,301,5,225,GALAXY,0.09232,51633
132.584719,0.970192,17.99037,17.0582,16.8082,16.6941,16.67915,1239,301,6,82,STAR,0.000371,55532
153.892217,1.093818,18.57414,17.11098,16.25908,15.82328,15.48417,756,301,6,254,GALAXY,0.12156,51957
231.025057,57.007734,19.41334,19.37728,19.32443,19.0234,19.02097,1345,301,5,516,QSO,1.912334,56430
154.481562,0.228056,18.78365,17.12004,16.22586,15.77027,15.41088,756,301,4,258,GALAXY,0.098089,51883
164.251475,1.247808,18.6952,17.57098,17.04866,16.68759,16.55387,756,301,6,323,GALAXY,0.09782,51909
155.536939,0.388877,19.40373,17.93342,17.12473,16.68318,16.37335,756,301,4,265,GALAXY,0.072403,51883
165.971919,64.01434,18.22942,17.15149,16.7766,16.52114,16.37585,1302,301,4,322,GALAXY,0.032251,54498
179.694417,-1.649986,19.35156,18.14662,17.49783,17.11463,16.86742,1140,301,5,179,GALAXY,0.120312,52368
160.781642,-0.094435,18.65266,17.53367,17.21231,16.93949,16.86692,756,301,3,300,GALAXY,0.061507,51913
125.546674,47.116931,18.19025,17.20442,16.69336,16.35231,16.15252,1331,301,3,147,GALAXY,0.11749,51868
255.848358,60.444858,18.53465,16.85489,15.99488,15.54545,15.22808,1336,301,2,40,GALAXY,0.08578,51695
161.080928,0.677356,19.25705,18.20449,17.67189,17.25336,17.0744,756,301,5,302,GALAXY,0.06482,51913
170.237765,-0.084382,17.29959,16.25879,15.73448,15.48002,15.22572,756,301,3,363,GALAXY,0.025325,51612
145.292821,0.376326,19.31302,18.13527,17.67289,17.49996,17.44187,756,301,4,197,STAR,0.000213,51630
206.083614,66.495024,18.67196,17.05288,16.216,15.76654,15.43244,1412,301,4,224,GALAXY,0.076722,51989
163.381048,63.789115,18.98872,18.69111,18.89506,19.07818,19.33935,1302,301,4,314,STAR,0.000178,54498
219.250401,0.564754,19.07784,18.06951,17.70663,17.49811,17.31405,752,301,5,506,GALAXY,0.034724,52024
134.05837,53.853887,19.50177,17.57112,16.58219,16.14822,15.824,1345,301,4,180,GALAXY,0.095356,51900
26.592488,13.207005,19.1828,18.20987,17.88892,17.77344,17.7487,1035,301,2,138,STAR,-0.000032,51820
239.514935,-0.124239,18.79019,16.79083,15.8557,15.38292,15.03051,745,301,3,540,GALAXY,0.04077,51692
143.710155,59.191929,17.76031,16.02759,15.25001,14.8511,14.56952,1345,301,5,230,GALAXY,0.047146,51911
204.362864,65.723031,17.27942,16.33516,16.08184,15.98946,15.99499,1412,301,2,221,STAR,-0.000132,54573
182.390012,-0.880099,19.37567,18.49182,18.24472,18.13328,18.08248,756,301,1,445,STAR,-0.000302,54922
187.386975,-1.715672,19.01406,17.89597,17.33945,16.96276,16.76173,1140,301,5,230,GALAXY,0.083187,51993
175.13829,-0.172086,16.42364,15.05525,14.51236,14.316,14.2521,756,301,3,396,STAR,0.000005,54471
157.095224,62.597393,19.34686,19.26424,19.2335,19.16362,19.01978,1302,301,4,293,QSO,2.066336,56659
159.604044,1.113851,19.21082,17.54027,16.72571,16.2553,15.90869,756,301,6,292,GALAXY,0.059146,51913
233.749322,0.587933,19.14117,17.27155,16.31453,15.87336,15.5152,752,301,5,602,GALAXY,0.086502,51989
182.905191,-1.044743,19.13739,18.09288,17.6559,17.25584,17.12752,756,301,1,448,GALAXY,0.08194,52023
139.93615,57.518177,19.37277,17.64972,16.6886,16.18817,15.76687,1345,301,5,213,GALAXY,0.115666,51908
189.001586,-1.600353,19.1755,17.95117,17.32373,16.93351,16.69249,1231,301,6,132,GALAXY,0.131943,52000
32.518151,12.685385,18.55715,17.37181,16.763,16.48265,16.19575,1035,301,2,177,GALAXY,0.035359,51883
172.514281,67.908728,17.75587,16.21497,15.68371,15.52673,15.48067,1350,301,6,338,STAR,-0.000038,54498
181.579675,-1.007601,18.86273,18.70218,18.81827,18.75886,18.73336,756,301,1,439,QSO,0.538564,51999
172.609887,-3.34273,18.98176,17.07656,16.15694,15.73972,15.41562,1140,301,1,132,GALAXY,0.070826,52294
202.682602,66.72853,16.08052,14.86933,14.45619,14.34018,14.30321,1412,301,4,215,STAR,-0.000352,54573
162.098621,-0.103126,18.16409,16.52452,15.75653,15.45819,15.26609,756,301,3,309,STAR,0.000192,54208
185.230608,0.0101,19.31764,18.38629,18.12009,17.9998,17.93916,752,301,4,278,STAR,0.000577,54153
149.677496,1.131353,17.65629,16.76812,16.54069,16.45583,16.43721,756,301,6,226,STAR,0.000382,54468
235.31639,0.598056,19.50347,18.19377,17.64747,17.41578,17.29833,752,301,5,613,STAR,-0.000179,54562
173.149961,-1.544203,19.4645,17.9907,17.2306,16.75517,16.43048,1231,301,6,26,GALAXY,0.098312,52294
184.152128,-0.955947,16.77582,15.00109,14.19483,13.78742,13.47279,756,301,1,456,GALAXY,0.040086,52023
183.699673,-1.781925,18.84529,17.46383,16.77287,16.40414,16.17218,1140,301,5,206,GALAXY,0.100175,52313
223.152412,60.343434,19.42313,19.48207,19.74541,20.01105,20.37395,1345,301,5,481,QSO,0.803185,52081
181.323401,-1.040004,17.78963,16.86349,16.59185,16.47917,16.42802,756,301,1,437,STAR,0.000265,54552
149.354678,0.730927,17.36781,16.2736,15.30799,14.9133,14.79391,756,301,5,224,GALAXY,0.086956,51633
28.970029,13.01336,18.15906,17.09427,16.65553,16.47994,16.41845,1035,301,2,153,STAR,-0.000099,54773
183.901898,-1.173981,19.34145,17.35735,16.3837,15.94484,15.58079,752,301,1,269,GALAXY,0.07562,52023
129.230681,50.0155,18.90903,17.70745,17.20181,16.90505,16.73328,1331,301,3,173,GALAXY,0.052591,51873
163.59018,-0.015408,18.97921,17.51493,16.74634,16.33967,16.02832,756,301,3,319,GALAXY,0.107162,51909
199.155271,-0.610006,19.14215,18.39816,18.0751,18.05054,17.87901,1334,301,2,17,QSO,1.348672,51985
234.732383,55.699071,19.47426,18.65269,18.27437,17.98853,17.94786,1345,301,6,532,GALAXY,0.148312,52072
148.883336,0.685765,18.93802,18.53383,17.91109,17.45269,17.21952,756,301,5,221,QSO,0.163124,51608
160.820289,-0.522241,16.344,14.85487,14.29812,14.12055,14.08315,756,301,2,300,STAR,-0.000048,54208
136.110627,54.968221,19.10161,17.11251,16.14916,15.73485,15.38584,1345,301,4,191,GALAXY,0.119404,51908
119.696881,40.949222,17.82312,16.81937,16.50125,16.37684,16.38799,1345,301,2,73,STAR,0.000628,51882
236.021009,52.269836,19.46626,17.92776,17.12703,16.70273,16.41746,1345,301,1,552,GALAXY,0.110451,52049
171.41862,-0.860793,18.40045,17.44397,17.1203,16.87672,16.70434,756,301,1,371,GALAXY,0.040263,51612
223.341426,60.157674,16.95282,15.62412,16.24039,14.89724,14.76222,1345,301,5,482,STAR,-0.000267,52081
28.143926,13.0057,17.12043,15.82948,15.35611,15.1673,15.09354,1035,301,2,148,STAR,0.00005,51877
181.608642,-0.56648,18.2555,17.02831,16.57646,16.43406,16.37144,756,301,2,439,STAR,0.000368,51999
27.27992,13.094164,17.30565,15.91546,15.17687,14.74405,14.45178,1035,301,2,142,GALAXY,0.086756,51820
185.217593,-0.362888,18.73594,17.5406,17.04902,16.87639,16.76497,752,301,3,278,STAR,-0.000035,54140
182.557987,-0.436585,18.95998,17.17553,16.2604,15.83789,15.53196,756,301,2,446,GALAXY,0.082155,51999
176.995292,68.283935,19.45347,17.58782,16.66571,16.25929,15.94838,1350,301,6,350,GALAXY,0.088301,51955
245.449712,0.534581,18.62488,17.666,17.34398,17.23047,17.20244,752,301,5,681,STAR,-0.000062,51693
187.539971,-1.04568,17.81175,16.98518,16.35212,15.90777,15.68744,756,301,1,479,QSO,0.114565,51990
174.714537,-0.067425,18.09954,16.51808,15.95698,15.78274,15.71976,756,301,3,393,STAR,-0.000003,54471
160.383045,0.793288,18.28393,16.85998,16.16743,15.76906,15.47896,756,301,5,298,GALAXY,0.059511,51913
187.784663,-1.243987,17.80634,17.76313,17.95942,18.12879,18.24596,752,301,1,295,STAR,0.000287,51993
183.764575,0.205346,18.61143,17.29429,16.78116,16.58647,16.51054,745,301,4,167,STAR,-0.00012,51615
203.311932,1.101243,19.47653,17.85364,17.03116,16.64992,16.35416,1404,301,6,29,GALAXY,0.071229,51955
166.11336,1.200035,18.92101,16.99723,16.06,15.6408,15.29552,756,301,6,336,GALAXY,0.070268,51908
183.248306,-1.759488,19.50934,18.21156,17.52607,17.14694,16.95002,1140,301,5,203,GALAXY,0.11141,52367
27.213953,13.153518,16.16797,14.93307,14.52384,14.3819,14.38085,1035,301,2,142,STAR,-0.000091,53262
167.165078,0.284315,17.35866,15.55573,14.7185,14.3063,13.98958,756,301,4,343,GALAXY,0.024856,51900
185.682189,-3.461218,19.27387,17.39259,16.46066,16.03157,15.69965,1140,301,1,219,GALAXY,0.093684,52313
195.67197,0.101737,19.59202,18.54725,18.17758,17.89173,17.79495,752,301,4,348,GALAXY,0.068838,51689
179.770148,-1.604105,19.48644,18.44937,18.39059,18.45729,18.47427,1231,301,6,70,STAR,0.000063,52368
172.761098,-0.422413,18.45758,17.29462,16.85997,16.66539,16.57882,756,301,2,380,STAR,-0.000039,54471
253.067797,62.324294,19.18861,17.36147,16.46055,16.03137,15.70279,1336,301,1,25,GALAXY,0.079064,51699
190.406144,-1.718926,16.95847,15.32119,14.72374,14.51276,14.4034,1140,301,5,250,STAR,0.000068,54585
173.972103,-0.911524,18.75853,17.71251,17.13035,16.78109,16.57037,756,301,1,388,GALAXY,0.105907,51658
174.027538,-0.623628,18.49874,17.27433,16.73376,16.51028,16.39857,756,301,2,389,STAR,0.000418,54523
154.103632,1.168799,18.04258,17.2086,16.90108,16.76781,16.72614,756,301,6,256,STAR,0.000114,51883
192.46497,0.198233,18.96585,17.54525,16.76086,16.35486,16.00846,752,301,4,327,GALAXY,0.046784,51609
179.424788,-3.351697,18.56583,18.21091,17.67527,17.37952,17.29236,1140,301,1,177,QSO,0.219687,52368
160.71832,0.82591,19.00067,17.89044,17.16147,16.7746,16.51403,756,301,5,300,GALAXY,0.164261,51913
231.556083,56.744377,19.09044,17.8321,17.28193,16.97402,16.79568,1345,301,5,519,GALAXY,0.067685,53437
244.83314,48.863281,18.77599,17.33448,16.71911,16.3843,16.14871,1345,301,6,594,GALAXY,0.056655,54526
185.280797,0.047532,19.53852,19.139,18.55866,18.17328,17.99881,752,301,4,279,QSO,0.157241,52000
156.765033,0.699871,19.07736,17.06346,16.04441,15.6052,15.2357,756,301,5,273,GALAXY,0.105717,51957
186.805128,-1.237388,19.2942,19.46759,18.99985,19.03216,19.14045,752,301,1,289,QSO,1.290582,51990
167.263819,-0.916399,19.53507,17.55457,16.51991,16.09631,15.7038,756,301,1,344,GALAXY,0.111565,51900
198.610779,66.46126,17.43493,15.78397,14.99543,14.55477,14.25414,1412,301,2,205,GALAXY,0.06766,51988
167.918493,-0.929767,19.39888,18.51277,18.18876,18.07286,18.00324,756,301,1,348,STAR,0.000309,55240
177.641798,-0.537806,18.04435,16.90601,16.67924,16.58858,16.62658,756,301,2,413,GALAXY,0.006118,51943
190.476595,-1.708045,18.92591,17.58531,17.06169,16.87295,16.77787,1140,301,5,251,STAR,0.000062,54585
161.355487,1.110152,19.43473,18.10001,17.57246,17.38716,17.27335,756,301,6,304,STAR,0.000011,54213
129.796313,0.974141,18.83398,17.60213,17.13682,16.94587,16.85833,1239,301,6,63,STAR,0.00036,56745
204.919123,0.040171,18.03361,16.34152,15.52564,15.12496,14.80656,752,301,4,410,GALAXY,0.083996,51955
13.116307,14.518345,16.7137,15.32079,14.7352,14.43013,14.19291,1035,301,3,50,GALAXY,0.018246,51871
146.084663,0.257263,19.15385,17.74926,17.14627,16.90309,16.78826,756,301,4,202,STAR,0.000343,51630
185.290062,1.03243,19.42941,17.9871,17.30239,16.97865,16.73886,752,301,6,279,GALAXY,0.099289,52000
159.278869,0.270933,17.63949,16.43561,15.98985,15.82517,15.76827,756,301,4,290,STAR,-0.000044,51913
183.298272,-1.481551,19.24108,18.11544,17.49299,17.13432,16.84562,1231,301,6,94,GALAXY,0.107009,52367
213.965302,62.835563,19.49269,17.98497,17.31864,16.98193,16.71294,1345,301,5,447,GALAXY,0.068481,52365
156.82449,0.283384,17.57453,16.38595,16.48978,16.61654,16.73915,756,301,4,274,STAR,0.000113,51957
186.355766,-0.989094,17.24555,16.31679,16.03177,15.91856,15.89733,756,301,1,471,STAR,0.000193,55212
185.45562,-0.211237,18.46614,16.88119,16.31281,16.10311,16.01222,752,301,3,280,STAR,0.000013,54140
199.304706,0.24622,17.89404,16.79722,16.78149,16.82928,16.89455,1334,301,4,18,STAR,0.000406,56727
241.624035,0.583184,19.25489,18.13605,17.67407,17.32889,17.12176,752,301,5,655,GALAXY,0.062842,51693
198.080634,0.049995,18.29844,16.79933,16.22437,16.0085,15.88398,752,301,4,364,STAR,0.000038,56727
179.844413,-0.904052,18.72034,17.87051,17.6153,17.50573,17.47885,756,301,1,428,STAR,-0.000791,55209
148.947253,1.124648,17.48674,16.32361,15.82244,15.61553,15.51284,756,301,6,221,STAR,0.000237,54821
171.105405,-0.458811,18.36421,17.3393,16.97813,16.73115,16.60979,756,301,2,369,GALAXY,0.048403,51612
207.572526,63.879105,18.06823,16.49494,15.6873,15.27425,14.96433,1345,301,5,427,GALAXY,0.088229,56396
222.877707,-0.781072,18.41394,16.97205,16.37675,16.15413,16.04679,752,301,2,530,STAR,0.000126,54653
149.19394,1.070188,18.20894,16.44297,15.64058,15.26381,14.97204,756,301,6,223,GALAXY,0.06269,51633
205.922029,65.530074,19.21788,17.25939,16.40417,16.00753,15.71135,1412,301,2,226,GALAXY,0.050948,51989
183.953106,-3.409316,18.26137,17.09092,16.66672,16.50287,16.42222,1140,301,1,207,STAR,0.000306,52313
130.169021,0.930808,19.26504,17.65544,17.0693,16.88106,16.77215,1239,301,6,65,STAR,0.000186,56745
206.893748,66.936625,18.5389,17.30431,17.37029,17.45539,17.49651,1350,301,6,425,STAR,-0.001181,51989
219.42861,61.473404,19.26822,17.36077,16.37495,15.97773,15.63664,1345,301,5,467,GALAXY,0.093281,52368
166.458347,0.403084,17.45076,16.64572,16.2382,16.08001,15.9148,756,301,4,338,GALAXY,0.018584,51908
158.02372,1.16018,19.0506,17.78832,17.16259,16.77885,16.56362,756,301,6,282,GALAXY,0.096917,52317
162.594133,-0.097443,17.31363,15.68919,15.12109,14.94159,14.8579,756,301,3,312,STAR,0.00016,54213
198.925922,0.331146,19.59882,18.33848,18.39056,18.43,18.45531,1334,301,4,15,STAR,0.000172,56727
210.789509,0.036529,19.35308,18.17266,17.55359,17.19433,16.92494,752,301,4,449,GALAXY,0.081626,51942
196.562911,0.042445,17.70956,16.55238,16.14866,16.00597,15.95733,752,301,4,354,STAR,-0.000053,56727
143.553869,0.699469,18.37109,16.20697,15.25354,14.79899,14.74187,756,301,5,185,STAR,-0.000069,52314
235.741418,0.540196,18.22709,16.15041,15.07285,14.57196,14.19689,752,301,5,616,GALAXY,0.093767,51691
188.02156,-0.281141,16.58793,15.2489,14.75113,14.58247,14.50983,752,301,3,297,STAR,-0.0001,54567
118.080129,44.043134,19.09625,17.44763,16.76829,16.35761,16.12992,1402,301,4,84,GALAXY,0.066468,51883
206.793124,66.327748,19.21872,17.81428,17.20524,17.02384,16.89713,1412,301,4,226,STAR,-0.000288,54924
174.28415,-0.063391,19.26799,18.06378,17.53896,17.22699,17.0942,756,301,3,390,GALAXY,0.080086,51658
161.290987,1.145261,15.96272,14.85435,14.71278,14.70197,14.72929,756,301,6,304,STAR,-0.000057,54208
136.533874,55.958157,16.43054,15.19474,15.22174,15.30752,15.39518,1345,301,5,197,STAR,0.000129,51908
12.49518,14.485626,18.85193,17.94322,17.65597,17.53567,17.47727,1035,301,3,46,STAR,-0.000607,53242
204.780124,66.618802,18.01629,16.97084,16.52366,16.35202,16.27992,1412,301,4,221,STAR,-0.000856,54573
188.843573,0.915149,18.29649,15.88074,14.83924,14.48153,14.28166,752,301,6,302,STAR,0.000028,54567
201.762258,66.01455,18.55608,17.99933,17.50642,17.10965,16.94273,1412,301,2,214,GALAXY,0.130739,51988
162.76642,-0.860514,17.67043,16.20217,15.636,15.44809,15.32646,756,301,1,313,STAR,0.000153,54213
129.515038,50.919128,18.96547,17.54356,16.96163,16.55798,16.27943,1345,301,4,153,GALAXY,0.096913,51873
161.615778,1.118589,16.06008,14.99559,14.67877,14.58087,14.5652,756,301,6,306,STAR,0.000137,54208
185.865153,-1.136143,19.33216,17.8797,17.32971,17.11149,17.02826,752,301,1,283,STAR,0.000148,54140
183.196769,0.884657,18.08301,17.01288,16.58607,16.39245,16.29694,752,301,6,265,STAR,0.000299,54922
188.00292,-0.26795,19.36298,18.3791,17.88827,17.72921,17.63213,752,301,3,297,STAR,-0.000692,54562
161.479524,0.641726,18.68333,17.67183,17.35126,17.22313,17.23577,756,301,5,305,STAR,-0.000008,54208
200.978804,67.056682,18.68348,17.26285,16.74038,16.56742,16.52606,1412,301,4,210,STAR,0.000044,54573
156.33813,-3.081759,19.0143,18.09245,17.77771,17.663,17.58477,1140,301,1,23,STAR,0.000169,55234
149.862441,1.057753,18.55359,18.64592,18.95979,19.1778,19.50434,756,301,6,227,STAR,-0.000007,54479
254.638052,60.788144,18.68559,17.43645,17.09229,16.88629,16.91401,1336,301,1,36,STAR,-0.000165,51695
25.67708,13.36752,18.08275,16.42907,15.82637,15.62564,15.55076,1035,301,2,132,STAR,-0.00029,53260
258.826408,54.830494,16.85394,15.71034,15.61122,15.60444,15.64394,1336,301,1,79,STAR,-0.000179,51997
223.237041,-0.785461,18.76506,16.94584,16.06008,15.64803,15.31613,752,301,2,532,GALAXY,0.078779,51994
171.443058,-1.74434,19.35172,17.48921,16.53237,16.11364,15.75817,1140,301,5,124,GALAXY,0.099179,52375
188.716932,-1.48588,17.16051,16.11643,15.76906,15.64887,15.60021,1231,301,6,130,STAR,0.000063,52000
56.816348,-4.954985,17.67276,16.689,16.24314,16.00089,15.77436,1045,301,6,153,GALAXY,0.013267,51908
181.347986,-0.543469,18.21686,16.69029,16.13216,15.92351,15.84802,756,301,2,438,STAR,-0.000127,54552
222.033631,-0.798858,18.82805,18.41525,18.27707,18.28645,18.41676,752,301,2,524,STAR,0.002165,52411
141.055354,57.936664,19.00516,18.62568,18.26178,18.22016,18.24618,1345,301,5,218,QSO,1.37872,51911
188.270562,0.908907,17.65066,16.18726,15.68563,15.47096,15.40339,752,301,6,299,STAR,0.000077,54567
211.51099,66.099924,19.39951,18.27737,17.81004,17.6556,17.58242,1350,301,6,439,STAR,-0.000594,51984
129.539437,51.03201,18.79601,17.58337,16.96166,16.59548,16.39502,1345,301,4,154,GALAXY,0.09867,51873
173.865346,-0.145669,18.51842,18.57859,18.93239,19.21223,19.39157,756,301,3,388,STAR,0.000243,54523
197.251437,0.38272,17.67794,16.80319,16.56174,16.46761,16.45652,745,301,4,257,STAR,0.000187,56727
189.283687,1.018197,17.48644,15.69866,15.10938,14.91507,14.83225,752,301,6,305,STAR,0.000031,54567
136.547826,55.449421,19.09378,18.07125,17.50562,17.10218,16.944,1345,301,4,194,GALAXY,0.127477,51908
119.318118,44.161577,19.4153,18.11284,17.45923,17.08578,16.89512,1350,301,3,97,GALAXY,0.072041,51883
200.90428,0.065745,19.34813,18.0772,17.52786,17.29056,17.16445,752,301,4,383,STAR,0.000786,54970
189.197593,68.417503,18.734,18.5895,18.64866,18.75876,18.87292,1350,301,6,380,GALAXY,0.211847,51915
188.007012,-0.241418,19.08981,18.11217,17.89456,17.79237,17.86815,752,301,3,297,STAR,0.000268,54562
142.843192,58.692039,19.01392,17.86014,17.48521,17.33698,17.30675,1345,301,5,226,STAR,-0.00049,51911
198.124798,0.047198,19.2409,17.68201,17.10963,16.88826,16.78087,752,301,4,364,STAR,0.000037,56727
178.073407,-1.433766,19.44469,18.14519,17.55613,17.08335,16.89114,1231,301,6,59,GALAXY,0.083674,52370
227.181531,0.571998,19.42328,17.38028,16.37687,15.93596,15.58416,752,301,5,559,GALAXY,0.090045,51990
186.984415,-1.707089,19.39207,17.53777,16.646,16.24184,15.90483,1140,301,5,227,GALAXY,0.082594,51993
140.637705,57.734557,19.34243,19.0322,18.93418,18.86472,18.7285,1345,301,5,216,QSO,0.722623,51911
187.802748,-3.468888,19.20193,17.55682,16.67958,16.22873,15.91424,1140,301,1,233,GALAXY,0.137536,51993
243.926791,-0.644263,18.37592,17.16306,17.00724,16.98337,16.9757,752,301,2,670,STAR,-0.000476,51693
203.279626,67.421123,19.42041,17.78107,17.20738,16.99173,16.85634,1350,301,6,416,STAR,-0.000189,54573
188.239002,0.988712,19.12608,17.87705,17.38149,17.197,17.11316,752,301,6,298,STAR,-0.000019,54567
149.215916,1.126489,18.44351,16.91038,16.31904,16.0637,15.93935,756,301,6,223,STAR,0.000096,54821
141.640216,0.454627,19.27606,17.38627,16.65797,16.39352,16.2691,1239,301,5,142,STAR,0.000113,56749
236.122038,54.93065,19.45983,19.09553,19.00929,19.06094,19.1487,1345,301,6,540,GALAXY,0.239517,52442
114.528649,38.37858,19.12638,19.06877,18.75307,18.67494,18.6699,1350,301,3,51,QSO,1.292629,51877
165.00438,1.112232,17.22841,15.75643,15.01428,14.60029,14.25552,756,301,6,328,GALAXY,0.038911,51908
28.670406,13.105852,18.88882,17.25566,16.5035,16.20006,16.06319,1035,301,2,151,STAR,0.000225,54773
186.134757,0.052199,19.58891,18.64184,18.49889,18.46553,18.45593,752,301,4,284,STAR,-0.00012,54153
229.999976,55.407022,19.57057,19.54052,19.25008,19.16935,19.17835,1345,301,1,520,QSO,1.167886,56453
229.672244,-0.636711,18.95561,18.87219,18.92217,18.62363,18.59044,752,301,2,575,QSO,1.831319,55630
173.214347,-0.129037,17.79688,16.72731,16.38506,16.26136,16.21156,756,301,3,383,STAR,0.000002,54471
235.922729,55.266405,18.84805,17.40747,16.67952,16.27651,16.0186,1345,301,6,537,GALAXY,0.067453,52072
228.009334,0.477262,19.44932,18.11353,17.47403,17.06372,16.78604,752,301,5,564,GALAXY,0.049338,51665
178.275462,-1.737704,18.11432,17.86804,17.59747,17.51021,17.46274,1140,301,5,169,QSO,1.096609,52370
140.192422,0.604718,17.72833,16.68652,16.2724,16.08747,16.02146,1239,301,5,132,GALAXY,0.023783,52000
164.130602,-0.066984,19.58216,17.98366,17.01338,16.57115,16.218,756,301,3,323,GALAXY,0.129866,51909
236.937283,54.672891,18.42656,17.55141,17.27364,17.18111,17.1724,1345,301,6,543,STAR,-0.000664,56452
229.583139,61.314838,19.3355,18.06923,17.32773,16.90211,16.64367,1412,301,6,301,GALAXY,0.13906,52345
201.707689,1.201784,18.23066,17.34926,17.05026,16.75718,16.68302,1404,301,6,18,GALAXY,0.083268,52342
213.897533,62.751595,18.56914,18.20852,18.33722,18.15231,18.20854,1345,301,5,447,QSO,0.554361,52365
221.460629,-0.672575,16.81189,15.50709,14.94685,14.73445,14.63479,752,301,2,520,STAR,-0.000262,54653
207.224856,-0.782371,16.88578,15.99562,15.6586,15.51201,15.47617,752,301,2,425,STAR,0.000003,55630
199.649509,-0.04328,19.35047,18.46432,18.21165,18.1298,18.13023,1334,301,3,20,STAR,-0.00015,54970
193.134522,-1.811915,19.18095,18.14945,17.61611,17.27197,17.07034,1140,301,5,269,GALAXY,0.08626,51997
123.016535,0.848145,19.52481,18.21796,17.68045,17.46177,17.37293,308,301,5,112,STAR,0.000017,53816
188.177067,-1.542397,19.10585,18.72528,18.93938,18.75385,18.77858,1231,301,6,126,QSO,0.583847,55212
165.795288,-0.953694,19.44885,17.47757,16.55873,16.14563,15.80436,756,301,1,334,GALAXY,0.073973,51908
229.964452,61.300009,17.93592,17.02316,16.69094,16.55951,16.53562,1412,301,6,302,STAR,-0.001037,56443
171.863703,-1.413108,17.06646,15.88387,15.9836,16.10507,16.20394,1231,301,6,17,STAR,0.000437,54891
245.256649,0.405248,18.9502,17.03974,16.01775,15.47905,15.07813,745,301,4,578,GALAXY,0.08696,52000
158.442433,-0.037611,19.03105,18.90905,18.6332,18.50312,18.49295,756,301,3,285,QSO,1.172575,51957
184.16051,0.075645,19.5799,17.72815,16.9874,16.68076,16.50426,752,301,4,271,STAR,0.000008,54922
149.872259,0.317494,18.89477,17.68926,17.62054,17.60062,17.55438,756,301,4,227,STAR,0.000212,54468
260.811189,25.90119,15.61899,14.27158,14.27142,14.35111,14.41837,1345,301,1,768,STAR,0.000071,53905
183.469823,-0.266151,19.05556,17.83111,17.22766,16.83745,16.61887,752,301,3,267,GALAXY,0.118706,52023
206.53334,67.063143,19.37699,18.49113,18.23375,18.15371,18.16684,1350,301,6,424,STAR,-0.000763,51989
213.252746,-0.830928,17.6654,16.73162,16.33208,16.14243,15.88867,752,301,2,465,GALAXY,0.026078,51615
254.405444,60.827589,18.6046,18.62771,18.56507,18.61229,18.11084,1336,301,1,36,QSO,0.313273,51695
159.756701,0.264352,19.30299,17.77493,17.04451,16.61338,16.34374,756,301,4,293,GALAXY,0.082636,51913
