@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-11,14'

@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
STAR,-0.367292
STAR,-0.367747
GALAXY,-0.206129
GALAXY,-0.135057
GALAXY,-0.229551
GALAXY,-0.154818
GALAXY,-0.323905
STAR,-0.367207
GALAXY,-0.249564
GALAXY,-0.04304
GALAXY,-0.153607
STAR,-0.368385
QSO,5.222154
STAR,-0.3669
GALAXY,-0.155706
STAR,-0.366979
GALAXY,-0.284528
GALAXY,-0.335567
STAR,-0.369168
STAR,-0.369051
STAR,-0.36946
STAR,-0.367983
STAR,-0.367665
GALAXY,-0.286382
GALAXY,-0.085518
GALAXY,-0.266001
GALAXY,-0.168029
GALAXY,-0.232124
GALAXY,-0.22128
GALAXY,-0.191313
STAR,-0.367275
QSO,2.572902
STAR,-0.367154
STAR,-0.366949
STAR,-0.367125
STAR,-0.367092
GALAXY,-0.095531
STAR,-0.367817
GALAXY,-0.270481
STAR,-0.366157
STAR,-0.368838
QSO,4.57596
GALAXY,-0.237275
GALAXY,-0.334802
GALAXY,0.02313
STAR,-0.367068
STAR,-0.366404
STAR,-0.368033
GALAXY,-0.042403
STAR,-0.367887
STAR,-0.368259
GALAXY,-0.268699
QSO,3.990504
GALAXY,-0.084579
GALAXY,-0.13538
STAR,-0.368296
GALAXY,-0.159154
GALAXY,-0.245324
STAR,-0.367531
GALAXY,-0.024857
STAR,-0.367159
STAR,-0.367315
GALAXY,0.00491
STAR,-0.367803
GALAXY,-0.20766
GALAXY,-0.29083
QSO,0.854919
GALAXY,-0.079493
GALAXY,-0.249663
GALAXY,-0.203839
GALAXY,-0.062406
STAR,-0.367927
STAR,-0.368171
STAR,-0.369468
QSO,3.961675
GALAXY,-0.140903
STAR,-0.36739
GALAXY,-0.145127
GALAXY,-0.175821
GALAXY,-0.284533
GALAXY,-0.125953
GALAXY,-0.073111
QSO,2.365035
STAR,-0.368149
STAR,-0.367852
STAR,-0.366129
GALAXY,-0.166301
STAR,-0.367487
STAR,-0.36731
QSO,2.799733
STAR,-0.368703
GALAXY,-0.178115
STAR,-0.36803
GALAXY,-0.085722
GALAXY,-0.151604
GALAXY,-0.197678
QSO,2.108806
QSO,3.29901
STAR,-0.365665
GALAXY,-0.181753
STAR,-0.368537
GALAXY,-0.114971
GALAXY,-0.124746
QSO,3.346528
GALAXY,-0.122025
STAR,-0.367652
STAR,-0.367405
STAR,-0.369607
GALAXY,-0.157563
GALAXY,-0.09273
STAR,-0.368269
STAR,-0.370479
STAR,-0.368347
STAR,-0.369212
GALAXY,-0.249267
STAR,-0.367821
GALAXY,-0.139373
STAR,-0.367812
STAR,-0.367975
STAR,-0.367726
QSO,2.351262
STAR,-0.368474
QSO,2.487139
GALAXY,-0.093932
GALAXY,-0.132602
STAR,-0.368223
STAR,-0.370585
GALAXY,-0.219432
GALAXY,-0.159897
QSO,0.929715
STAR,-0.368818
STAR,-0.367941
STAR,-0.364897
GALAXY,-0.174545
GALAXY,-0.179024
STAR,-0.367768
QSO,1.980809
STAR,-0.36805
GALAXY,-0.205346
GALAXY,-0.023885
GALAXY,0.008996
GALAXY,-0.238385
QSO,4.261688
STAR,-0.367739
STAR,-0.366174
STAR,-0.367724
STAR,-0.367402
STAR,-0.367769
STAR,-0.365155
GALAXY,-0.117726
STAR,-0.36777
STAR,-0.36805
STAR,-0.367937
STAR,-0.36517
GALAXY,-0.126994
GALAXY,-0.150982
STAR,-0.368655
STAR,-0.367869
STAR,-0.367929
STAR,-0.367836
GALAXY,-0.01228
STAR,-0.369134
GALAXY,-0.24317
GALAXY,-0.13785
QSO,2.821425
STAR,-0.369033
STAR,-0.366849
GALAXY,-0.119343
STAR,-0.367318
STAR,-0.368303
STAR,-0.366347
GALAXY,-0.197607
QSO,-0.189906
GALAXY,-0.123943
GALAXY,-0.270278
GALAXY,-0.233324
GALAXY,-0.014729
STAR,-0.368025
GALAXY,-0.222677
STAR,-0.367741
QSO,3.164071
STAR,-0.368619
STAR,-0.367769
GALAXY,-0.176868
STAR,-0.367896
GALAXY,-0.067123
GALAXY,-0.147698
GALAXY,-0.156954
QSO,0.707477
GALAXY,-0.152338
STAR,-0.36759
STAR,-0.367248
GALAXY,-0.165879
STAR,-0.367242
GALAXY,-0.204422
GALAXY,-0.115966
STAR,-0.367724
STAR,-0.367114
GALAXY,-0.20009
GALAXY,-0.144889
GALAXY,-0.193648
STAR,-0.367601
STAR,-0.368015
GALAXY,-0.297387
GALAXY,-0.220351
GALAXY,-0.232871
STAR,-0.368143
GALAXY,-0.113715
GALAXY,-0.280862
GALAXY,-0.156989
STAR,-0.369339
GALAXY,-0.115155
STAR,-0.36847
STAR,-0.368711
GALAXY,-0.259502
GALAXY,-0.047242
GALAXY,-0.097909
STAR,-0.371034
STAR,-0.368086
STAR,-0.366804
STAR,-0.367421
STAR,-0.367939
GALAXY,0.535075
STAR,-0.367872
STAR,-0.367834
GALAXY,-0.156181
GALAXY,-0.175062
STAR,-0.366436
GALAXY,-0.235536
GALAXY,-0.278807
STAR,-0.368529
GALAXY,-0.263677
GALAXY,-0.095701
GALAXY,-0.112229
STAR,-0.367834
QSO,1.501618
GALAXY,-0.173999
GALAXY,-0.169581
STAR,-0.367829
GALAXY,-0.247693
STAR,-0.366269
QSO,2.274534
GALAXY,-0.140027
STAR,-0.368298
GALAXY,-0.290041
GALAXY,-0.351746
STAR,-0.368348
STAR,-0.369556
STAR,-0.367283
GALAXY,-0.270919
GALAXY,-0.161044
GALAXY,-0.249311
STAR,-0.366714
GALAXY,-0.185857
STAR,-0.36724
GALAXY,-0.250707
GALAXY,-0.153692
GALAXY,-0.015504
STAR,-0.366848
GALAXY,-0.091584
STAR,-0.367635
GALAXY,-0.105386
GALAXY,-0.24757
STAR,-0.365858
QSO,1.995608
STAR,-0.367526
STAR,-0.367625
STAR,-0.367418
STAR,-0.369754
STAR,-0.368004
QSO,2.613635
GALAXY,-0.15463
GALAXY,-0.312178
STAR,-0.366154
STAR,-0.365988
QSO,2.377618
STAR,-0.366296
GALAXY,-0.250281
GALAXY,-0.209293
GALAXY,-0.168539
STAR,-0.367123
GALAXY,-0.053327
STAR,-0.36754
GALAXY,-0.137189
GALAXY,-0.197414
GALAXY,-0.212777
STAR,-0.368242
STAR,-0.368286
GALAXY,-0.331699
STAR,-0.368054
STAR,-0.367371
STAR,-0.367817
GALAXY,-0.236986
GALAXY,-0.199457
GALAXY,0.030741
GALAXY,-0.204664
GALAXY,-0.125878
GALAXY,-0.195501
STAR,-0.368128
STAR,-0.367474
STAR,-0.368432
GALAXY,-0.297335
GALAXY,-0.07043
GALAXY,0.03572
QSO,2.874842
STAR,-0.369876
GALAXY,-0.102555
STAR,-0.367621
STAR,-0.36798
STAR,-0.367849
QSO,4.87813
STAR,-0.36777
GALAXY,0.012323
STAR,-0.367483
GALAXY,-0.030188
STAR,-0.368096
GALAXY,-0.121309
GALAXY,-0.268244
QSO,3.052494
STAR,-0.368284
STAR,-0.367588
GALAXY,-0.258222
QSO,6.006706
GALAXY,-0.176915
STAR,-0.369739
QSO,1.217248
STAR,-0.36756
STAR,-0.367934
STAR,-0.367852
GALAXY,-0.036049
STAR,-0.368119
STAR,-0.37067
STAR,-0.367525
STAR,-0.367813
STAR,-0.367219
GALAXY,-0.112828
GALAXY,-0.041842
STAR,-0.36651
STAR,-0.367533
GALAXY,-0.267276
GALAXY,-0.0267
GALAXY,0.013298
GALAXY,-0.243643
GALAXY,-0.166974
STAR,-0.36792
STAR,-0.367011
QSO,4.13076
QSO,0.706763
GALAXY,0.016367
STAR,-0.369085
STAR,-0.368245
GALAXY,-0.234086
GALAXY,-0.15283
STAR,-0.367372
STAR,-0.367015
STAR,-0.366781
STAR,-0.367875
STAR,-0.369485
GALAXY,-0.130658
GALAXY,0.035271
GALAXY,-0.140966
STAR,-0.367844
QSO,4.292619
QSO,0.292789
STAR,-0.369655
GALAXY,-0.242168
GALAXY,-0.063661
STAR,-0.36691
GALAXY,0.156319
STAR,-0.37139
GALAXY,-0.249155
QSO,3.071796
STAR,-0.368066
STAR,-0.367684
GALAXY,0.035253
GALAXY,-0.183466
GALAXY,-0.147131
GALAXY,-0.096876
GALAXY,-0.104346
QSO,2.262928
STAR,-0.368291
GALAXY,-0.115797
GALAXY,-0.224752
GALAXY,-0.152956
QSO,0.248695
STAR,-0.368037
GALAXY,-0.178784
STAR,-0.365578
GALAXY,-0.156905
GALAXY,-0.140526
GALAXY,-0.232476
GALAXY,-0.134829
GALAXY,0.01385
QSO,5.021708
GALAXY,-0.244975
STAR,-0.367207
GALAXY,-0.069281
GALAXY,-0.232627
STAR,-0.367825
STAR,-0.36807
STAR,-0.368309
STAR,-0.36779
GALAXY,-0.266414
GALAXY,-0.116125
GALAXY,-0.136839
GALAXY,0.023768
GALAXY,-0.242216
QSO,2.368787
STAR,-0.368778
STAR,-0.36745
GALAXY,-0.144015
STAR,-0.36793
STAR,-0.367882
GALAXY,-0.102787
STAR,-0.366835
STAR,-0.368879
STAR,-0.366844
QSO,0.297407
QSO,4.843557
STAR,-0.368308
GALAXY,-0.144689
GALAXY,-0.149033
GALAXY,-0.206274
STAR,-0.368132
GALAXY,-0.262924
QSO,0.324902
GALAXY,-0.186118
STAR,-0.366737
STAR,-0.366835
STAR,-0.36761
STAR,-0.368234
STAR,-0.365874
GALAXY,-0.162326
GALAXY,-0.159712
STAR,-0.368285
GALAXY,-0.133176
GALAXY,-0.069479
STAR,-0.368165
GALAXY,-0.263636
STAR,-0.367096
STAR,-0.36804
QSO,1.616591
STAR,-0.365036
GALAXY,-0.264103
GALAXY,-0.139225
GALAXY,-0.119014
GALAXY,-0.121837
QSO,1.569517
GALAXY,-0.275484
QSO,1.622271
GALAXY,-0.242748
GALAXY,-0.117083
GALAXY,-0.155827
GALAXY,-0.323299
STAR,-0.3655
QSO,4.729169
STAR,-0.368359
STAR,-0.367949
STAR,-0.367951
GALAXY,-0.292933
QSO,1.86383
STAR,-0.369306
GALAXY,-0.044018
GALAXY,-0.250369
STAR,-0.367603
GALAXY,-0.164699
GALAXY,-0.053797
STAR,-0.365768
STAR,-0.367042
GALAXY,-0.062534
QSO,4.579068
STAR,-0.369031
STAR,-0.367902
STAR,-0.367619
STAR,-0.367815
STAR,-0.36718
GALAXY,0.083774
GALAXY,-0.116243
STAR,-0.367522
QSO,9.535182
STAR,-0.366758
GALAXY,-0.08018
STAR,-0.367791
GALAXY,-0.202041
STAR,-0.367947
GALAXY,-0.263608
STAR,-0.368193
GALAXY,-0.20993
STAR,-0.367928
GALAXY,-0.277157
STAR,-0.368109
STAR,-0.369019
STAR,-0.367797
STAR,-0.367199
GALAXY,-0.183667
STAR,-0.368183
GALAXY,-0.248463
GALAXY,-0.201358
STAR,-0.367038
GALAXY,-0.220078
GALAXY,-0.263529
STAR,-0.367938
STAR,-0.367767
GALAXY,-0.184259
STAR,-0.36689
STAR,-0.368442
QSO,1.430144
GALAXY,-0.094137
STAR,-0.367372
GALAXY,-0.237955
GALAXY,-0.170499
GALAXY,-0.141938
GALAXY,-0.163402
GALAXY,-0.285634
STAR,-0.367921
GALAXY,-0.223896
GALAXY,0.004226
GALAXY,-0.201638
GALAXY,-0.223811
QSO,2.11823
STAR,-0.36683
GALAXY,-0.166939
STAR,-0.368497
GALAXY,-0.197951
GALAXY,-0.145973
STAR,-0.366728
STAR,-0.368864
STAR,-0.367516
STAR,-0.368066
GALAXY,-0.117264
GALAXY,0.036882
GALAXY,-0.138491
STAR,-0.368584
GALAXY,-0.17014
GALAXY,-0.342944
STAR,-0.367868
GALAXY,-0.201052
QSO,1.187673
GALAXY,-0.19836
STAR,-0.370065
GALAXY,-0.149407
GALAXY,-0.143492
QSO,3.996728
STAR,-0.36779
STAR,-0.36804
GALAXY,-0.283009
STAR,-0.367284
GALAXY,-0.092764
GALAXY,-0.138537
STAR,-0.367325
STAR,-0.367185
STAR,-0.36761
STAR,-0.367628
GALAXY,-0.167692
QSO,3.071109
GALAXY,-0.2466
STAR,-0.368254
STAR,-0.36774
STAR,-0.368213
GALAXY,-0.198031
GALAXY,-0.179308
GALAXY,-0.080773
GALAXY,-0.1333
GALAXY,-0.009549
GALAXY,-0.279505
GALAXY,-0.233769
STAR,-0.367379
GALAXY,-0.218174
STAR,-0.368127
GALAXY,-0.247441
QSO,3.534533
GALAXY,-0.176542
QSO,1.44954
GALAXY,-0.256149
GALAXY,0.047513
GALAXY,-0.252499
GALAXY,0.041975
STAR,-0.367867
GALAXY,0.023207
STAR,-0.367685
STAR,-0.367834
GALAXY,-0.038032
STAR,-0.367405
GALAXY,-0.308993
GALAXY,0.053285
STAR,-0.367866
GALAXY,-0.233067
STAR,-0.366787
GALAXY,-0.057612
STAR,-0.368271
STAR,-0.36756
GALAXY,0.015406
GALAXY,-0.135094
STAR,-0.368457
GALAXY,-0.092993
QSO,3.772786
STAR,-0.368634
GALAXY,-0.183427
QSO,2.829268
GALAXY,-0.102744
GALAXY,-0.204213
QSO,0.245992
GALAXY,-0.265994
STAR,-0.367716
STAR,-0.368469
GALAXY,-0.203302
GALAXY,-0.097557
GALAXY,-0.278764
STAR,-0.369265
STAR,-0.365848
QSO,1.993111
STAR,-0.367804
STAR,-0.367587
STAR,-0.368395
STAR,-0.368168
GALAXY,-0.193661
GALAXY,-0.154527
GALAXY,-0.193811
STAR,-0.3678
GALAXY,-0.218656
STAR,-0.368492
STAR,-0.36801
STAR,-0.369104
STAR,-0.366426
GALAXY,-0.180636
STAR,-0.367806
QSO,1.141551
STAR,-0.368095
GALAXY,-0.074258
GALAXY,-0.080102
STAR,-0.368304
STAR,-0.368077
GALAXY,-0.111033
GALAXY,-0.139497
GALAXY,-0.069109
STAR,-0.366995
STAR,-0.368085
QSO,6.021992
GALAXY,-0.180442
STAR,-0.367503
GALAXY,-0.145039
STAR,-0.367137
GALAXY,-0.249983
QSO,4.492273
GALAXY,-0.050606
QSO,2.325425
STAR,-0.36775
STAR,-0.367054
GALAXY,-0.192063
STAR,-0.368053
STAR,-0.367739
STAR,-0.367743
GALAXY,0.037735
GALAXY,-0.091358
GALAXY,-0.251239
QSO,4.821097
GALAXY,-0.267952
STAR,-0.368247
GALAXY,-0.253015
GALAXY,-0.285325
GALAXY,-0.248289
STAR,-0.367637
GALAXY,-0.105345
GALAXY,-0.303616
STAR,-0.368372
STAR,-0.366787
GALAXY,-0.231451
STAR,-0.368131
STAR,-0.368366
GALAXY,-0.131878
GALAXY,-0.172111
GALAXY,-0.135744
GALAXY,0.043288
QSO,3.256858
STAR,-0.367899
GALAXY,-0.151999
QSO,3.772403
GALAXY,-0.118177
STAR,-0.369503
GALAXY,-0.146283
GALAXY,-0.13037
STAR,-0.369884
STAR,-0.367256
GALAXY,-0.248139
GALAXY,-0.223432
STAR,-0.368065
STAR,-0.368381
GALAXY,-0.129539
GALAXY,-0.140727
GALAXY,-0.03798
GALAXY,0.044837
GALAXY,-0.257816
GALAXY,-0.066381
QSO,0.662386
STAR,-0.370633
STAR,-0.367502
GALAXY,-0.109669
GALAXY,-0.080644
GALAXY,-0.029482
STAR,-0.367875
GALAXY,0.051228
GALAXY,-0.252553
GALAXY,-0.300254
GALAXY,-0.146856
STAR,-0.368885
GALAXY,-0.209849
QSO,4.712743
GALAXY,-0.179673
STAR,-0.368409
STAR,-0.369075
GALAXY,-0.354758
QSO,4.439467
STAR,-0.366032
GALAXY,-0.201651
GALAXY,-0.080188
GALAXY,-0.246053
GALAXY,-0.20601
STAR,-0.367831
STAR,-0.366419
STAR,-0.368044
GALAXY,-0.170505
GALAXY,-0.173236
STAR,-0.369998
STAR,-0.368103
GALAXY,-0.248913
STAR,-0.366929
GALAXY,-0.157548
GALAXY,-0.061805
STAR,-0.366283
GALAXY,-0.155916
STAR,-0.367311
STAR,-0.368296
STAR,-0.368466
GALAXY,-0.183334
STAR,-0.367546
STAR,-0.368782
GALAXY,-0.168857
GALAXY,-0.126683
GALAXY,-0.198877
STAR,-0.368644
STAR,-0.366532
STAR,-0.366482
STAR,-0.367721
STAR,-0.370174
STAR,-0.367531
STAR,-0.367821
GALAXY,-0.126206
GALAXY,-0.267497
GALAXY,-0.339584
GALAXY,-0.268584
STAR,-0.36836
GALAXY,-0.069721
GALAXY,-0.187433
STAR,-0.367429
STAR,-0.366728
GALAXY,-0.032674
STAR,-0.368267
STAR,-0.370348
STAR,-0.366519
STAR,-0.37032
GALAXY,-0.14003
GALAXY,-0.129494
STAR,-0.367848
GALAXY,-0.181059
GALAXY,-0.176593
STAR,-0.369021
GALAXY,-0.316729
STAR,-0.367896
QSO,2.504799
GALAXY,-0.245585
STAR,-0.368112
GALAXY,-0.206462
GALAXY,-0.152897
QSO,1.629767
STAR,-0.368295
STAR,-0.368044
GALAXY,-0.181024
GALAXY,-0.036869
STAR,-0.367938
GALAXY,-0.111686
STAR,-0.368105
STAR,-0.367622
GALAXY,-0.157366
STAR,-0.366167
GALAXY,-0.096014
GALAXY,-0.175625
GALAXY,-0.249296
GALAXY,-0.037167
STAR,-0.369356
STAR,-0.3674
STAR,-0.368614
STAR,-0.368205
GALAXY,-0.355079
GALAXY,-0.270002
STAR,-0.367879
GALAXY,-0.137858
QSO,0.271439
GALAXY,-0.201133
STAR,-0.366619
GALAXY,-0.207945
STAR,-0.369846
GALAXY,0.0399
STAR,-0.367208
STAR,-0.368572
GALAXY,-0.08097
GALAXY,-0.154342
STAR,-0.367507
STAR,-0.367071
STAR,-0.368142
STAR,-0.369041
GALAXY,-0.180717
QSO,2.138767
STAR,-0.368226
GALAXY,-0.315813
GALAXY,-0.020572
GALAXY,-0.174708
STAR,-0.366039
GALAXY,-0.198404
STAR,-0.36813
QSO,1.50077
GALAXY,-0.205917
GALAXY,-0.220232
GALAXY,-0.313868
STAR,-0.367597
QSO,4.115577
QSO,4.823094
GALAXY,-0.28954
GALAXY,-0.152223
GALAXY,0.013771
GALAXY,-0.236866
GALAXY,-0.00107
GALAXY,-0.159965
STAR,-0.367739
GALAXY,-0.216519
GALAXY,-0.167458
GALAXY,-0.318599
GALAXY,-0.28654
QSO,1.968514
STAR,-0.368155
STAR,-0.367931
QSO,1.428269
STAR,-0.368181
GALAXY,-0.300336
STAR,-0.368725
STAR,-0.368414
STAR,-0.367973
GALAXY,-0.251446
GALAXY,-0.061771
STAR,-0.367231
STAR,-0.368725
GALAXY,-0.146374
GALAXY,-0.171563
STAR,-0.368028
STAR,-0.368171
STAR,-0.368256
STAR,-0.367571
GALAXY,-0.276089
STAR,-0.367211
GALAXY,-0.142095
STAR,-0.367991
GALAXY,-0.293104
STAR,-0.367778
STAR,-0.367831
GALAXY,-0.118606
QSO,2.427286
STAR,-0.367906
GALAXY,-0.283675
STAR,-0.36773
STAR,-0.366856
GALAXY,-0.092672
GALAXY,-0.240402
GALAXY,-0.148573
GALAXY,-0.033531
GALAXY,-0.362243
STAR,-0.36686
STAR,-0.36625
GALAXY,-0.115151
GALAXY,-0.227122
GALAXY,-0.207602
GALAXY,-0.179002
GALAXY,-0.356568
STAR,-0.367815
STAR,-0.367023
GALAXY,-0.281223
GALAXY,-0.11718
STAR,-0.3683
STAR,-0.367746
GALAXY,-0.062819
QSO,2.400259
GALAXY,-0.264787
STAR,-0.36974
GALAXY,-0.281536
GALAXY,-0.201227
GALAXY,-0.13972
QSO,3.583789
GALAXY,-0.202552
STAR,-0.368312
STAR,-0.366739
GALAXY,-0.104506
GALAXY,-0.263222
GALAXY,-0.226672
STAR,-0.367993
GALAXY,-0.183665
GALAXY,-0.212411
GALAXY,0.028423
QSO,5.713458
STAR,-0.367259
GALAXY,-0.160351
GALAXY,-0.026207
GALAXY,-0.089737
STAR,-0.365502
GALAXY,-0.194777
STAR,-0.370039
GALAXY,-0.042538
GALAXY,-0.097761
GALAXY,-0.160712
GALAXY,-0.189668
GALAXY,-0.163694
GALAXY,-0.164673
STAR,-0.367784
STAR,-0.365804
GALAXY,-0.163885
QSO,3.202921
STAR,-0.36719
GALAXY,-0.125142
STAR,-0.367774
GALAXY,-0.288918
STAR,-0.370087
GALAXY,-0.080752
GALAXY,-0.206108
STAR,-0.367832
GALAXY,-0.161304
GALAXY,-0.180633
GALAXY,-0.267402
GALAXY,-0.29761
STAR,-0.365629
GALAXY,-0.216653
GALAXY,-0.220219
STAR,-0.367538
GALAXY,-0.228972
GALAXY,-0.077557
STAR,-0.36764
GALAXY,-0.119429
GALAXY,-0.213605
QSO,1.340361
STAR,-0.370041
STAR,-0.36894
STAR,-0.367605
GALAXY,-0.237192
STAR,-0.370437
STAR,-0.367667
GALAXY,-0.158683
STAR,-0.367885
STAR,-0.367451
STAR,-0.368378
GALAXY,-0.071876
STAR,-0.368272
STAR,-0.367793
STAR,-0.368136
STAR,-0.367267
STAR,-0.366551
GALAXY,-0.088532
STAR,-0.36724
GALAXY,-0.181079
STAR,-0.367353
STAR,-0.368082
GALAXY,-0.234089
STAR,-0.367889
GALAXY,-0.157327
GALAXY,-0.117583
STAR,-0.368595
GALAXY,-0.161345
GALAXY,0.060617
GALAXY,-0.087484
GALAXY,-0.284079
STAR,-0.367576
GALAXY,-0.23195
QSO,4.210714
GALAXY,-0.237089
GALAXY,-0.244425
GALAXY,-0.283551
STAR,-0.367808
STAR,-0.368012
STAR,-0.367403
STAR,-0.367344
STAR,-0.367817
GALAXY,-0.268029
STAR,-0.365682
GALAXY,-0.258018
GALAXY,-0.168411
STAR,-0.369177
GALAXY,-0.049125
GALAXY,-0.177797
STAR,-0.367626
GALAXY,-0.127549
GALAXY,0.004906
STAR,-0.367347
STAR,-0.368023
STAR,-0.368234
STAR,-0.367461
STAR,-0.368248
STAR,-0.367181
QSO,-0.078736
GALAXY,-0.259078
STAR,-0.367984
STAR,-0.368411
STAR,-0.368463
STAR,-0.368114
STAR,-0.367899
GALAXY,-0.217607
STAR,-0.368349
GALAXY,-0.123764
STAR,-0.367433
GALAXY,0.287701
STAR,-0.367815
QSO,4.711499
STAR,-0.36741
STAR,-0.36803
STAR,-0.367855
GALAXY,-0.268311
GALAXY,-0.046657
STAR,-0.367883
STAR,-0.366865
STAR,-0.368359
STAR,-0.367631
GALAXY,-0.151371
GALAXY,-0.191128
GALAXY,-0.122296
GALAXY,-0.115953
STAR,-0.370128
GALAXY,-0.024007
GALAXY,-0.070189
STAR,-0.369218
QSO,0.345137
GALAXY,-0.277588
GALAXY,-0.082445
GALAXY,-0.202916
STAR,-0.366821
STAR,-0.365503
QSO,0.727927
GALAXY,-0.216541
STAR,-0.367824
GALAXY,-0.225779
STAR,-0.369307
GALAXY,-0.278675
STAR,-0.366988
STAR,-0.367799
STAR,-0.368068
STAR,-0.36707
GALAXY,-0.089943
STAR,-0.367917
GALAXY,-0.087726
GALAXY,-0.247169
GALAXY,-0.256756
GALAXY,-0.19489
GALAXY,-0.264995
GALAXY,-0.176359
STAR,-0.367536
GALAXY,-0.218554
GALAXY,0.599837
GALAXY,-0.08193
STAR,-0.369114
GALAXY,0.082975
QSO,1.002332
GALAXY,0.002533
QSO,2.659043
GALAXY,-0.247781
GALAXY,-0.11134
STAR,-0.367483
GALAXY,-0.203824
QSO,3.436432
GALAXY,0.058086
STAR,-0.368183
STAR,-0.368038
GALAXY,-0.294511
GALAXY,-0.110841
GALAXY,-0.14972
GALAXY,-0.169268
GALAXY,-0.170955
GALAXY,-0.081266
STAR,-0.367864
GALAXY,-0.023653
STAR,-0.36861
STAR,-0.367333
GALAXY,-0.184239
GALAXY,-0.088265
STAR,-0.365936
GALAXY,-0.027457
GALAXY,0.016187
STAR,-0.368164
GALAXY,-0.079843
QSO,2.534947
GALAXY,-0.129285
STAR,-0.365816
GALAXY,-0.096219
STAR,-0.367544
STAR,-0.366362
GALAXY,-0.127426
GALAXY,-0.162545
QSO,3.922551
STAR,-0.368571
GALAXY,-0.108583
GALAXY,-0.23085
GALAXY,-0.093758
GALAXY,-0.246159
GALAXY,-0.101617
GALAXY,-0.190095
QSO,3.968336
GALAXY,-0.122447
GALAXY,-0.06714
GALAXY,-0.052261
STAR,-0.366801
GALAXY,-0.094345
STAR,-0.367089
STAR,-0.368571
GALAXY,0.03632
STAR,-0.367569
STAR,-0.366056
STAR,-0.366837
GALAXY,-0.124736
GALAXY,-0.118538
GALAXY,-0.103027
GALAXY,-0.212644
GALAXY,-0.143347
QSO,0.348107
STAR,-0.36809
STAR,-0.367616
GALAXY,-0.258221
GALAXY,-0.190395
GALAXY,-0.094169
STAR,-0.367457
GALAXY,-0.257266
STAR,-0.368163
GALAXY,-0.037353
GALAXY,-0.187203
GALAXY,-0.305458
STAR,-0.366476
GALAXY,-0.185103
GALAXY,-0.198139
STAR,-0.368075
QSO,3.808129
STAR,-0.366153
STAR,-0.367481
GALAXY,-0.182427
GALAXY,-0.177946
STAR,-0.368124
GALAXY,-0.092854
GALAXY,-0.244231
STAR,-0.368849
STAR,-0.367117
STAR,-0.367725
STAR,-0.367679
STAR,-0.366883
GALAXY,-0.191161
GALAXY,-0.059149
STAR,-0.367791
QSO,3.607751
GALAXY,-0.128526
STAR,-0.366976
STAR,-0.368204
STAR,-0.368752
GALAXY,-0.154949
GALAXY,-0.083349
GALAXY,-0.284141
GALAXY,-0.124252
GALAXY,-0.089374
QSO,2.380582
QSO,2.989258
STAR,-0.368027
STAR,-0.368426
STAR,-0.366947
GALAXY,-0.081129
GALAXY,-0.213935
GALAXY,-0.154164
STAR,-0.367882
GALAXY,-0.289128
GALAXY,-0.126305
GALAXY,-0.094018
GALAXY,-0.057766
STAR,-0.367097
GALAXY,-0.246833
GALAXY,-0.153576
GALAXY,-0.129943
STAR,-0.368025
GALAXY,-0.195565
GALAXY,-0.191021
GALAXY,-0.069304
STAR,-0.367797
STAR,-0.367471
GALAXY,-0.329063
STAR,-0.367981
STAR,-0.36821
GALAXY,-0.297938
GALAXY,-0.11617
STAR,-0.365699
GALAXY,-0.213494
GALAXY,-0.217898
GALAXY,-0.272366
STAR,-0.367199
STAR,-0.367695
GALAXY,-0.278292
STAR,-0.368029
GALAXY,-0.051061
STAR,-0.369832
STAR,-0.366644
GALAXY,-0.176018
STAR,-0.366687
GALAXY,-0.10243
STAR,-0.368083
GALAXY,-0.054087
GALAXY,-0.162367
STAR,-0.368131
GALAXY,-0.293233
STAR,-0.36734
STAR,-0.366239
STAR,-0.367373
STAR,-0.368903
QSO,3.982257
GALAXY,-0.288532
STAR,-0.366617
QSO,3.200332
GALAXY,-0.150071
STAR,-0.368321
STAR,-0.367994
STAR,-0.370034
STAR,-0.367332
GALAXY,-0.197927
STAR,-0.369425
STAR,-0.36762
GALAXY,-0.251817
STAR,-0.36806
GALAXY,-0.215139
GALAXY,-0.241007
GALAXY,-0.175346
STAR,-0.367847
STAR,-0.366679
GALAXY,-0.295618
STAR,-0.368614
GALAXY,-0.160405
STAR,-0.367544
GALAXY,-0.124312
GALAXY,-0.056463
QSO,0.588395
GALAXY,-0.268179
STAR,-0.368004
STAR,-0.367358
QSO,0.038677
QSO,-0.178473
STAR,-0.368274
GALAXY,-0.180679
STAR,-0.367893
GALAXY,-0.271148
STAR,-0.366921
GALAXY,-0.089048
STAR,-0.368095
GALAXY,-0.126969
STAR,-0.366717
GALAXY,0.05197
GALAXY,-0.280086
STAR,-0.367692
GALAXY,-0.213096
STAR,-0.368068
GALAXY,-0.349986
STAR,-0.368352
GALAXY,-0.33748
GALAXY,-0.21976
GALAXY,-0.312076
STAR,-0.367639
STAR,-0.368047
GALAXY,-0.173811
GALAXY,-0.200528
STAR,-0.366386
GALAXY,-0.151395
GALAXY,-0.205698
STAR,-0.369107
STAR,-0.367998
STAR,-0.36808
STAR,-0.366729
STAR,-0.36838
STAR,-0.366527
STAR,-0.368681
GALAXY,-0.264318
