@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-4,8-11'

@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
1.163083,1.243341,1.249612,STAR,-0.364216,1.574466
2.779382,3.217214,4.116275,GALAXY,0.140467,0.801942
-1.768661,-1.578793,-1.41257,STAR,-0.368271,1.030128
-0.635877,-0.738489,-0.870185,GALAXY,-0.180607,-0.661091
-0.431193,-0.560338,-0.681688,GALAXY,-0.175784,-0.37404
1.319334,0.972849,1.179699,GALAXY,-0.188529,2.307967
-2.505859,-2.441579,-2.400482,GALAXY,-0.302947,-0.626698
1.712564,1.714421,1.582291,QSO,4.818211,-0.682918
0.508261,0.381188,0.352537,GALAXY,-0.202574,-0.631328
-1.14087,-1.255735,-1.396385,GALAXY,-0.162345,-0.628682
0.770926,0.719027,0.761014,GALAXY,-0.179108,-0.372056
-0.495313,-0.632607,-0.76583,GALAXY,-0.048926,-0.379332
-0.776084,-0.756283,-0.809418,GALAXY,-0.301677,-0.877372
2.031506,1.895227,1.793694,QSO,0.944057,-0.626698
0.176843,0.240861,0.309158,STAR,-0.366332,1.310565
0.448877,0.346786,0.276772,GALAXY,-0.200124,-0.650509
0.208131,0.234284,0.27658,STAR,-0.367459,-0.622068
-0.723545,-0.525311,-0.383477,STAR,-0.367211,0.793344
-0.146204,-0.012144,0.110237,GALAXY,-0.340973,-0.377347
-0.482225,-0.63295,-0.745908,GALAXY,-0.143883,-0.680272
2.071334,1.911747,1.979223,QSO,4.068612,-0.329726
0.810302,0.872604,0.912603,STAR,-0.370371,1.27088
0.621963,0.649219,0.573537,QSO,0.284896,-0.845624
0.031242,0.210907,0.34457,STAR,-0.369303,0.626669
1.424826,0.868639,0.432365,STAR,-0.368128,1.758999
-2.444366,-2.242381,-2.069935,STAR,-0.367504,1.01227
0.507347,0.539012,0.60696,STAR,-0.368187,1.079733
-0.007842,0.041328,0.104811,STAR,-0.368724,1.075765
2.393204,2.256346,2.138661,QSO,4.71147,-0.37404
-1.103095,-1.076415,-0.995942,STAR,-0.366641,1.290061
0.274153,0.18024,0.147346,GALAXY,-0.09908,-0.678288
-1.887795,-1.677368,-1.499846,STAR,-0.36784,1.131985
1.175389,1.426688,1.588686,STAR,-0.368815,1.108174
-2.217141,-2.212981,-2.206092,GALAXY,-0.243168,-0.632651
-0.533935,-0.514699,-0.467192,STAR,-0.368223,1.323793
-0.012305,-0.135293,-0.236278,GALAXY,-0.060799,-0.681595
1.193872,1.329862,1.411475,STAR,-0.366147,-0.827766
-0.104455,-0.284175,-0.424541,GALAXY,-0.214999,-0.679611
0.052248,0.36655,0.564969,STAR,-0.364846,0.83832
-1.052534,-1.136833,-1.23739,GALAXY,-0.109127,-0.413063
-1.744481,-1.731782,-1.789355,GALAXY,-0.2938,-0.838349
1.982574,2.244943,2.142582,QSO,2.166934,1.521554
-1.14699,-1.040403,-0.947004,STAR,-0.365426,0.841627
0.61427,0.631696,0.656592,STAR,-0.368145,1.079733
1.94896,2.13078,2.162537,QSO,2.423438,-0.69813
0.274567,0.278358,0.316181,STAR,-0.368556,1.132646
0.030498,0.128922,0.205605,STAR,-0.36785,0.841627
-1.235035,-1.232058,-1.184832,GALAXY,-0.179503,-0.585029
0.534897,0.422036,0.359225,GALAXY,-0.195191,-0.681595
-0.332481,-0.473869,-0.616147,GALAXY,-0.067742,-0.682918
-1.419702,-1.33582,-1.285024,GALAXY,-0.291345,-0.762287
1.416013,1.393358,1.507211,QSO,4.089125,2.710764
-0.270329,0.308567,0.230593,STAR,-0.368098,-0.414386
-1.202391,-1.291025,-1.364827,GALAXY,-0.184587,-0.62273
1.528199,1.713515,1.829699,STAR,-0.36644,-0.628682
-1.947207,-1.724168,-1.511951,STAR,-0.367284,1.132646
0.209845,0.26517,0.295908,STAR,-0.368635,1.310565
1.704316,1.782286,1.910355,QSO,3.257698,-0.681595
-0.307181,-0.496983,-0.653541,GALAXY,-0.066728,-0.688209
1.794734,1.720004,1.563698,QSO,5.220662,1.73585
0.517789,0.344465,0.277776,GALAXY,-0.016983,-0.629344
0.21863,0.093367,-0.010203,GALAXY,-0.238765,-0.37404
-0.728216,-0.616255,-0.516766,STAR,-0.370771,1.108174
1.254922,1.160354,1.136019,QSO,1.196744,-0.682256
0.684802,0.67497,0.714801,STAR,-0.367577,-0.682256
0.647724,0.741859,0.805656,STAR,-0.36748,0.83832
0.753244,0.594551,0.490274,GALAXY,-0.079553,-0.699453
-1.083746,-1.271789,-1.311165,GALAXY,-0.039316,-0.709374
-0.142513,-0.232443,-0.282273,GALAXY,0.087596,-0.632651
0.372809,0.216947,0.094311,GALAXY,0.045494,-0.628682
0.182775,0.214362,0.250372,STAR,-0.367166,0.83832
1.812793,1.683438,1.789948,QSO,4.119598,-0.682918
1.907937,2.130402,2.013431,QSO,1.539311,-0.413063
-0.353731,-0.292316,-0.21292,STAR,-0.367657,2.518956
-0.515246,-0.229955,-0.021639,STAR,-0.366597,-0.84827
-0.580815,-0.628326,-0.631663,GALAXY,-0.17295,-0.818506
0.586193,0.445976,0.400096,GALAXY,-0.181653,-0.699453
-1.438439,-1.301646,-1.164626,STAR,-0.367983,1.079733
0.213394,0.047412,-0.046777,GALAXY,-0.127638,-0.82512
0.249089,0.242241,0.598784,GALAXY,-0.30955,-0.698792
-0.039431,-0.179534,-0.283067,GALAXY,0.039526,-0.622068
0.827156,0.827396,0.862269,STAR,-0.367646,0.540025
0.204986,0.113984,0.085993,GALAXY,-0.202446,-0.679611
0.342839,0.184988,0.113355,GALAXY,-0.157891,-0.703421
0.228789,0.113316,0.082014,GALAXY,-0.229715,-0.826443
0.308199,0.12486,-0.01185,GALAXY,-0.102081,-0.827766
-0.240171,-0.397037,-0.519174,GALAXY,-0.062656,-0.661091
0.927968,0.742958,0.648508,GALAXY,-0.111632,-0.661091
1.407981,1.187354,1.237591,GALAXY,0.007231,-0.878694
-1.165369,-1.281776,-1.306927,GALAXY,-0.203518,-0.699453
0.281714,0.337167,0.394713,STAR,-0.367206,2.518956
-2.370436,-2.152747,-1.966048,STAR,-0.368223,1.075765
-0.252769,-0.387471,-0.527199,GALAXY,-0.038582,-0.585029
-0.265103,-0.302084,-0.449762,GALAXY,-0.186098,-0.629344
-0.790565,-0.956238,-1.124056,GALAXY,-0.217077,-0.825782
0.581137,0.435382,0.334338,GALAXY,-0.088423,-0.631989
0.289048,0.279941,0.263405,GALAXY,-0.234306,-0.659768
0.463179,0.479649,0.51027,STAR,-0.366986,1.01227
0.089712,0.205913,0.296894,STAR,-0.370715,0.637913
2.044942,2.345645,2.648167,STAR,-0.367996,1.751062
0.58206,0.386789,0.284764,GALAXY,-0.162107,-0.827766
-1.680107,-1.398955,-1.174658,STAR,-0.367805,0.579048
-0.281618,-0.366415,-0.408272,GALAXY,-0.143096,-0.703421
0.411243,0.285031,0.201651,GALAXY,-0.134027,-0.839671
-0.130517,-0.042881,0.045047,STAR,-0.368055,1.030128
-0.517562,-0.653128,-0.781588,GALAXY,-0.145374,-0.824459
-2.139567,-1.823613,-1.56899,STAR,-0.368076,0.793344
-0.231141,-0.358845,-0.487356,GALAXY,-0.156437,-0.632651
0.391367,0.601004,0.632073,STAR,-0.368622,-0.629344
-0.558293,-0.671749,-0.776614,GALAXY,-0.119421,-0.688209
-1.390514,-1.547776,-1.588853,QSO,-0.134105,-0.688209
-0.493853,-0.319035,-0.214191,STAR,-0.368539,-0.706067
-0.134914,-0.09863,-0.043534,STAR,-0.367978,0.793344
0.91665,0.78268,0.734539,GALAXY,-0.017244,-0.669028
-0.593762,-0.764337,-0.89998,GALAXY,-0.127739,-0.826443
0.471917,0.350584,0.258097,GALAXY,0.041985,-0.629344
-1.972206,-1.81825,-1.649328,STAR,-0.36756,0.83832
0.298935,0.342583,0.389279,STAR,-0.368064,1.342312
1.028469,1.320789,1.546954,STAR,-0.368164,0.521505
0.007467,0.003822,0.030802,STAR,-0.368185,1.034758
-0.209344,-0.172131,-0.065018,GALAXY,-0.287466,-0.682918
-0.520396,-0.550289,-0.584129,GALAXY,-0.314937,-0.37867
0.15176,0.151869,0.176087,STAR,-0.364798,0.793344
1.470736,1.528059,1.620913,STAR,-0.367405,-0.632651
0.455797,0.213992,0.097613,GALAXY,-0.065085,-0.844963
-0.044102,0.023691,0.07918,STAR,-0.367604,1.065844
-0.413322,-0.062056,0.134129,STAR,-0.366263,-0.626698
-0.609881,-0.743069,-0.896243,GALAXY,-0.126288,-0.82512
0.598556,0.674197,0.752755,STAR,-0.369006,2.345667
0.391423,0.253081,0.171623,GALAXY,-0.21937,-0.622068
-0.747998,-0.797597,-0.746652,GALAXY,-0.165902,-0.651832
-0.357987,-0.351846,-0.34182,STAR,-0.367868,0.841627
-0.009584,0.03251,0.084739,STAR,-0.369364,0.1994
0.219825,0.235374,0.271731,STAR,-0.365936,0.793344
1.340632,1.196955,1.203792,GALAXY,0.038572,-0.622068
-0.386102,-0.537206,-0.688217,GALAXY,-0.094595,-0.661091
0.267148,0.203978,0.169391,GALAXY,-0.048364,-0.688209
0.990308,1.023139,1.075009,STAR,-0.369528,2.319211
0.34476,0.366356,0.402554,STAR,-0.369097,1.342312
-0.323734,-0.359223,-0.470787,GALAXY,-0.242398,-0.709374
0.542806,0.408619,0.325134,GALAXY,-0.249417,-0.682918
-1.562771,-1.612853,-1.64249,GALAXY,-0.143598,-0.741122
0.208442,0.134522,0.000639,GALAXY,-0.296163,-0.827105
0.279492,0.240667,0.253432,GALAXY,-0.258434,-0.583045
0.921622,0.789151,0.779648,GALAXY,-0.098907,-0.682256
1.514443,1.432526,1.554494,QSO,4.336134,-0.568494
0.742171,0.661756,0.699403,GALAXY,-0.252232,-0.703421
0.287504,0.231515,0.177617,GALAXY,-0.267913,-0.743106
2.392667,2.172919,2.132734,QSO,4.208273,-0.645218
-0.565892,-0.406348,-0.299311,STAR,-0.368797,2.504405
0.413503,0.291186,0.198115,GALAXY,-0.166912,-0.699453
0.355927,0.303591,0.700055,GALAXY,-0.311943,-0.62273
-0.379012,-0.509732,-0.61812,GALAXY,-0.147544,-0.818506
0.251273,0.28664,0.329481,STAR,-0.368387,1.132646
0.787366,0.81012,0.857169,STAR,-0.367401,-0.866789
0.83563,0.756797,0.719366,GALAXY,-0.245007,-0.632651
1.039655,1.056953,1.108306,STAR,-0.366954,2.504405
-2.588038,-2.345062,-2.165822,STAR,-0.368129,0.793344
-1.160897,-1.001929,-0.878512,STAR,-0.368041,0.841627
0.076671,-0.021218,-0.060086,STAR,-0.367716,2.501098
1.822914,1.525228,1.746369,GALAXY,-0.220574,-0.651832
0.232235,0.126583,0.078336,GALAXY,-0.191988,-0.877372
0.814699,0.821892,0.832265,STAR,-0.365505,1.290061
-1.342975,-1.402744,-1.500699,GALAXY,-0.162785,-0.466637
-0.602631,-0.619411,-0.621013,GALAXY,-0.188569,-0.823798
0.409652,0.248949,0.092923,GALAXY,-0.151058,-0.682918
0.740777,0.621551,0.60538,GALAXY,-0.069705,-0.84364
-0.082385,-0.038467,0.001919,STAR,-0.365387,0.841627
0.580525,0.453616,0.388802,GALAXY,-0.138918,-0.839671
0.249108,0.147121,0.07342,GALAXY,-0.083284,-0.435551
-0.025214,-0.094138,-0.136353,GALAXY,-0.179166,-0.878694
1.194427,1.304973,1.411976,QSO,2.880534,-0.679611
-0.502704,-0.664408,-0.826505,GALAXY,-0.11429,-0.84827
1.173158,1.182079,1.204235,STAR,-0.369226,-0.84364
-0.243532,-0.371329,-0.481128,GALAXY,-0.120755,-0.650509
1.557321,1.511213,1.511224,QSO,4.098682,-0.630005
-0.313678,-0.332742,-0.295381,STAR,-0.367372,1.212015
0.677336,0.728513,0.804235,GALAXY,-0.259424,-0.680934
-0.428585,-0.601502,-0.771105,GALAXY,-0.168211,-0.838349
-0.118889,-0.122465,-0.144637,GALAXY,-0.305266,-0.82512
-0.663314,-0.575882,-0.47526,STAR,-0.368281,1.065844
2.31031,2.585243,2.735008,STAR,-0.367525,1.072458
0.624345,0.620355,0.651894,STAR,-0.367617,-0.688209
-1.056837,-0.858041,-0.697848,STAR,-0.365751,1.065844
0.935519,0.845287,0.858523,GALAXY,-0.162887,-0.699453
0.717587,0.827545,0.924482,STAR,-0.368219,0.83832
0.104796,0.235884,0.339112,STAR,-0.367359,1.290061
2.084007,2.086732,2.127183,QSO,3.178144,-0.622068
0.754807,0.581495,0.474022,GALAXY,0.019236,-0.823798
2.114259,1.916406,1.748952,QSO,4.660164,-0.82512
2.385069,2.712198,2.871725,STAR,-0.368241,1.602245
-1.084763,-1.224391,-1.361048,GALAXY,-0.191155,-0.82512
0.088799,0.205517,0.276187,STAR,-0.367146,0.793344
-0.786969,-0.623332,-0.48321,STAR,-0.367686,2.518956
0.60364,0.659936,0.720093,STAR,-0.36832,1.721299
1.084623,1.032151,1.019291,GALAXY,-0.27767,-0.628682
-0.550017,-0.42634,-0.342999,STAR,-0.366629,1.075765
0.268362,0.504108,0.511156,QSO,2.080562,-0.388591
0.573896,0.660877,0.765562,STAR,-0.369364,2.320534
0.158982,0.246479,0.321305,STAR,-0.368391,1.010286
-1.453381,-1.221376,-1.050373,STAR,-0.367635,1.010286
-1.40701,-1.306684,-1.211307,GALAXY,-0.35821,-0.624052
1.391673,1.604109,1.703408,STAR,-0.369106,-0.610824
-1.826161,-1.653358,-1.52001,STAR,-0.36782,0.793344
-0.081236,0.238891,0.409158,STAR,-0.367638,-0.682918
0.256386,0.066913,-0.012628,GALAXY,-0.15172,-0.631328
-0.047774,-0.048604,0.081838,STAR,-0.367751,0.334327
1.475716,1.52783,1.602112,STAR,-0.367561,2.504405
0.585214,0.605286,0.650573,STAR,-0.367921,-0.84364
0.26985,0.071423,-0.087732,GALAXY,0.113335,-0.628682
1.650685,1.691975,1.572585,QSO,5.168372,-0.585029
0.277505,0.087688,-0.010839,GALAXY,0.053952,-0.688209
0.252864,0.257636,0.278745,GALAXY,-0.313238,-0.606856
0.815753,0.690365,0.644847,GALAXY,-0.140178,-0.415048
-0.367073,-0.426798,-0.494052,GALAXY,-0.229074,-0.651832
-0.63084,-0.543018,-0.464567,STAR,-0.368188,1.243762
-0.533079,-0.540653,-0.503733,STAR,-0.368207,1.105528
-1.359038,-1.4265,-1.483093,GALAXY,-0.26806,-0.825782
0.31367,0.127647,-0.013405,GALAXY,-0.125505,-0.69813
1.558856,1.663612,1.725152,QSO,3.090144,-0.626698
-2.549463,-2.52039,-2.501084,GALAXY,-0.301789,-0.878694
0.428511,0.422405,0.426513,STAR,-0.368312,0.841627
-0.37051,-0.491233,-0.619149,GALAXY,-0.078885,-0.678288
-1.232898,-1.293997,-1.37674,GALAXY,-0.148754,-0.682256
2.013654,2.028433,2.090141,QSO,3.086555,-0.622068
-0.24598,-0.34061,-0.434204,GALAXY,-0.293381,-0.88134
0.105935,-0.00024,-0.067526,GALAXY,-0.161333,-0.589659
-1.039248,-1.110976,-1.213999,GALAXY,-0.16786,-0.585029
-0.181568,-0.14463,-0.070135,STAR,-0.368004,1.01227
0.373129,0.470883,0.554928,STAR,-0.367393,1.132646
0.461955,0.322221,0.271054,GALAXY,-0.158102,-0.703421
-0.432436,-0.54468,-0.598149,GALAXY,-0.174633,-0.632651
0.94887,1.013943,1.086771,STAR,-0.365346,1.578435
1.037376,1.078686,1.149921,STAR,-0.366766,1.561899
-1.512991,-1.558704,-1.602789,GALAXY,-0.244486,-0.703421
0.438991,0.228526,0.102253,GALAXY,0.035966,-0.622068
0.021958,0.076373,0.135676,STAR,-0.368054,1.01227
0.217942,0.012851,-0.155522,GALAXY,0.075482,-0.845624
-2.417655,-2.216462,-2.067101,STAR,-0.367357,1.065844
1.452969,1.571192,1.655472,STAR,-0.367402,-0.650509
0.308896,0.121211,-0.031621,GALAXY,-0.262458,-0.37404
-0.113183,-0.142027,-0.149695,STAR,-0.367751,1.114788
0.629891,0.492608,0.425025,GALAXY,-0.132173,-0.661091
0.519381,0.526958,0.535333,STAR,-0.367593,0.304564
-1.494226,-1.362451,-1.238218,STAR,-0.368027,1.079733
0.9964,1.092577,1.187507,STAR,-0.367247,1.499066
0.701411,0.614834,0.582942,GALAXY,-0.205751,-0.699453
-1.65671,-1.582609,-1.517795,STAR,-0.368229,-0.827105
0.232734,0.308954,0.363196,STAR,-0.366424,-0.87671
0.57303,0.630624,0.704084,STAR,-0.369239,2.496468
-0.112421,-0.241666,-0.355254,GALAXY,-0.081543,-0.818506
-2.209176,-2.227083,-2.239832,GALAXY,-0.1975,-0.62273
0.45157,0.306633,0.25181,GALAXY,-0.189092,-0.82512
-1.486373,-1.458502,-1.495692,GALAXY,-0.294989,-0.680272
-1.249196,-1.127847,-1.036562,STAR,-0.36813,-0.373379
-2.287682,-2.050955,-1.874433,STAR,-0.367923,1.131985
-2.386781,-2.208875,-2.064393,STAR,-0.366238,1.075765
0.905954,0.849235,0.859192,GALAXY,-0.260191,-0.682256
-0.214617,-0.254036,-0.259459,STAR,-0.367772,2.504405
0.74911,0.759452,0.772618,STAR,-0.363995,1.310565
2.289539,2.488918,2.616842,QSO,3.124365,1.553301
0.241594,0.103188,0.082123,GALAXY,-0.177278,-0.878694
-1.349603,-1.433208,-1.522409,GALAXY,-0.156933,-0.628682
-0.394557,-0.542446,-0.671272,GALAXY,-0.157869,-0.661091
-0.298227,-0.423958,-0.595825,GALAXY,-0.079443,-0.688209
-0.480257,-0.608878,-0.754327,GALAXY,-0.061059,-0.622068
0.157391,0.129186,0.180367,GALAXY,-0.092957,-0.630005
0.7873,0.685635,0.667995,GALAXY,-0.086969,-0.632651
-0.729242,-0.616149,-0.520361,STAR,-0.367784,0.841627
-0.381018,-0.469403,-0.552579,GALAXY,-0.233082,-0.574447
-0.351698,-0.432292,-0.508791,GALAXY,-0.238608,-0.37404
1.094246,1.082423,1.099094,STAR,-0.370294,1.108174
0.779805,0.827747,0.883845,STAR,-0.367359,-0.415709
-0.459091,-0.574836,-0.665596,GALAXY,-0.146577,1.93361
0.583199,0.573116,0.561232,STAR,-0.365772,1.065844
-0.72685,-0.856713,-0.980343,GALAXY,-0.153029,-0.395867
-0.30591,-0.440548,-0.59106,GALAXY,-0.08179,-0.624052
1.856453,1.960788,1.366817,QSO,0.494761,-0.862159
-0.097271,0.051729,0.068446,GALAXY,-0.313969,-0.606856
0.559547,0.52491,0.425644,GALAXY,-0.242987,-0.706067
-0.638062,-0.781718,-0.913498,GALAXY,0.004504,-0.348907
-1.253424,-1.256535,-1.225544,GALAXY,-0.248488,-0.864805
-1.533413,-1.365827,-1.231647,STAR,-0.368024,0.793344
0.042992,-0.027513,-0.117811,GALAXY,-0.198825,-0.82512
-0.506838,-0.611094,-0.699913,GALAXY,-0.149011,-0.631328
-1.694588,-1.702373,-1.671072,STAR,-0.367847,1.010286
0.434754,0.324428,0.204937,GALAXY,-0.029461,-0.632651
-0.973481,-0.883467,-0.804586,STAR,-0.367866,0.83832
0.831609,0.911991,0.94967,GALAXY,-0.304369,-0.827105
-0.516036,-0.421601,-0.321723,STAR,-0.368149,2.504405
0.592473,0.624329,0.669374,STAR,-0.365825,1.290061
2.592879,2.892538,3.067369,STAR,-0.368198,1.578435
-0.142296,-0.269888,-0.414584,GALAXY,-0.121083,-0.682256
-0.601586,-0.453683,-0.346293,STAR,-0.367507,1.310565
0.362781,0.456535,0.553365,STAR,-0.367642,2.163119
-0.668408,-0.794423,-0.904302,GALAXY,-0.061876,-0.824459
0.699735,0.773923,0.835475,STAR,-0.367481,1.524861
0.867906,0.77897,0.754778,GALAXY,-0.116365,-0.650509
-0.043923,0.100436,0.207336,STAR,-0.367204,2.641978
0.161496,0.01148,0.014692,GALAXY,0.011458,-0.659768
-1.015549,-1.081523,-1.166223,GALAXY,-0.118768,-0.681595
-1.178589,-1.01415,-0.888744,STAR,-0.367833,-0.628682
0.42949,0.373742,0.390115,STAR,-0.368042,0.211305
-2.011741,-1.696253,-1.596946,STAR,-0.367713,0.579048
1.230743,1.289683,1.373939,STAR,-0.36833,2.499775
-0.618459,-0.738198,-0.849094,GALAXY,0.031056,-0.651832
-0.622743,-0.78105,-0.922852,GALAXY,-0.01364,-0.681595
-0.793268,-0.932746,-1.040675,GALAXY,-0.227004,-0.37867
-1.216901,-1.091976,-0.990834,STAR,-0.367435,1.243762
0.777611,0.787647,0.796335,STAR,-0.36766,1.075765
-0.633928,-0.565182,-0.522509,STAR,-0.36792,0.793344
0.355936,0.1654,0.011858,GALAXY,-0.126554,-0.84827
-0.787392,-0.856239,-0.8932,GALAXY,-0.15821,-0.37867
-0.823906,-0.766966,-0.760597,GALAXY,-0.31092,-0.585691
0.728839,0.796976,0.830284,STAR,-0.367055,-0.878694
-0.610757,-0.516396,-0.406793,STAR,-0.36849,1.079733
-1.106456,-1.118554,-1.173128,GALAXY,-0.253277,-0.703421
1.081978,1.126936,1.168722,STAR,-0.368676,-0.377347
-0.611538,-0.711629,-0.834322,GALAXY,-0.159942,-0.706067
1.488456,1.528314,1.578069,QSO,3.106193,-0.688209
-1.229772,-0.989128,-0.810454,STAR,-0.369097,0.540025
2.070072,2.44611,2.645165,STAR,-0.368054,1.578435
-0.453941,-0.283401,-0.375343,STAR,-0.368124,-0.880679
-0.844319,-0.66388,-0.534781,STAR,-0.368813,1.323793
-1.054577,-0.951402,-0.938702,GALAXY,-0.339894,-0.698792
-0.655565,-0.769076,-0.842289,GALAXY,-0.121087,-0.87671
-1.398677,-1.468886,-1.54422,GALAXY,-0.195896,-0.682918
0.694547,0.663101,0.745674,QSO,3.708521,-0.37867
-0.533389,-0.559696,-0.553574,GALAXY,-0.190402,-0.415048
-0.773655,-0.88432,-1.009075,GALAXY,-0.147107,-0.88134
1.884906,1.865044,1.752396,QSO,5.071562,-0.631989
0.057464,0.047544,0.09075,STAR,-0.367769,1.27088
-0.439789,-0.387603,-0.346017,GALAXY,-0.282383,-0.688209
-0.350059,-0.385528,-0.390566,STAR,-0.367418,1.212015
2.100127,2.280708,2.395583,QSO,2.558697,-0.413063
0.413672,0.519547,0.557528,STAR,-0.367476,1.310565
-1.709625,-1.783856,-1.853216,GALAXY,-0.2485,-0.622068
1.877346,1.903913,1.835593,QSO,1.762101,-0.826443
-0.866963,-0.684023,-0.539764,STAR,-0.368113,1.758999
0.406356,0.175,0.067635,GALAXY,0.080841,-0.864805
0.860468,0.916379,0.966808,STAR,-0.367871,-0.688209
1.292198,1.321668,1.370746,STAR,-0.366978,2.51631
0.664389,0.746879,0.839421,STAR,-0.36838,-0.413063
0.788759,0.943933,0.866666,STAR,-0.368183,-0.631328
0.386556,0.482981,0.576003,STAR,-0.366959,1.758337
-0.689151,-0.781367,-0.885776,GALAXY,-0.24333,-0.427614
-0.239587,-0.378319,-0.49534,GALAXY,-0.12136,-0.688209
1.423865,1.404172,1.436746,GALAXY,-0.36928,0.520844
1.050464,1.127218,1.169032,STAR,-0.370139,2.307306
-0.582011,-0.685579,-0.795766,GALAXY,-0.170127,-0.661091
-1.080018,-0.916868,-0.78025,STAR,-0.368238,0.793344
-0.708095,-0.712271,-0.712519,GALAXY,-0.211293,-0.628682
-0.502638,-0.461402,-0.399846,STAR,-0.367296,1.342312
-0.001139,-0.160657,-0.287557,GALAXY,-0.101682,-0.878033
-0.231668,-0.308661,-0.365219,GALAXY,-0.252589,-0.681595
-0.106319,-0.080598,-0.083268,GALAXY,-0.277211,-0.824459
1.154826,1.263422,1.336295,QSO,3.155144,2.464059
-0.792797,-0.689764,-0.637264,STAR,-0.367894,1.222597
0.444442,0.335356,0.321497,GALAXY,-0.186762,-0.66043
0.600364,0.44733,0.321623,GALAXY,-0.049583,-0.606856
-0.930631,-1.018907,-1.104578,GALAXY,-0.153512,-0.682918
-0.45428,-0.586292,-0.696987,GALAXY,-0.086749,-0.844963
-0.065145,-0.040375,-0.006249,STAR,-0.367799,0.841627
0.876653,1.274227,1.541277,QSO,9.70873,2.499775
1.9952,1.9917,1.733729,QSO,0.632031,-0.651832
0.153333,0.126082,0.154017,STAR,-0.368439,0.1994
-1.263348,-1.327564,-1.431196,GALAXY,-0.093595,-0.630005
-0.161127,-0.260868,-0.34488,GALAXY,-0.095809,-0.825782
2.155217,2.249022,2.301945,QSO,2.568739,-0.650509
0.442729,0.518712,0.603449,STAR,-0.367905,1.065844
-0.958623,-0.9226,-0.89595,STAR,-0.368407,1.342312
0.286939,0.267887,0.363113,GALAXY,-0.172571,-0.37404
-2.051965,-1.944862,-1.855515,GALAXY,-0.298111,-0.585029
1.091158,1.283397,1.330209,STAR,-0.3679,2.504405
0.518571,0.374524,0.288292,GALAXY,-0.191754,-0.37404
-0.166522,-0.024919,0.108824,STAR,-0.367619,0.793344
-1.262538,-1.110035,-0.976096,STAR,-0.368106,0.793344
1.577913,1.521614,1.591002,QSO,3.479155,-0.88134
-1.089461,-0.9389,-0.808833,GALAXY,1.845381,-0.377347
2.36249,2.511355,2.673497,QSO,6.190355,1.105528
-0.295195,-0.381625,-0.540165,GALAXY,-0.192211,-0.589659
0.508148,0.522501,0.557445,STAR,-0.367796,2.504405
-1.814787,-1.875424,-1.967519,GALAXY,-0.270595,-0.681595
-0.504437,-0.58827,-0.619098,GALAXY,-0.284004,-0.699453
-0.899164,-1.00484,-1.144897,GALAXY,-0.166244,-0.632651
-1.106061,-0.948694,-0.819634,STAR,-0.368242,1.030128
-0.349702,-0.462862,-0.592372,GALAXY,-0.191641,-0.681595
0.734516,0.787586,0.852613,STAR,-0.367004,1.593647
0.263608,0.283677,0.305338,STAR,-0.367592,1.010286
-0.010102,0.006609,0.032123,STAR,-0.36709,1.290061
0.162795,0.055378,0.408866,GALAXY,-0.043116,-0.823798
-0.632017,-0.650235,-0.678879,GALAXY,-0.286256,-0.629344
0.901115,0.799939,0.73555,GALAXY,-0.091226,-0.412402
-0.867547,-0.975703,-1.120311,GALAXY,-0.093096,-0.630005
-1.030078,-1.160676,-1.303065,GALAXY,-0.09461,-0.388591
0.857709,0.930498,0.986688,STAR,-0.36779,-0.379332
-1.630252,-1.328751,-1.075218,STAR,-0.369052,-0.689532
0.3955,0.21772,0.097279,GALAXY,-0.144489,-0.624052
2.305922,2.298969,2.3534,QSO,3.450694,1.290061
-0.69302,-0.79932,-0.870286,GALAXY,-0.146456,-0.703421
-0.340804,-0.474511,-0.576798,GALAXY,-0.270888,-0.682256
-0.310655,-0.427659,-0.543626,GALAXY,-0.198023,-0.650509
-1.960559,-1.703929,-1.502346,STAR,-0.36775,1.030128
0.333273,0.252308,0.219625,GALAXY,-0.088006,-0.632651
0.61573,0.575622,0.674123,QSO,4.206579,-0.37404
-0.219833,-0.124444,-0.011332,STAR,-0.367625,-0.682256
-1.193343,-1.007978,-0.868371,STAR,-0.368191,-0.66969
-1.172186,-1.009051,-0.867159,STAR,-0.368769,1.030128
-0.039074,0.042278,0.104702,STAR,-0.369468,1.323793
0.693201,0.791393,0.873404,STAR,-0.369763,0.861469
-0.315796,-0.177318,-0.023855,STAR,-0.366328,-0.700114
-0.147946,-0.265527,-0.332658,GALAXY,-0.193517,-0.574447
0.39325,0.449607,0.534556,GALAXY,-0.312261,-0.415048
0.497734,0.398922,0.36659,GALAXY,-0.153395,-0.880679
-0.744966,-0.640889,-0.528545,GALAXY,-0.368064,-0.699453
0.430733,0.386947,0.323052,GALAXY,-0.233552,-0.699453
-0.425054,-0.398619,-0.42638,GALAXY,-0.093275,-0.622068
-0.470352,-0.683249,-0.668371,GALAXY,-0.130738,-0.622068
-0.551721,-0.542147,-0.501342,GALAXY,-0.232492,-0.706067
-1.696104,-1.454889,-1.294839,STAR,-0.366924,1.132646
0.400782,0.335787,0.271823,GALAXY,-0.267667,-0.682256
