@relation 'output-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R3,5,9,13,15-19'

@attribute Season {winter,spring,summer,autumn}
@attribute Location {Cobar,CoffsHarbour,Moree,NorfolkIsland,Sydney,SydneyAirport,WaggaWagga,Williamtown,Canberra,Sale,MelbourneAirport,Melbourne,Mildura,Portland,Watsonia,Brisbane,Cairns,Townsville,MountGambier,Nuriootpa,Woomera,PerthAirport,Perth,Hobart,AliceSprings,Darwin}
@attribute Rainfall numeric
@attribute Sunshine numeric
@attribute WindGustSpeed numeric
@attribute WindSpeed9am numeric
@attribute Humidity9am numeric
@attribute Humidity3pm numeric
@attribute Pressure9am numeric
@attribute Cloud3pm numeric
@attribute RainTomorrow {No,Yes}

@data
winter,Moree,0,11.3,48,22,53,24,1017.9,2,No
spring,WaggaWagga,0,9.1,20,9,83,54,1022.3,3,No
winter,SydneyAirport,0,3.2,56,26,58,68,1022.1,7,No
autumn,Perth,0.4,11.1,35,17,44,35,1031.1,3,No
spring,Hobart,3.2,3.6,46,22,58,58,1011.3,6,No
winter,Sydney,0,4.9,41,9,84,54,1016.3,6,Yes
autumn,Perth,0,11.4,37,13,59,50,1022.4,1,No
winter,NorfolkIsland,0,7.6,37,20,57,57,1020.9,2,No
summer,WaggaWagga,5.4,5,44,11,83,65,1008.8,7,No
autumn,Nuriootpa,5.6,2.8,59,26,93,61,1000.5,7,Yes
winter,Darwin,90.4,5.4,46,17,95,70,1008.3,6,Yes
winter,Darwin,1,2.7,37,17,84,72,1009.6,7,Yes
summer,SydneyAirport,6.2,2.9,39,11,96,92,1031.4,7,Yes
autumn,Williamtown,0,9.7,67,19,47,20,1004.5,4,No
winter,PerthAirport,0,12.9,41,20,54,40,1010.8,1,No
spring,PerthAirport,0,7.8,28,11,95,56,1021.3,7,No
spring,Sydney,4.2,3.5,50,22,58,64,1020.7,8,Yes
summer,MelbourneAirport,0,7.6,65,28,67,44,1021.7,7,Yes
autumn,MountGambier,0.4,7.1,26,17,83,60,1012.4,1,No
spring,Sale,0,1.4,33,11,93,71,1005.2,7,No
spring,Cairns,0,10.2,33,6,66,55,1015.8,4,Yes
spring,Cairns,0,9.7,39,11,65,72,1009.3,7,Yes
spring,Nuriootpa,0,9.2,28,6,71,25,1026.9,3,No
spring,Cairns,0.4,5.4,43,24,75,78,1017.1,7,Yes
autumn,SydneyAirport,27.6,7.5,76,9,79,43,1006.6,7,Yes
summer,Cobar,0,6.1,22,6,77,50,1022.5,4,No
autumn,Watsonia,0,9,37,7,69,23,1009.1,7,No
spring,Sydney,0,9.2,30,22,69,49,1021,1,No
summer,Watsonia,0.6,7.8,43,17,66,63,1017.6,7,No
winter,CoffsHarbour,3.2,2.3,33,15,82,60,1024.8,7,Yes
winter,MountGambier,0,10.5,39,24,61,49,1024.6,2,No
summer,Woomera,0,10.2,72,19,67,28,1018.4,1,No
spring,AliceSprings,0,10.7,43,6,56,26,1027.4,1,No
winter,Sale,4.2,12.7,33,24,82,64,1008.6,1,No
autumn,Nuriootpa,0,7.6,33,13,69,34,1022.8,2,No
winter,NorfolkIsland,0,9.7,35,17,80,78,1021.8,3,No
summer,Melbourne,0,3.7,46,13,74,62,1027.1,7,No
summer,Perth,2.6,7.6,26,9,83,55,1021.3,7,No
spring,Williamtown,4.4,2,33,11,86,56,1023.8,6,Yes
summer,Darwin,0,6.7,31,11,87,53,1013.1,3,No
spring,Brisbane,0.4,9.7,28,11,74,45,1012.5,3,No
winter,SydneyAirport,0,13,61,15,65,48,1018.7,0,No
autumn,Townsville,0,11,39,13,54,50,1016.4,1,No
winter,Canberra,0.4,8.5,41,11,88,49,1007,8,No
autumn,PerthAirport,0,13.3,50,24,41,37,1013.4,1,No
summer,Woomera,0,11,54,26,42,18,1019.8,0,No
autumn,SydneyAirport,0,11.4,52,17,55,35,1019.1,2,No
spring,Cairns,2.8,8.6,52,20,80,68,1017.5,5,Yes
autumn,SydneyAirport,0,9.3,44,13,64,56,1016.1,7,No
autumn,SydneyAirport,0,9.3,52,13,53,49,1023.2,5,No
spring,WaggaWagga,0,8.2,43,6,79,38,1018.9,6,No
winter,WaggaWagga,0,12,56,31,48,30,1020.3,1,No
winter,Perth,0,12.9,43,7,54,50,1012.5,0,No
summer,WaggaWagga,0,9.2,20,9,85,55,1033.6,1,No
summer,Moree,0,9.9,33,2,43,21,1026.3,2,No
spring,Brisbane,0,5,19,6,92,66,1019.7,7,No
winter,Portland,0,6.1,56,30,98,42,1010.6,7,No
winter,AliceSprings,0,9.1,50,20,28,18,1011.3,5,No
spring,MountGambier,0.2,1.3,19,7,93,58,1030.4,8,No
autumn,Watsonia,1.6,9,35,19,100,39,1007.7,1,No
winter,Perth,0,11.2,24,6,62,45,1008.4,1,No
winter,Townsville,0.8,11.1,35,11,70,63,1010.7,3,Yes
summer,Brisbane,0,10,65,19,53,33,1012.2,1,No
autumn,Watsonia,1.6,5.7,44,19,63,57,1017.3,5,No
summer,Brisbane,0,9.2,19,4,87,53,1028.2,2,Yes
summer,Perth,0,9.1,26,7,66,37,1020.4,1,Yes
summer,WaggaWagga,0,10.8,22,11,76,47,1026.2,2,No
autumn,Brisbane,0,11.3,33,11,52,52,1021.5,0,No
spring,Woomera,0,9.7,31,11,65,45,1027.4,1,No
winter,Mildura,0,12.8,48,24,14,21,1010.4,1,No
autumn,SydneyAirport,0,10.8,48,19,64,56,1018.8,1,No
summer,PerthAirport,0,9.7,41,9,75,49,1018.2,4,Yes
autumn,Portland,1.6,8.9,41,19,62,52,1025.5,6,No
summer,Cairns,0,9.2,46,20,44,42,1018.7,1,No
winter,Sydney,0,5.7,31,9,73,60,1021.2,5,No
winter,Perth,0,10.8,30,6,58,48,1012,1,No
summer,Melbourne,0.4,6.4,65,41,49,40,1017,7,No
winter,Darwin,6.2,3.6,61,15,80,79,1004.8,8,Yes
autumn,Sydney,0.2,12,33,11,71,66,1012.4,1,No
summer,Moree,0,10.3,20,7,56,26,1022.2,1,No
autumn,Sydney,0,10.6,37,17,29,17,1014.6,0,No
winter,Mildura,0,10.3,43,19,63,36,1016.4,3,No
spring,MelbourneAirport,0,6.1,74,46,52,60,1002.5,7,No
winter,Watsonia,0.6,3.4,30,9,97,60,1020.5,7,No
spring,Nuriootpa,0.4,7.8,70,31,89,45,1007.3,6,No
autumn,MelbourneAirport,2,5.7,56,22,69,55,1017.5,5,No
summer,NorfolkIsland,3,6.1,33,15,83,84,1018.7,7,Yes
autumn,Darwin,25.4,8.7,46,11,67,48,1011.6,4,No
autumn,Darwin,0,9.6,35,13,61,47,1009.3,7,No
winter,Nuriootpa,0,8.9,43,11,69,49,1015.9,6,No
winter,Portland,0,4.8,33,13,66,52,1015.1,6,No
winter,SydneyAirport,3,7.4,59,13,57,45,1011.8,3,No
autumn,Williamtown,0,10.7,48,11,65,56,1020.8,2,No
winter,Sydney,0,13.1,41,9,64,58,1019.2,0,No
summer,Melbourne,0,0.7,63,20,72,55,1025.5,8,Yes
spring,Darwin,0,7.8,30,6,73,74,1010,7,Yes
summer,MelbourneAirport,0,3.8,24,11,72,57,1025.5,3,No
autumn,AliceSprings,0,12.9,46,30,8,8,1015.3,1,No
autumn,PerthAirport,0,9,37,13,57,50,1008.2,7,No
summer,Moree,0,6.3,30,20,70,55,1026.8,7,No
winter,Darwin,0,8.8,46,28,78,62,1009.9,2,No
autumn,SydneyAirport,0,9.6,52,24,81,84,1016.3,7,Yes
spring,Watsonia,0,0.3,43,13,67,73,1013.1,7,Yes
spring,CoffsHarbour,2,6.6,37,17,83,61,1024.5,7,No
winter,Brisbane,0.4,10.2,30,9,65,49,1021.4,3,No
spring,MelbourneAirport,0,10.7,22,15,75,35,1033.8,0,No
winter,Watsonia,0,9,54,9,79,13,1010.6,2,No
winter,Townsville,3,8.6,69,9,75,68,1003.1,4,Yes
summer,Mildura,0.2,6.4,35,13,79,38,1026.2,6,No
spring,Hobart,0,8.8,43,17,58,39,1023.1,4,No
winter,Mildura,0,11.8,35,15,61,33,1015,1,No
spring,Williamtown,0.6,8.9,28,9,94,63,1001.9,4,No
winter,AliceSprings,0,11.6,48,24,25,12,1016.5,1,No
summer,MelbourneAirport,0,7.3,52,24,65,48,1014,6,No
spring,MountGambier,2,3.6,50,20,92,58,1022.3,3,No
winter,Melbourne,6.6,11.8,56,24,55,42,1007.4,6,No
summer,MountGambier,10.2,5.8,83,22,72,86,1003.7,7,Yes
spring,Brisbane,0,10.5,22,4,67,53,1017.8,2,No
summer,Sydney,0,7.8,43,20,57,50,1018.7,7,Yes
summer,Watsonia,4,4.6,61,17,95,52,1012.6,5,Yes
autumn,Townsville,0.8,11.3,33,17,71,72,1011.4,3,Yes
summer,Mildura,0,8.4,35,9,84,33,1024.1,4,No
autumn,Moree,8.6,9.5,63,41,95,29,1003,5,No
winter,Sydney,0.2,5.1,39,11,88,63,1021.8,5,No
winter,NorfolkIsland,0.6,1.2,44,26,87,82,1020.5,8,Yes
summer,PerthAirport,0,10.5,43,20,54,34,1036.7,0,No
spring,Townsville,2.2,7.7,37,17,78,67,1013,5,No
summer,Moree,0,4.2,37,19,56,33,1024.2,7,Yes
summer,WaggaWagga,0,5.1,31,11,76,48,1021.8,7,No
spring,MelbourneAirport,0,8.9,52,28,55,34,1020.4,5,No
winter,Sydney,0.2,5.6,37,13,62,52,1005.3,6,No
autumn,Watsonia,1.4,10.6,35,17,71,40,1010.8,1,No
summer,Sydney,0,10.7,48,20,53,28,1002,1,No
summer,PerthAirport,1.4,8.4,26,9,97,51,1025,1,No
autumn,Townsville,0,8.1,48,17,64,57,1020,6,No
winter,Darwin,0,12.1,30,13,74,64,1010.1,2,No
autumn,Watsonia,0.2,4.1,57,28,64,42,995.4,7,Yes
spring,Brisbane,0,10.3,20,6,60,34,1018.9,0,No
winter,Nuriootpa,0,13.4,31,11,26,17,1012.3,1,No
summer,Brisbane,14.6,11.2,46,19,50,28,1013.4,1,No
summer,Watsonia,0,8.6,24,9,100,65,1025.9,5,Yes
winter,MelbourneAirport,0,4.8,46,30,40,60,1013.6,5,Yes
spring,Darwin,0,10.9,28,7,75,54,1010.8,2,No
spring,Melbourne,0,2,30,7,72,57,1017.9,7,Yes
summer,MelbourneAirport,0,0.5,33,15,75,67,1023.3,7,No
autumn,Sydney,0,12.6,44,6,55,46,1019.1,2,No
autumn,Watsonia,0,9.5,35,6,93,54,1021.9,2,No
autumn,AliceSprings,0,12.6,39,24,20,11,1014.9,4,No
spring,Melbourne,0,7.1,56,7,88,53,1029.5,6,No
summer,Woomera,0,8.4,57,11,82,32,1019.9,1,No
summer,Mildura,0,4.8,46,19,61,40,1019.3,7,Yes
spring,Nuriootpa,2.2,2.3,20,7,95,90,1029.3,7,No
spring,Darwin,0,10.7,50,24,73,39,1011.3,4,No
winter,Hobart,0,11.3,67,28,52,38,1002,5,No
autumn,Sale,6,8.5,56,33,99,48,1018.8,8,No
spring,Williamtown,0,8.2,61,26,45,62,1024.2,4,Yes
autumn,Watsonia,0.4,10.5,39,19,65,56,1020.6,4,No
winter,MountGambier,0,12.4,50,19,85,45,1019.5,1,No
winter,SydneyAirport,0,0.9,46,19,78,72,1017.6,7,No
autumn,Cairns,0,0.8,35,19,63,77,1016.4,7,No
spring,Portland,0.2,0.1,31,13,90,100,1017.5,8,Yes
spring,Cobar,0.2,8.6,46,13,61,26,1012.1,2,No
summer,PerthAirport,0,3.3,39,7,66,56,1019.4,7,Yes
winter,WaggaWagga,0,11.2,50,24,52,39,1022.2,6,No
summer,Perth,0,8.7,30,9,51,26,1023.1,5,No
summer,Sydney,0,10.5,48,28,50,23,1014.9,1,No
winter,MelbourneAirport,5.4,4.9,43,19,86,64,1012.7,7,No
spring,Hobart,0,4.1,50,17,60,60,1002,7,No
spring,SydneyAirport,0,7,43,11,73,72,1020.9,6,Yes
spring,WaggaWagga,0,11.1,28,7,76,35,1018.9,2,No
autumn,Mildura,0,13,43,13,61,26,1023.4,0,No
winter,Townsville,0.2,10.9,43,15,68,65,1011.9,5,No
autumn,MelbourneAirport,0.2,8.4,57,20,47,48,1011.6,3,No
autumn,Watsonia,0,3.2,44,9,70,68,1009.3,7,Yes
summer,Perth,0,0.3,43,15,72,87,1014.2,8,Yes
spring,Williamtown,0.2,9.4,39,11,87,50,1020.4,3,Yes
summer,Watsonia,3.6,5,46,15,82,60,1016.5,7,No
winter,NorfolkIsland,0,0,50,26,85,97,1006.7,8,Yes
summer,Cairns,0,10.2,33,19,73,52,1017.3,3,Yes
autumn,SydneyAirport,1.6,9.8,48,30,83,62,1011.3,4,No
winter,NorfolkIsland,4,7,52,33,74,62,1011.2,6,No
autumn,Perth,1,5.8,35,9,90,56,1014.4,7,Yes
autumn,Brisbane,0,9.2,39,9,55,57,1015.3,7,No
spring,MountGambier,8.4,4.6,33,19,94,74,1009.5,7,Yes
autumn,Hobart,0,6.5,33,9,64,62,1026.6,2,No
autumn,Williamtown,10.8,0,52,30,95,94,1018.9,8,Yes
winter,Cobar,0,12.8,30,6,66,35,1012.2,2,No
autumn,MountGambier,1,3.3,37,2,87,48,1014.3,7,No
autumn,Hobart,8.4,7.8,80,13,91,37,993.6,6,No
spring,Hobart,0,8.2,59,15,82,55,1030.6,1,No
summer,Cobar,0,5.5,20,6,90,55,1027.9,7,No
winter,Portland,0.6,5.8,39,17,66,46,1022,6,No
winter,Nuriootpa,0,13,43,6,39,16,1013.5,4,No
summer,Moree,0,6.6,28,19,66,37,1029.3,5,No
spring,Williamtown,3,6.5,35,13,85,70,1029.8,5,No
spring,WaggaWagga,0,10.6,44,7,50,17,1017.9,2,No
spring,Moree,0,10.6,28,17,48,19,1024.2,0,No
winter,Nuriootpa,4.8,6.8,63,20,96,54,1008,6,Yes
spring,Mildura,0,9.9,33,9,69,28,1020.6,2,No
winter,PerthAirport,0,7.8,59,26,52,22,1015,2,No
winter,AliceSprings,1.4,8.1,48,11,48,25,1011.2,7,No
autumn,Perth,0,12.3,44,15,50,46,1013.4,0,No
spring,Watsonia,1,2.7,37,7,69,80,1011.6,7,Yes
summer,Perth,0,5,31,6,75,91,1023.8,5,No
summer,SydneyAirport,0,4.9,28,15,72,36,1019.2,1,No
winter,WaggaWagga,0,13.7,39,26,43,18,1017.8,1,No
autumn,SydneyAirport,0,7.1,39,20,87,53,1016.4,4,No
autumn,Cairns,0,10.8,30,11,65,63,1013.5,2,No
spring,Nuriootpa,0.2,11.2,28,17,71,24,1024.8,2,No
spring,Nuriootpa,3,6.6,44,15,97,71,1014.9,7,Yes
autumn,Watsonia,0.2,8.4,28,2,71,58,1017.7,7,No
summer,Sale,0,3.9,46,24,69,57,1022.8,5,No
autumn,Hobart,0,9,44,22,47,42,1009.4,7,No
summer,Nuriootpa,0,10.8,30,7,71,24,1024,0,No
autumn,Sale,1.2,0.1,31,7,88,91,1016.7,8,Yes
summer,Darwin,0,10.3,57,30,53,39,1013.8,3,No
summer,MelbourneAirport,0,8.1,63,52,69,56,1019.2,7,No
autumn,SydneyAirport,3.8,11.9,83,28,43,11,1004.5,1,No
winter,MountGambier,0.4,6,50,24,85,40,1006,6,No
summer,Cobar,0,5.4,35,19,89,58,1022.7,7,No
summer,Moree,0,9.1,41,22,92,41,1020.1,0,No
winter,Portland,5.8,1.2,46,17,94,73,1006.6,8,Yes
spring,NorfolkIsland,8.6,7.6,52,31,77,62,1022.7,7,No
summer,Hobart,34.6,0.1,43,22,93,92,1008.6,7,Yes
spring,CoffsHarbour,2.4,11.1,22,9,84,63,1017.6,1,No
winter,Brisbane,1.2,7.2,43,11,72,67,1011.5,7,Yes
spring,Sale,0,6.3,22,13,87,67,1036.4,5,No
summer,Perth,1,6.2,35,11,93,68,1015.4,6,No
winter,Perth,0,13,46,13,53,43,1018.2,1,No
summer,Moree,0,7.7,35,19,61,27,1015.1,6,No
autumn,Watsonia,0,9.1,31,9,71,49,1017,2,No
summer,NorfolkIsland,0.4,9,37,20,66,55,1024.6,3,No
winter,Townsville,0,11.9,54,11,76,59,1003.4,6,Yes
winter,SydneyAirport,0,2.6,83,13,49,84,1012.7,7,No
spring,Sale,0,8.4,24,9,99,48,1023.5,1,No
spring,PerthAirport,21.4,7.6,56,35,88,45,1009.9,4,No
spring,Moree,0,9,30,11,66,33,1029.8,3,No
autumn,Brisbane,0,13.1,30,11,54,50,1014.1,1,No
winter,Woomera,0,5.6,43,17,47,19,1012.4,2,No
summer,Sydney,0,10,50,11,52,34,1017.6,2,No
winter,Perth,0,11,30,9,72,58,1012.4,1,No
autumn,SydneyAirport,0,9.8,50,13,53,44,1019.8,6,No
autumn,MountGambier,0,6.9,35,13,66,52,1017.8,6,No
summer,SydneyAirport,0.6,10.3,31,13,77,50,1030.5,1,No
summer,Moree,0,10.3,56,20,74,34,1020.2,5,Yes
summer,Sale,2.6,0,48,7,85,65,1013.5,8,No
autumn,Sale,2.2,8.2,46,9,89,58,1007.7,4,No
winter,Nuriootpa,0,11.2,39,15,31,10,1016.2,2,No
spring,MelbourneAirport,0,7.6,35,19,64,46,1018.9,7,No
winter,NorfolkIsland,0,4.5,50,24,60,72,1005.5,6,Yes
autumn,MelbourneAirport,0,1.2,41,19,66,90,1017.1,8,Yes
summer,Brisbane,0,10.6,24,4,63,54,1028.4,0,No
summer,Cairns,0,10.9,31,15,63,48,1018,1,No
summer,MountGambier,0,1.2,37,20,40,45,1015.4,8,Yes
spring,MelbourneAirport,0.4,4.6,41,24,83,60,1019.1,6,Yes
autumn,Cairns,4.2,9.8,41,19,62,52,1012.2,6,No
autumn,Hobart,1.6,7,30,13,64,64,1020.6,7,No
winter,Townsville,0,11.2,31,6,61,43,1014.3,1,No
winter,NorfolkIsland,0,1.3,28,13,82,75,1015,7,No
spring,Perth,0,9.2,26,9,79,61,1007.8,7,Yes
autumn,Watsonia,0,9.2,33,7,91,32,1022.6,7,No
summer,CoffsHarbour,0,1.1,28,7,62,76,1015.8,7,No
summer,Nuriootpa,0,6,33,20,67,65,1027.2,7,No
spring,Hobart,0,9.2,46,6,74,51,1022,3,No
summer,Canberra,0,9.6,56,19,47,28,1022.2,5,No
spring,Darwin,0,10.9,26,15,43,43,1011.2,4,No
winter,Watsonia,8.2,4.6,39,7,99,66,1020.5,7,Yes
spring,Moree,0,11.1,31,9,40,11,1019.6,1,No
spring,PerthAirport,0,9.4,41,9,76,53,1026.8,1,No
autumn,MelbourneAirport,0,3,52,28,25,23,1016.3,7,Yes
winter,Mildura,0,12.7,35,11,40,16,1015.8,1,No
winter,AliceSprings,0,11.5,35,22,22,15,1010.7,6,No
winter,Brisbane,0,9.3,46,7,65,57,1012.5,1,Yes
summer,Mildura,0,8.8,65,24,33,26,1013,4,No
winter,Mildura,0,3.6,19,9,39,10,1009,7,No
spring,MountGambier,0.8,0.1,15,9,95,75,1025,8,No
summer,Brisbane,0.2,9.7,39,17,58,48,1014.8,0,No
autumn,Sale,5,7.1,37,24,66,56,1015.7,5,No
autumn,Darwin,0,10.1,39,11,64,54,1014,1,No
autumn,Canberra,11.6,7.7,54,30,75,84,1000.4,7,No
spring,Brisbane,0.4,9.3,28,6,77,59,1020.1,2,No
summer,Portland,0.6,1.9,98,33,89,66,995.9,1,Yes
summer,SydneyAirport,0,9.5,30,19,60,35,1026.5,0,No
winter,Darwin,0,10.8,48,28,75,62,1008.3,3,No
autumn,Melbourne,2.6,13,46,28,45,42,1025.6,1,No
autumn,Watsonia,2.8,12.7,57,19,55,33,1023.5,1,No
summer,Brisbane,0,10.3,46,2,55,25,1011.4,1,No
winter,Sydney,33,0,37,20,96,93,1013.3,8,Yes
winter,CoffsHarbour,0,7.6,44,11,69,60,1015.1,6,No
autumn,Nuriootpa,0.2,9.9,59,31,63,56,1014.7,7,No
winter,MelbourneAirport,0.4,0,19,9,92,80,1016.2,8,Yes
spring,Nuriootpa,0,9.2,28,6,70,37,1023.3,5,No
autumn,Portland,0,5.9,37,22,80,85,1022.1,8,No
winter,Melbourne,0,13.4,43,9,69,65,1013.3,6,No
spring,WaggaWagga,0,8.4,31,13,64,26,1021.1,6,Yes
summer,MelbourneAirport,0,0.5,72,37,73,79,1013.3,7,No
autumn,Brisbane,0,12.3,31,4,50,45,1011.9,1,No
autumn,Moree,0,12.9,35,20,46,21,1021.7,1,No
spring,Sydney,0,9.6,30,13,81,42,1025.5,1,No
spring,MelbourneAirport,1.8,3.4,31,20,83,66,1029,6,No
spring,Brisbane,0.2,9,24,7,72,52,1017.3,2,No
spring,SydneyAirport,0,8,50,33,49,52,1008,6,No
summer,Melbourne,0,3.8,61,37,54,39,1018.9,7,No
summer,Melbourne,15.6,6,41,20,82,51,1017.8,5,No
autumn,Canberra,0,8.8,41,15,59,46,1007.3,7,No
autumn,Darwin,0.4,8.3,33,13,77,58,1013.1,1,No
summer,Moree,0,9.9,28,19,67,36,1029.9,1,No
winter,Melbourne,0.8,2.3,44,20,80,61,1012.5,7,No
summer,Darwin,0,10.9,37,20,21,24,1015.9,5,No
summer,SydneyAirport,0.2,2.3,48,33,77,99,1026.8,7,Yes
autumn,Mildura,0.2,7.3,69,30,68,32,1001.7,7,Yes
spring,Mildura,0,0.7,17,7,93,62,1021.6,7,No
summer,AliceSprings,0,11.2,50,7,21,10,1014.3,0,No
winter,Cairns,0.6,1.1,43,20,87,93,1013.1,8,Yes
summer,Cairns,0.4,7.5,30,17,73,67,1018.2,6,No
winter,Darwin,0.6,7.7,50,26,75,70,1004.1,7,Yes
summer,WaggaWagga,14,3.9,41,15,94,73,1006.1,3,Yes
winter,SydneyAirport,0,6.8,48,13,79,59,1020.4,2,No
winter,PerthAirport,0,12.6,48,28,37,14,1012.9,2,No
autumn,Portland,1.6,9.3,48,19,83,58,1022.9,8,No
spring,WaggaWagga,0,11,30,13,57,33,1020.6,2,No
winter,Perth,0,10.6,39,13,52,43,1015.8,1,No
autumn,MelbourneAirport,7.8,3.2,57,13,93,52,1011.2,7,No
summer,Nuriootpa,2.4,8.5,30,17,78,73,1025.6,2,No
autumn,Canberra,0,8.7,52,7,69,33,1012.3,1,Yes
winter,MountGambier,2,0,33,19,85,93,1009.8,8,Yes
winter,Williamtown,1.2,3.2,48,28,45,57,1020.8,7,Yes
winter,Cairns,5.2,2.8,35,17,68,94,1006.8,8,Yes
autumn,Darwin,0,11.4,33,11,68,48,1013.3,1,No
winter,PerthAirport,0,13.1,80,30,50,22,1007.4,1,No
spring,Hobart,0,3.6,56,24,55,45,1012.3,7,No
winter,Watsonia,0,12,30,11,64,22,1016.9,2,No
winter,Moree,0,11.9,31,17,66,41,1014,2,No
summer,Portland,3,4.7,37,20,82,74,1026.6,7,Yes
winter,MountGambier,0,12.2,31,19,77,41,1015.4,3,No
autumn,Darwin,44.6,4.8,50,9,75,47,1010,7,No
autumn,Williamtown,0,10.6,57,37,70,57,1005.5,2,Yes
winter,Williamtown,1,11.9,33,17,74,61,1017.4,2,No
spring,CoffsHarbour,0.4,2.7,22,9,82,73,1022.8,6,No
spring,Cairns,0,10.7,37,24,65,41,1014,6,No
winter,MelbourneAirport,0,10.1,35,13,80,38,1018.8,1,No
winter,Perth,0,11.3,33,4,29,13,1010.9,1,No
autumn,Cairns,0,10.8,33,13,63,69,1011,2,No
spring,CoffsHarbour,0,7.8,19,7,75,54,1026,1,Yes
winter,Moree,1.4,10.7,31,11,71,41,1008.3,2,No
autumn,Watsonia,0.4,9.2,30,9,59,40,1019.7,2,No
summer,Nuriootpa,0,6.6,24,7,89,48,1030.6,7,No
summer,MountGambier,2.2,3.2,61,26,78,70,1012.8,6,Yes
spring,WaggaWagga,0,9.6,19,11,79,33,1031.6,1,No
winter,Sydney,5.4,5.8,57,9,57,74,1005.5,7,Yes
summer,Hobart,0,8.7,48,20,55,42,1020,5,No
summer,NorfolkIsland,0,9.7,37,13,60,59,1019.4,4,Yes
autumn,Sydney,1,11.4,28,7,74,67,1014.2,5,No
winter,MelbourneAirport,1.4,8.3,44,20,76,47,1016.6,1,No
autumn,MountGambier,0,11.4,52,30,26,18,1014.5,3,No
summer,Williamtown,0.4,8.7,37,20,54,30,1013.1,5,No
spring,WaggaWagga,0,10.5,30,9,57,24,1026.5,1,No
summer,WaggaWagga,0,9.2,19,13,82,44,1026.9,1,No
autumn,Woomera,0,12.2,37,17,45,17,1025.7,0,No
winter,MelbourneAirport,1,6.9,54,35,75,41,1012.1,7,No
summer,MelbourneAirport,0.2,0.9,48,24,72,60,1023.8,7,No
winter,PerthAirport,0,8.4,41,28,22,19,1013.8,6,No
winter,MelbourneAirport,0,12.4,50,13,71,49,1019,1,No
autumn,Sale,0,10.4,41,13,81,49,1021.4,2,No
spring,Portland,3.2,4.9,81,46,65,61,1011.7,8,Yes
spring,Canberra,0,8.6,20,4,79,46,1026.8,2,No
winter,Nuriootpa,0,13,50,15,56,23,1015.2,4,No
summer,Canberra,0.2,6.5,17,2,99,48,1028.4,1,No
spring,MountGambier,12.2,5.1,83,19,89,85,997.8,3,Yes
summer,Perth,0,10.5,20,11,66,41,1023.2,3,No
autumn,Townsville,0,10.5,39,19,62,50,1012.4,2,No
spring,Melbourne,1.8,5.5,20,7,73,56,1022.7,7,No
summer,Cairns,0,6.8,44,22,64,44,1019.4,2,No
spring,Perth,0,10.1,31,4,58,49,1023.1,3,No
winter,Hobart,1.6,1.1,52,22,81,71,1000.6,8,Yes
spring,Hobart,25,7.5,69,28,55,48,982.9,4,Yes
winter,Portland,0,10.5,35,9,84,68,1015.7,3,No
spring,Woomera,0,1.3,35,20,49,37,1028.2,7,No
autumn,MelbourneAirport,0.4,13.8,65,9,61,37,1023.8,1,No
spring,Sydney,0.2,9.1,41,15,76,69,1014.7,6,No
spring,Canberra,0,10.2,39,2,72,29,1021,1,No
summer,Cairns,0,5.7,43,20,66,59,1019.5,7,Yes
winter,MountGambier,0,5.7,31,22,66,41,1022.2,7,No
winter,Melbourne,0,8.7,72,48,42,24,1014,4,No
autumn,Sydney,0,11.2,72,2,69,39,1011.8,7,No
spring,Melbourne,9.4,0.1,43,11,94,76,1020.8,8,Yes
summer,Watsonia,1.4,6.4,37,7,68,48,1017,7,No
winter,Darwin,0,11.3,28,7,70,62,1009.7,2,No
summer,AliceSprings,0,10.9,39,20,37,23,1027.7,1,No
spring,MelbourneAirport,3.4,6.1,76,26,85,40,999.9,4,No
spring,Perth,0,9.1,33,13,57,45,1020.7,1,No
spring,Moree,1,0.1,39,13,80,82,1017.2,8,Yes
summer,NorfolkIsland,10.8,9.1,48,20,62,55,1010.3,2,No
autumn,Mildura,0,12,48,28,52,20,1023.6,1,No
autumn,Sale,0,8,48,30,81,69,1013.1,6,Yes
spring,Moree,0,9.9,44,13,83,50,1027.6,1,No
autumn,PerthAirport,1.4,13.4,48,28,36,23,1018.6,1,No
winter,Perth,0,12.3,31,13,48,38,1011.8,1,No
spring,Watsonia,0.4,6.3,41,11,94,67,1018,3,No
autumn,Cairns,0,9.9,43,19,55,55,1016.7,4,No
summer,AliceSprings,0,11.2,52,33,32,18,1024.6,0,No
autumn,WaggaWagga,2.6,4.8,59,9,79,72,1003.3,7,Yes
autumn,MountGambier,4.6,1.9,57,31,72,64,1017.8,7,No
spring,Darwin,0,11.2,39,20,59,30,1013.7,1,No
summer,Melbourne,5.6,8,22,4,88,67,1029.7,4,No
autumn,Darwin,0,6.7,31,9,70,65,1010.2,2,Yes
spring,Perth,0,10.4,30,13,54,33,1028.9,1,No
summer,Perth,0,7.2,30,11,56,33,1027.3,7,No
winter,MountGambier,0,8.4,41,19,52,14,1015.1,7,No
summer,Mildura,0,8.2,56,9,58,34,1018.7,4,No
