@relation table_train-weka.filters.unsupervised.attribute.Remove-R1-11

@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
GALAXY,-0.260191,-0.682256
STAR,-0.367772,2.504405
STAR,-0.363995,1.310565
QSO,3.124365,1.553301
GALAXY,-0.177278,-0.878694
GALAXY,-0.156933,-0.628682
GALAXY,-0.157869,-0.661091
GALAXY,-0.079443,-0.688209
GALAXY,-0.061059,-0.622068
GALAXY,-0.092957,-0.630005
GALAXY,-0.086969,-0.632651
STAR,-0.367784,0.841627
GALAXY,-0.233082,-0.574447
GALAXY,-0.238608,-0.37404
STAR,-0.370294,1.108174
STAR,-0.367359,-0.415709
GALAXY,-0.146577,1.93361
STAR,-0.365772,1.065844
GALAXY,-0.153029,-0.395867
GALAXY,-0.08179,-0.624052
QSO,0.494761,-0.862159
GALAXY,-0.313969,-0.606856
GALAXY,-0.242987,-0.706067
GALAXY,0.004504,-0.348907
GALAXY,-0.248488,-0.864805
STAR,-0.368024,0.793344
GALAXY,-0.198825,-0.82512
GALAXY,-0.149011,-0.631328
STAR,-0.367847,1.010286
GALAXY,-0.029461,-0.632651
STAR,-0.367866,0.83832
GALAXY,-0.304369,-0.827105
STAR,-0.368149,2.504405
STAR,-0.365825,1.290061
STAR,-0.368198,1.578435
GALAXY,-0.121083,-0.682256
STAR,-0.367507,1.310565
STAR,-0.367642,2.163119
GALAXY,-0.061876,-0.824459
STAR,-0.367481,1.524861
GALAXY,-0.116365,-0.650509
STAR,-0.367204,2.641978
GALAXY,0.011458,-0.659768
GALAXY,-0.118768,-0.681595
STAR,-0.367833,-0.628682
STAR,-0.368042,0.211305
STAR,-0.367713,0.579048
STAR,-0.36833,2.499775
GALAXY,0.031056,-0.651832
GALAXY,-0.01364,-0.681595
GALAXY,-0.227004,-0.37867
STAR,-0.367435,1.243762
STAR,-0.36766,1.075765
STAR,-0.36792,0.793344
GALAXY,-0.126554,-0.84827
GALAXY,-0.15821,-0.37867
GALAXY,-0.31092,-0.585691
STAR,-0.367055,-0.878694
STAR,-0.36849,1.079733
GALAXY,-0.253277,-0.703421
STAR,-0.368676,-0.377347
GALAXY,-0.159942,-0.706067
QSO,3.106193,-0.688209
STAR,-0.369097,0.540025
STAR,-0.368054,1.578435
STAR,-0.368124,-0.880679
STAR,-0.368813,1.323793
GALAXY,-0.339894,-0.698792
GALAXY,-0.121087,-0.87671
GALAXY,-0.195896,-0.682918
QSO,3.708521,-0.37867
GALAXY,-0.190402,-0.415048
GALAXY,-0.147107,-0.88134
QSO,5.071562,-0.631989
STAR,-0.367769,1.27088
GALAXY,-0.282383,-0.688209
STAR,-0.367418,1.212015
QSO,2.558697,-0.413063
STAR,-0.367476,1.310565
GALAXY,-0.2485,-0.622068
QSO,1.762101,-0.826443
STAR,-0.368113,1.758999
GALAXY,0.080841,-0.864805
STAR,-0.367871,-0.688209
STAR,-0.366978,2.51631
STAR,-0.36838,-0.413063
STAR,-0.368183,-0.631328
STAR,-0.366959,1.758337
GALAXY,-0.24333,-0.427614
GALAXY,-0.12136,-0.688209
GALAXY,-0.36928,0.520844
STAR,-0.370139,2.307306
GALAXY,-0.170127,-0.661091
STAR,-0.368238,0.793344
GALAXY,-0.211293,-0.628682
STAR,-0.367296,1.342312
GALAXY,-0.101682,-0.878033
GALAXY,-0.252589,-0.681595
GALAXY,-0.277211,-0.824459
QSO,3.155144,2.464059
STAR,-0.367894,1.222597
GALAXY,-0.186762,-0.66043
GALAXY,-0.049583,-0.606856
GALAXY,-0.153512,-0.682918
GALAXY,-0.086749,-0.844963
STAR,-0.367799,0.841627
QSO,9.70873,2.499775
QSO,0.632031,-0.651832
STAR,-0.368439,0.1994
GALAXY,-0.093595,-0.630005
GALAXY,-0.095809,-0.825782
QSO,2.568739,-0.650509
STAR,-0.367905,1.065844
STAR,-0.368407,1.342312
GALAXY,-0.172571,-0.37404
GALAXY,-0.298111,-0.585029
STAR,-0.3679,2.504405
GALAXY,-0.191754,-0.37404
STAR,-0.367619,0.793344
STAR,-0.368106,0.793344
QSO,3.479155,-0.88134
GALAXY,1.845381,-0.377347
QSO,6.190355,1.105528
GALAXY,-0.192211,-0.589659
STAR,-0.367796,2.504405
GALAXY,-0.270595,-0.681595
GALAXY,-0.284004,-0.699453
GALAXY,-0.166244,-0.632651
STAR,-0.368242,1.030128
GALAXY,-0.191641,-0.681595
STAR,-0.367004,1.593647
STAR,-0.367592,1.010286
STAR,-0.36709,1.290061
GALAXY,-0.043116,-0.823798
GALAXY,-0.286256,-0.629344
GALAXY,-0.091226,-0.412402
GALAXY,-0.093096,-0.630005
GALAXY,-0.09461,-0.388591
STAR,-0.36779,-0.379332
STAR,-0.369052,-0.689532
GALAXY,-0.144489,-0.624052
QSO,3.450694,1.290061
GALAXY,-0.146456,-0.703421
GALAXY,-0.270888,-0.682256
GALAXY,-0.198023,-0.650509
STAR,-0.36775,1.030128
GALAXY,-0.088006,-0.632651
QSO,4.206579,-0.37404
STAR,-0.367625,-0.682256
STAR,-0.368191,-0.66969
STAR,-0.368769,1.030128
STAR,-0.369468,1.323793
STAR,-0.369763,0.861469
STAR,-0.366328,-0.700114
GALAXY,-0.193517,-0.574447
GALAXY,-0.312261,-0.415048
GALAXY,-0.153395,-0.880679
GALAXY,-0.368064,-0.699453
GALAXY,-0.233552,-0.699453
GALAXY,-0.093275,-0.622068
GALAXY,-0.130738,-0.622068
GALAXY,-0.232492,-0.706067
STAR,-0.366924,1.132646
GALAXY,-0.267667,-0.682256
GALAXY,-0.307895,-0.661091
GALAXY,-0.193054,-0.466637
GALAXY,-0.131973,-0.628682
STAR,-0.368987,-0.823798
STAR,-0.367639,1.243762
STAR,-0.36664,1.499066
STAR,-0.36758,1.290061
STAR,-0.367725,1.010286
STAR,-0.368021,-0.844963
STAR,-0.366512,-0.878694
STAR,-0.366457,0.793344
GALAXY,-0.190637,-0.622068
STAR,-0.36713,0.793344
STAR,-0.367872,1.323793
GALAXY,-0.128837,-0.864805
STAR,-0.367493,1.738495
STAR,-0.367136,-0.659768
STAR,-0.368379,-0.823798
STAR,-0.368731,2.678355
STAR,-0.367422,1.578435
GALAXY,-0.268374,-0.681595
STAR,-0.367485,0.793344
STAR,-0.366719,0.793344
STAR,-0.368148,1.290061
STAR,-0.366949,1.342312
GALAXY,-0.300851,-0.682256
GALAXY,-0.251001,-0.682918
GALAXY,-0.10002,-0.699453
STAR,-0.367337,0.83832
GALAXY,-0.169975,-0.632651
STAR,-0.367676,2.51631
GALAXY,-0.159974,-0.628682
STAR,-0.369706,1.311887
GALAXY,-0.235757,-0.82512
STAR,-0.366526,0.793344
STAR,-0.368042,1.310565
GALAXY,-0.197075,-0.659768
STAR,-0.366919,0.83832
STAR,-0.369328,1.114788
QSO,4.729728,-0.844963
GALAXY,-0.311826,-0.661091
STAR,-0.367872,0.793344
GALAXY,-0.102539,1.542719
GALAXY,-0.166949,-0.651832
GALAXY,-0.026743,-0.622068
GALAXY,-0.220267,-0.649186
STAR,-0.367894,1.310565
GALAXY,-0.160143,-0.682918
GALAXY,-0.107459,-0.379332
STAR,-0.368604,1.108174
GALAXY,-0.176925,-0.622068
STAR,-0.367524,0.83832
STAR,-0.367132,2.518956
GALAXY,-0.15667,-0.632651
GALAXY,-0.213396,-0.412402
GALAXY,-0.269555,-0.688209
QSO,0.335284,-0.606856
STAR,-0.365648,-0.668367
GALAXY,-0.230618,-0.659768
GALAXY,-0.255419,-0.622068
STAR,-0.370646,1.030128
STAR,-0.367272,0.83832
STAR,-0.367778,1.582403
STAR,-0.366489,1.574466
GALAXY,-0.270641,-0.589659
GALAXY,-0.124751,-0.585029
GALAXY,-0.126362,-0.88134
GALAXY,-0.193276,-0.574447
GALAXY,-0.160705,-0.679611
STAR,-0.368271,1.243762
STAR,-0.368295,1.079733
GALAXY,-0.119466,-0.682256
GALAXY,-0.256431,-0.845624
GALAXY,-0.178348,-0.827105
QSO,5.691353,2.322518
GALAXY,-0.24182,-0.631989
STAR,-0.367784,1.545364
GALAXY,-0.270917,-0.688209
GALAXY,-0.142521,-0.762287
STAR,-0.367265,1.075765
STAR,-0.368015,1.194157
QSO,1.070183,-0.681595
GALAXY,-0.168875,-0.659768
STAR,-0.368322,-0.827105
GALAXY,-0.013257,1.030128
STAR,-0.365627,0.855516
STAR,-0.36838,-0.709374
GALAXY,-0.209899,-0.678288
STAR,-0.368298,1.194157
QSO,6.623934,1.578435
STAR,-0.367937,1.075765
GALAXY,-0.295359,-0.845624
GALAXY,-0.159526,-0.824459
GALAXY,-0.14842,-0.824459
GALAXY,-0.168191,-0.629344
STAR,-0.36966,1.522876
GALAXY,-0.155853,-0.37867
STAR,-0.36816,0.793344
STAR,-0.367606,2.504405
STAR,-0.367068,1.54338
STAR,-0.368547,2.518295
STAR,-0.367643,1.075765
GALAXY,-0.041614,-0.702099
GALAXY,-0.26422,-0.84827
STAR,-0.367823,0.211305
GALAXY,-0.097238,-0.878694
GALAXY,-0.246535,-0.607517
STAR,-0.367981,1.131985
GALAXY,-0.265457,-0.74046
STAR,-0.367941,0.793344
GALAXY,-0.119142,-0.688209
STAR,-0.367335,0.841627
GALAXY,-0.100045,-0.379332
GALAXY,-0.060877,-0.682918
STAR,-0.367631,-0.878694
STAR,-0.368432,-0.880679
GALAXY,-0.178449,-0.878033
STAR,-0.368199,-0.661091
GALAXY,-0.223469,-0.630005
GALAXY,-0.288317,-0.377347
QSO,0.963341,-0.659768
STAR,-0.368057,2.504405
QSO,4.738812,-0.628682
GALAXY,-0.13068,-0.585029
STAR,-0.368312,1.602245
QSO,0.028082,-0.622068
GALAXY,-0.186719,-0.37404
GALAXY,0.015129,-0.659768
GALAXY,-0.063422,-0.37404
STAR,-0.369345,1.311887
GALAXY,-0.261984,-0.632651
STAR,-0.368312,1.581742
GALAXY,-0.200101,-0.762287
STAR,-0.368204,0.793344
STAR,-0.367756,-0.659768
GALAXY,-0.182784,-0.688209
GALAXY,-0.098167,-0.877372
GALAXY,-0.054159,-0.622068
GALAXY,-0.214875,-0.413063
STAR,-0.368082,-0.649186
STAR,-0.368056,1.243762
STAR,-0.367285,1.01227
GALAXY,-0.308347,-0.703421
GALAXY,-0.314336,-0.669028
STAR,-0.367938,-0.649186
GALAXY,-0.199744,-0.864805
STAR,-0.367711,2.518956
GALAXY,-0.307139,-0.659768
GALAXY,-0.105478,-0.585029
GALAXY,-0.119337,1.788101
GALAXY,-0.149533,-0.688209
GALAXY,-0.131811,1.758999
GALAXY,-0.184394,-0.84364
GALAXY,-0.117203,-0.379332
QSO,3.490707,2.307306
STAR,-0.369841,-0.630005
STAR,-0.368529,2.504405
GALAXY,-0.143685,-0.825782
GALAXY,-0.02572,-0.668367
GALAXY,-0.312406,-0.682918
GALAXY,-0.073025,-0.628682
STAR,-0.367999,-0.651832
GALAXY,-0.182861,-0.626698
GALAXY,-0.206165,-0.682256
GALAXY,-0.241262,-0.682256
STAR,-0.368062,1.290061
GALAXY,-0.26383,-0.878694
QSO,3.725782,-0.682256
GALAXY,-0.305505,-0.825782
STAR,-0.368082,1.310565
GALAXY,-0.182623,-0.39256
GALAXY,-0.083925,-0.688209
STAR,-0.36793,1.311887
GALAXY,-0.155372,-0.379332
STAR,-0.365798,1.740479
STAR,-0.368193,-0.651832
GALAXY,-0.296622,-0.703421
QSO,4.372918,-0.37867
GALAXY,-0.247048,-0.589659
QSO,2.764724,-0.37867
STAR,-0.368307,1.079733
GALAXY,0.715407,-0.606856
GALAXY,-0.080455,-0.844963
STAR,-0.368388,0.211305
QSO,0.29505,-0.679611
STAR,-0.369222,1.310565
GALAXY,-0.067054,-0.682918
QSO,4.548336,2.497791
GALAXY,-0.151047,-0.880679
GALAXY,-0.263824,-0.84364
GALAXY,-0.07138,-0.838349
STAR,-0.368002,1.010286
GALAXY,-0.201791,-0.688209
GALAXY,-0.103259,-0.682918
STAR,-0.367487,1.065844
STAR,-0.36765,1.310565
GALAXY,0.013516,-0.37867
GALAXY,-0.196066,-0.699453
STAR,-0.36834,1.479885
GALAXY,-0.151192,-0.827766
STAR,-0.369849,2.300692
QSO,2.421653,1.77355
GALAXY,-0.301325,-0.632651
QSO,0.26695,-0.703421
QSO,1.119997,0.328374
GALAXY,-0.055991,-0.629344
STAR,-0.367728,1.194157
STAR,-0.367919,0.793344
GALAXY,-0.254841,-0.681595
STAR,-0.366212,1.499727
GALAXY,-0.051893,-0.622068
GALAXY,-0.059675,-0.650509
STAR,-0.368168,1.01227
GALAXY,-0.114479,-0.703421
GALAXY,-0.204383,-0.413063
GALAXY,-0.088756,-0.622068
GALAXY,-0.182516,-0.878694
STAR,-0.367793,1.075765
GALAXY,-0.192994,-0.569817
STAR,-0.367559,1.290061
GALAXY,0.069745,-0.682918
GALAXY,-0.249159,-0.622068
STAR,-0.368535,-0.649186
QSO,1.587905,-0.585029
GALAXY,-0.183159,-0.682256
STAR,-0.367737,0.801942
GALAXY,-0.182758,-0.880679
GALAXY,-0.093006,-0.66043
GALAXY,-0.185137,-0.823798
STAR,-0.368435,1.482531
GALAXY,-0.066048,-0.651832
STAR,-0.36837,1.243762
GALAXY,-0.095216,-0.630005
QSO,4.689634,-0.682918
STAR,-0.368375,1.243762
STAR,-0.367927,0.793344
QSO,3.261696,-0.699453
GALAXY,-0.025551,-0.668367
GALAXY,-0.070977,-0.682256
QSO,10.250754,1.721299
GALAXY,-0.176311,-0.878694
GALAXY,-0.096257,-0.630005
STAR,-0.370841,-0.585691
STAR,-0.367879,-0.688209
STAR,-0.367772,2.504405
STAR,-0.367163,1.553963
STAR,-0.368187,0.793344
STAR,-0.366775,1.779502
GALAXY,-0.118687,-0.682256
STAR,-0.36745,1.502373
GALAXY,-0.139202,-0.839671
STAR,-0.367264,2.504405
STAR,-0.367512,2.501098
STAR,-0.368122,-0.82512
STAR,-0.368234,1.030128
GALAXY,-0.278461,-0.88134
STAR,-0.367678,-0.659768
GALAXY,-0.170323,-0.626037
STAR,-0.368091,1.323793
STAR,-0.366954,0.83832
GALAXY,-0.270195,-0.84364
STAR,-0.367979,1.010286
STAR,-0.367422,0.841627
STAR,-0.368277,1.310565
GALAXY,-0.269041,-0.688209
GALAXY,0.404416,-0.878694
STAR,-0.366941,0.841627
STAR,-0.367747,0.83832
STAR,-0.367627,-0.866789
STAR,-0.367573,-0.682918
STAR,-0.367837,0.334327
STAR,-0.366903,2.504405
STAR,-0.367912,0.334327
GALAXY,-0.367953,1.114788
GALAXY,-0.089006,-0.622068
GALAXY,-0.152902,-0.626698
GALAXY,-0.23735,1.047986
GALAXY,-0.140494,-0.826443
STAR,-0.36962,1.342312
STAR,-0.367822,2.729284
GALAXY,-0.189607,-0.37867
GALAXY,-0.044695,-0.622068
STAR,-0.367388,2.504405
GALAXY,-0.26447,-0.877372
STAR,-0.368455,1.079733
GALAXY,-0.202516,-0.699453
GALAXY,-0.103154,-0.823798
GALAXY,-0.293584,-0.680272
STAR,-0.368212,0.304564
STAR,-0.367993,0.328374
GALAXY,-0.304653,-0.827105
GALAXY,-0.219006,-0.679611
GALAXY,-0.053547,-0.607517
STAR,-0.368313,-0.702099
GALAXY,-0.149638,-0.631328
STAR,-0.365801,0.83832
STAR,-0.367543,-0.87671
GALAXY,-0.169548,-0.629344
GALAXY,-0.30479,-0.622068
STAR,-0.367987,2.493823
GALAXY,-0.238686,-0.825782
GALAXY,-0.335485,-0.88134
GALAXY,-0.217258,-0.82512
STAR,-0.36806,1.079733
GALAXY,-0.172322,-0.878694
GALAXY,-0.087596,-0.622068
GALAXY,0.094794,-0.631328
GALAXY,-0.041909,-0.659768
STAR,-0.367156,1.132646
STAR,-0.36788,0.83832
GALAXY,-0.139502,-0.569817
QSO,3.153207,-0.668367
GALAXY,-0.058815,-0.87671
GALAXY,-0.240022,-0.844963
QSO,4.027577,1.553963
GALAXY,-0.14943,-0.395867
GALAXY,-0.116307,-0.703421
GALAXY,-0.278396,-0.864805
GALAXY,-0.285287,-0.839671
QSO,4.656768,1.047986
GALAXY,-0.06339,-0.703421
QSO,4.249298,-0.585029
STAR,-0.36781,1.08767
STAR,-0.367048,0.793344
GALAXY,-0.034451,-0.825782
GALAXY,-0.254105,-0.82512
GALAXY,-0.044306,-0.37404
GALAXY,-0.071268,-0.682256
GALAXY,-0.185043,-0.622068
GALAXY,0.085216,-0.377347
STAR,-0.368723,1.342312
GALAXY,-0.045123,-0.624052
GALAXY,-0.151765,-0.62273
GALAXY,-0.174106,-0.709374
GALAXY,-0.015762,-0.87671
STAR,-0.36777,1.079733
GALAXY,-0.104398,1.047986
STAR,-0.369521,0.328374
GALAXY,-0.229826,-0.37404
GALAXY,-0.302461,-0.878694
GALAXY,-0.108233,-0.661091
STAR,-0.367341,1.243762
STAR,-0.367869,1.131985
STAR,-0.369332,-0.826443
GALAXY,-0.058862,-0.650509
GALAXY,-0.326242,-0.703421
STAR,-0.369196,-0.35486
GALAXY,-0.176328,-0.878694
GALAXY,-0.269269,-0.838349
GALAXY,-0.051026,-0.374702
STAR,-0.367953,2.94358
STAR,-0.367437,1.342312
QSO,2.775463,-0.661091
GALAXY,-0.11825,-0.650509
STAR,-0.365977,-0.606856
GALAXY,-0.071381,-0.626698
STAR,-0.367956,0.841627
STAR,-0.368185,1.010286
STAR,-0.367918,1.243762
GALAXY,-0.248459,-0.681595
GALAXY,-0.168854,-0.838349
GALAXY,-0.227271,-0.329726
STAR,-0.367448,2.504405
QSO,2.024572,-0.622068
GALAXY,-0.013524,-0.862159
GALAXY,-0.172049,-0.622068
GALAXY,-0.157358,-0.630005
GALAXY,-0.08372,-0.412402
STAR,-0.367755,-0.825782
GALAXY,0.140502,2.20148
STAR,-0.366272,-0.62273
GALAXY,-0.12153,-0.62273
GALAXY,-0.117322,-0.412402
STAR,-0.368112,1.311887
STAR,-0.36701,0.841627
GALAXY,-0.276465,-0.606856
STAR,-0.36801,0.637913
GALAXY,-0.118694,-0.681595
GALAXY,-0.072164,-0.606856
GALAXY,-0.055515,-0.622068
QSO,2.678642,-0.606856
GALAXY,-0.219126,-0.682918
GALAXY,-0.313961,-0.668367
GALAXY,-0.220193,-0.622068
QSO,3.710147,-0.622068
STAR,-0.366913,2.518956
GALAXY,-0.159471,-0.626698
GALAXY,-0.019231,-0.377347
GALAXY,-0.146828,-0.651832
GALAXY,-0.204297,-0.413063
GALAXY,-0.367953,-0.606856
STAR,-0.368037,1.046663
GALAXY,-0.190427,-0.682256
GALAXY,-0.245385,-0.699453
GALAXY,-0.185693,-0.689532
STAR,-0.367739,0.793344
GALAXY,-0.15278,-0.679611
GALAXY,0.008296,-0.877372
STAR,-0.368187,1.243762
GALAXY,-0.208101,-0.622068
GALAXY,-0.156418,-0.628682
STAR,-0.367929,1.065844
GALAXY,-0.181186,-0.631989
GALAXY,-0.295269,-0.630005
STAR,-0.368391,1.075765
GALAXY,-0.107519,-0.741122
STAR,-0.36747,2.504405
QSO,2.437757,-0.827105
STAR,-0.36681,-0.650509
STAR,-0.367342,1.741802
GALAXY,-0.254723,-0.37404
STAR,-0.367711,2.419084
STAR,-0.36726,0.83832
STAR,-0.366671,1.046663
GALAXY,-0.294198,-0.650509
GALAXY,-0.002224,2.184284
GALAXY,-0.098476,-0.630005
STAR,-0.368652,-0.84827
GALAXY,-0.283521,-0.826443
STAR,-0.366354,1.131985
GALAXY,0.042862,-0.466637
GALAXY,-0.117935,-0.650509
QSO,2.760751,-0.82512
GALAXY,-0.11196,-0.650509
STAR,-0.369679,1.212015
GALAXY,-0.073057,-0.626698
STAR,-0.36796,-0.630005
GALAXY,-0.174655,-0.201413
STAR,-0.366485,1.578435
STAR,-0.368813,1.346281
STAR,-0.368534,-0.825782
GALAXY,-0.248873,-0.681595
QSO,2.982064,-0.622068
STAR,-0.367431,-0.825782
GALAXY,-0.172541,-0.682256
GALAXY,-0.162261,-0.659768
GALAXY,-0.237981,-0.413063
GALAXY,-0.162424,-0.700114
GALAXY,-0.05969,-0.651832
GALAXY,-0.281442,-0.681595
STAR,-0.368171,1.342312
GALAXY,-0.15865,-0.622068
QSO,0.545219,-0.632651
STAR,-0.366459,1.310565
GALAXY,-0.288008,-0.377347
GALAXY,0.001094,-0.88134
GALAXY,-0.077678,-0.66043
QSO,1.001009,-0.37867
STAR,-0.367273,1.01227
GALAXY,-0.250307,-0.466637
STAR,-0.367191,1.310565
STAR,-0.367663,1.132646
GALAXY,-0.180186,-0.688209
GALAXY,-0.27609,-0.88134
GALAXY,-0.158569,-0.631328
GALAXY,0.012366,-0.682256
QSO,0.400349,-0.37867
GALAXY,-0.008449,-0.380655
STAR,-0.369024,1.030128
STAR,-0.368262,1.079733
GALAXY,-0.124773,-0.661091
STAR,-0.367228,1.01227
GALAXY,0.009851,-0.607517
QSO,6.23415,1.561899
STAR,-0.369142,-0.583045
GALAXY,-0.268531,-0.682918
GALAXY,-0.036006,-0.709374
GALAXY,-0.246142,-0.825782
GALAXY,-0.199749,-0.679611
GALAXY,-0.148023,-0.622068
GALAXY,-0.313012,-0.379332
QSO,4.907812,-0.839671
GALAXY,-0.256721,-0.878694
GALAXY,-0.198835,-0.589659
STAR,-0.369471,1.311887
GALAXY,-0.237135,-0.825782
GALAXY,-0.257989,-0.37404
QSO,2.554896,-0.706067
STAR,-0.367113,1.075765
STAR,-0.368428,1.065844
GALAXY,-0.2362,-0.629344
STAR,-0.367637,1.545364
STAR,-0.366973,1.01227
GALAXY,-0.230612,-0.631989
GALAXY,0.036327,-0.688209
STAR,-0.368069,1.342312
GALAXY,-0.065949,-0.622068
GALAXY,-0.305898,-0.826443
GALAXY,-0.194407,-0.630005
STAR,-0.368061,-0.703421
QSO,4.615867,-0.827105
STAR,-0.368684,-0.628682
GALAXY,-0.053574,-0.706067
GALAXY,-0.068219,-0.681595
STAR,-0.367103,-0.626037
STAR,-0.365396,1.310565
GALAXY,-0.354974,-0.827105
GALAXY,-0.140829,-0.839671
STAR,-0.369242,0.211305
GALAXY,-0.264093,-0.681595
STAR,-0.367779,1.075765
GALAXY,-0.122692,-0.668367
STAR,-0.368426,1.068489
QSO,2.849346,-0.659768
GALAXY,-0.159594,-0.622068
GALAXY,-0.265152,-0.622068
STAR,-0.367826,0.83832
GALAXY,-0.226103,-0.706067
GALAXY,-0.118038,-0.413063
GALAXY,-0.143849,-0.377347
STAR,-0.367914,1.065844
STAR,-0.368274,1.790746
STAR,-0.366584,0.841627
STAR,-0.366456,0.83832
STAR,-0.3686,-0.682918
GALAXY,-0.086553,-0.632651
GALAXY,-0.125828,-0.622068
GALAXY,-0.287857,-0.632651
GALAXY,-0.100939,-0.682256
GALAXY,-0.068074,-0.415048
GALAXY,-0.118365,-0.688209
STAR,-0.367661,2.518956
STAR,-0.368389,1.310565
STAR,-0.368091,1.046663
GALAXY,-0.15653,-0.679611
GALAXY,-0.055028,-0.659768
QSO,4.319615,-0.699453
GALAXY,-0.117617,-0.632651
GALAXY,-0.158919,-0.827766
GALAXY,-0.061722,-0.703421
STAR,-0.365406,1.010286
GALAXY,-0.089218,-0.689532
GALAXY,-0.140598,-0.66043
GALAXY,-0.240043,-0.651832
GALAXY,-0.226668,-0.69813
STAR,-0.367735,0.793344
STAR,-0.367885,1.72196
QSO,0.862875,-0.682918
STAR,-0.36734,0.83832
GALAXY,-0.158196,-0.659768
STAR,-0.367516,0.83832
GALAXY,-0.059164,-0.624052
GALAXY,-0.116321,-0.699453
QSO,1.010467,-0.692839
GALAXY,-0.193878,-0.629344
STAR,-0.369045,-0.74046
GALAXY,-0.294529,-0.823798
GALAXY,-0.12452,-0.682256
STAR,-0.367932,0.1994
GALAXY,-0.163256,-0.680934
STAR,-0.368068,0.839642
STAR,-0.368862,1.27088
GALAXY,-0.300283,-0.88134
GALAXY,-0.196983,-0.650509
STAR,-0.367645,1.010286
STAR,-0.367572,0.579048
GALAXY,-0.186027,-0.622068
STAR,-0.367984,-0.622068
STAR,-0.36673,2.504405
GALAXY,-0.270087,-0.682918
GALAXY,-0.024336,-0.679611
GALAXY,0.013697,-0.878694
GALAXY,-0.161177,-0.37404
GALAXY,-0.037468,-0.681595
GALAXY,-0.263103,-0.628682
GALAXY,-0.206396,-0.88134
STAR,-0.36955,-0.826443
STAR,-0.370635,2.316565
STAR,-0.368016,1.131985
QSO,0.083253,-0.569817
STAR,-0.368304,-0.82512
QSO,4.011032,2.20148
STAR,-0.367653,1.342312
GALAXY,-0.283224,-0.703421
QSO,3.018527,-0.762287
GALAXY,-0.097367,-0.864805
QSO,4.374363,-0.818506
STAR,-0.36767,0.83832
GALAXY,-0.167016,-0.84827
GALAXY,-0.240651,-0.828427
QSO,4.144018,-0.682256
GALAXY,-0.135515,-0.630005
STAR,-0.364999,-0.622068
STAR,-0.378649,1.758337
GALAXY,-0.069211,-0.827766
GALAXY,-0.143856,-0.88134
QSO,2.884027,-0.69813
GALAXY,-0.288222,-0.688209
GALAXY,0.029086,-0.630005
STAR,-0.36857,0.304564
GALAXY,-0.053731,-0.435551
GALAXY,-0.117838,-0.827766
STAR,-0.36905,-0.826443
GALAXY,-0.112467,-0.631989
GALAXY,-0.070637,-0.681595
GALAXY,-0.258305,-0.74046
STAR,-0.370128,0.1994
GALAXY,-0.076789,-0.661091
STAR,-0.367926,0.841627
STAR,-0.366503,-0.650509
STAR,-0.367615,0.841627
QSO,2.885137,-0.844963
GALAXY,-0.228616,-0.706067
STAR,-0.367225,-0.628682
GALAXY,0.006461,-0.651832
STAR,-0.367496,0.841627
GALAXY,-0.124724,-0.629344
STAR,-0.367784,-0.839671
GALAXY,-0.044522,-0.709374
GALAXY,0.025328,-0.413063
STAR,-0.367617,1.010286
STAR,-0.367921,2.419084
STAR,-0.367694,1.114788
STAR,-0.368525,-0.622068
GALAXY,-0.281506,-0.681595
GALAXY,-0.030557,-0.585691
STAR,-0.365614,0.793344
STAR,-0.36888,0.1994
GALAXY,-0.088239,-0.82512
GALAXY,-0.193068,-0.37404
GALAXY,-0.085179,-0.630005
STAR,-0.366619,1.075765
STAR,-0.366947,0.83832
STAR,-0.368195,0.211305
GALAXY,-0.043008,-0.827766
STAR,-0.368316,-0.699453
GALAXY,-0.167222,-0.622068
GALAXY,-0.308337,-0.622068
GALAXY,-0.224361,-0.845624
STAR,-0.368323,-0.825782
STAR,-0.367596,0.83832
STAR,-0.369191,2.307306
GALAXY,-0.07409,-0.826443
QSO,3.405099,-0.74046
GALAXY,-0.155887,-0.37867
STAR,-0.368194,1.01227
GALAXY,-0.249604,-0.688209
STAR,-0.368077,1.132646
GALAXY,-0.273597,-0.659768
GALAXY,-0.231046,-0.709374
STAR,-0.367803,0.540025
GALAXY,-0.188526,-0.88134
STAR,-0.367304,1.068489
QSO,3.294223,-0.377347
GALAXY,-0.250094,-0.379332
GALAXY,-0.317865,-0.377347
STAR,-0.369512,0.328374
STAR,-0.367429,-0.82512
STAR,-0.368217,-0.87671
GALAXY,-0.207112,-0.681595
GALAXY,-0.257093,-0.589659
GALAXY,-0.109798,-0.839671
GALAXY,-0.150319,-0.880679
GALAXY,-0.327622,-0.630005
GALAXY,-0.218071,-0.703421
GALAXY,-0.04749,-0.678288
STAR,-0.368093,1.290061
STAR,-0.368153,1.079733
STAR,-0.362355,-0.35023
GALAXY,-0.274271,-0.622068
GALAXY,-0.145402,-0.651832
GALAXY,-0.181953,-0.649186
GALAXY,-0.185934,-0.699453
GALAXY,-0.240767,-0.828427
STAR,-0.368193,1.065844
QSO,2.953633,-0.37404
GALAXY,-0.066882,-0.827766
GALAXY,-0.261587,-0.680934
STAR,-0.368052,-0.626037
GALAXY,-0.24319,-0.706067
GALAXY,-0.28455,1.030128
STAR,-0.367991,-0.87671
GALAXY,-0.113398,-0.388591
GALAXY,-0.220359,-0.74046
